state,county,tract,B08134_022E,B08134_023E,B08134_024E,B08134_025E,B08134_026E,B08134_027E,B08134_028E,B08134_029E,B08134_030E,B08134_032E,B08134_033E,B08134_034E,B08134_035E,B08134_036E,B08134_037E,B08134_038E,B08134_039E,B08134_040E,B08134_062E,B08134_063E,B08134_064E,B08134_065E,B08134_066E,B08134_067E,B08134_068E,B08134_069E,B08134_070E,B08134_102E,B08134_103E,B08134_104E,B08134_105E,B08134_106E,B08134_107E,B08134_108E,B08134_109E,B08134_110E,B08134_112E,B08134_113E,B08134_114E,B08134_115E,B08134_116E,B08134_117E,B08134_118E,B08134_119E,B08134_120E
48,201,432701,32,130,468,264,55,424,18,20,62,0,29,190,262,115,184,0,197,183,0,27,0,67,0,232,14,170,99,148,47,93,78,0,0,0,0,70,54,28,0,0,27,0,0,0,24
48,201,432702,122,169,227,389,66,197,75,104,29,26,36,20,0,0,64,0,0,0,0,33,0,0,35,32,16,8,0,27,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0
48,201,432801,74,40,221,365,290,181,124,179,20,0,45,119,147,40,99,49,45,17,0,31,16,36,0,39,70,0,75,0,0,0,28,0,0,9,0,0,0,0,13,0,0,0,0,15,16
48,201,432802,38,85,139,360,159,254,157,70,129,0,24,47,198,74,43,29,49,180,0,0,35,64,0,0,29,52,68,14,91,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
48,201,432901,59,49,40,274,97,215,18,153,15,0,0,0,106,139,33,69,39,0,0,0,0,0,25,0,32,0,78,32,0,0,21,0,0,0,0,0,30,0,0,0,0,0,0,0,0
48,201,432902,48,91,369,310,302,332,61,111,119,30,12,64,239,127,97,28,29,59,0,0,23,0,0,59,61,11,10,0,0,51,0,0,0,0,0,0,0,0,14,0,35,17,0,0,21
48,201,433001,30,69,256,435,95,228,88,96,49,27,15,0,24,334,79,35,0,33,0,0,25,0,0,48,60,0,35,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18
48,201,433002,20,0,182,203,95,250,75,20,9,38,0,133,133,396,61,0,130,48,0,0,0,52,0,19,0,0,79,74,0,0,0,0,0,0,0,0,33,19,0,0,0,30,27,0,0
48,201,433003,67,164,144,249,58,334,37,80,43,0,24,25,258,101,153,67,96,72,0,19,0,28,0,59,81,0,15,42,0,0,0,0,0,0,0,0,10,17,0,22,0,31,0,0,0
48,201,433100,10,76,99,239,70,228,48,23,40,0,17,11,96,78,67,104,0,0,0,0,0,11,0,68,0,0,34,38,18,0,0,0,0,0,22,0,32,0,0,24,0,0,0,0,0
48,201,433201,82,80,215,460,114,341,147,97,88,18,0,0,152,116,54,24,0,19,0,0,0,0,0,15,0,21,0,42,0,8,12,0,0,0,0,0,0,0,14,12,0,10,0,0,0
48,201,433202,64,87,275,322,268,316,63,78,37,0,0,32,80,22,22,0,92,29,0,0,0,0,0,21,17,0,49,18,0,0,11,0,0,0,0,0,41,0,0,0,0,0,0,0,0
48,201,433300,116,214,283,432,172,379,96,76,14,63,65,10,26,22,34,68,4,0,0,0,0,0,35,0,10,0,26,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
48,201,433400,63,125,249,367,98,315,220,98,60,17,67,47,188,86,87,86,10,53,0,42,18,0,9,6,6,18,41,10,0,0,23,0,27,0,0,0,0,0,0,0,0,0,0,0,0
48,201,433501,23,49,84,188,138,73,87,0,45,59,12,96,361,435,217,112,57,35,0,0,0,40,0,0,0,0,22,69,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,46,0
48,201,433502,0,221,231,332,82,347,104,67,79,55,99,146,155,224,137,101,0,61,0,0,0,29,0,0,0,0,41,76,36,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
48,201,433600,24,201,82,273,100,146,52,159,94,24,34,36,137,24,34,0,14,26,0,0,0,0,55,0,13,0,137,0,0,0,0,0,0,16,0,0,0,13,0,0,0,0,0,0,0
48,201,440100,112,292,326,327,103,512,135,170,171,0,93,0,650,78,110,214,60,0,0,0,15,0,0,0,33,0,15,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,13
48,201,450100,65,93,145,176,82,64,61,28,2,7,0,4,0,5,30,0,0,3,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
48,201,450200,175,197,117,388,171,417,205,137,90,21,0,7,0,26,29,0,26,0,0,0,0,0,0,0,0,16,39,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
48,201,450300,212,425,540,584,168,542,207,102,17,0,94,0,29,0,116,35,0,15,0,0,24,0,0,11,0,15,0,8,23,0,0,0,0,0,0,0,0,0,0,12,0,27,0,0,12
48,201,450400,302,508,501,382,141,254,104,169,53,10,11,1,29,0,66,8,10,0,0,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,450500,107,194,141,76,114,235,53,83,80,0,20,0,0,0,0,7,0,35,20,0,0,0,0,0,23,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
48,201,450600,150,242,297,275,48,239,167,71,84,53,19,0,0,0,0,55,0,0,0,0,14,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0,11,9,11,0,11,0,0,0,0
48,201,450700,120,230,547,329,238,503,136,84,13,27,0,101,53,0,0,40,20,0,0,0,0,12,0,14,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
48,201,450801,86,145,149,100,37,235,60,73,23,0,0,21,0,0,6,29,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,450802,133,335,679,916,356,891,78,340,52,0,0,107,0,0,25,26,0,0,0,0,0,0,0,14,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
48,201,450900,124,198,167,242,53,234,75,83,32,0,0,0,31,17,63,0,0,8,0,0,0,0,0,0,13,0,0,0,0,11,10,0,0,0,0,0,0,0,0,13,0,0,0,0,10
48,201,451001,188,209,182,402,73,488,240,127,121,14,15,8,73,0,22,3,17,0,0,0,36,8,0,58,0,13,44,63,39,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,451002,277,124,386,570,133,339,269,165,81,0,13,86,73,58,51,9,0,0,0,0,0,0,0,0,0,87,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,451100,87,200,337,472,174,278,125,154,195,0,0,0,11,0,46,0,64,20,0,0,0,0,0,13,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,451200,129,165,103,140,206,229,146,122,22,0,20,0,25,27,31,63,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
48,201,451300,206,214,664,392,312,524,382,343,205,18,27,0,25,19,0,38,51,0,0,0,0,0,0,47,0,0,51,36,22,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17
48,201,451401,299,239,216,218,54,250,236,167,0,23,0,21,51,38,0,22,1,0,0,0,0,0,0,11,0,0,9,21,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,451402,157,177,437,433,55,579,402,446,102,0,0,51,96,7,0,0,30,0,0,0,0,0,0,0,0,17,31,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,451403,176,201,407,572,54,483,120,164,176,14,32,0,27,12,193,58,0,9,0,0,0,0,0,0,0,3,42,0,0,154,0,0,0,0,0,0,0,28,0,0,12,0,0,0,7
48,201,451500,259,402,473,399,178,492,143,189,39,42,78,0,0,0,13,0,33,44,0,17,0,0,0,0,0,15,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
48,201,451601,101,314,203,415,128,409,347,191,153,11,18,0,0,0,72,0,0,30,0,0,0,0,0,0,0,0,5,15,0,0,29,0,0,0,0,0,10,0,0,0,0,0,0,0,0
48,201,451602,648,196,284,517,303,620,173,289,131,14,0,6,94,0,122,0,10,84,0,0,0,0,0,84,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,451700,50,156,257,229,120,350,190,104,122,31,0,10,0,0,0,81,63,15,0,0,7,0,0,0,0,8,118,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,451800,147,185,326,281,218,377,299,296,195,0,37,24,12,0,26,17,68,0,0,6,0,14,0,9,9,9,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,451901,83,187,460,550,135,566,275,435,161,64,0,283,63,37,47,81,30,0,0,34,0,0,19,0,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,451902,118,92,161,241,40,198,53,28,60,0,0,41,9,0,32,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0
48,201,452000,248,467,713,521,434,771,266,278,46,0,0,96,59,28,73,0,0,38,0,0,0,0,0,0,0,32,6,66,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
48,201,452100,255,547,374,922,191,603,704,463,35,0,110,121,70,42,72,0,113,139,0,0,5,0,0,0,0,32,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
48,201,452201,278,294,457,412,141,377,70,198,73,0,0,33,0,0,51,13,58,13,0,0,0,0,0,15,14,0,49,0,13,15,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0
48,201,452202,223,86,220,107,237,303,89,122,31,24,0,8,20,0,0,47,15,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
48,201,452300,52,144,99,174,40,161,51,68,38,3,138,53,17,2,31,28,22,30,0,0,33,0,0,0,4,66,34,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
48,201,452400,189,422,313,337,143,962,192,387,164,0,134,135,23,40,101,0,11,75,0,14,0,0,0,95,0,0,53,0,0,29,0,0,0,0,0,0,0,15,0,0,0,11,0,0,56
48,201,452500,176,168,337,384,172,664,197,299,299,0,30,38,74,0,44,59,223,117,0,0,0,0,0,93,0,31,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
48,201,452600,116,358,118,329,127,674,101,298,234,15,50,12,213,34,127,29,26,0,0,0,0,0,0,19,0,12,15,0,0,17,0,0,0,0,0,0,0,0,44,0,0,64,0,0,15
48,201,452700,10,182,512,562,324,1014,347,662,316,69,9,72,104,13,174,74,98,0,0,0,45,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
48,201,452801,56,115,369,331,165,447,177,308,105,31,33,143,56,23,77,18,0,16,0,0,0,0,0,0,0,12,37,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,452802,68,95,235,325,14,568,190,122,156,0,26,82,53,37,63,24,12,46,0,0,20,7,0,25,0,0,57,19,0,8,0,0,0,0,0,0,0,13,0,0,0,26,19,0,0
48,201,452900,45,138,291,212,140,245,68,156,151,44,97,63,79,19,58,0,22,31,0,0,0,0,0,14,32,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,453000,231,583,532,469,180,848,88,142,315,16,47,90,39,39,167,137,125,75,0,0,0,0,16,60,24,0,76,0,0,0,0,0,0,0,0,0,0,15,0,0,0,13,0,0,0
48,201,453100,17,144,214,298,110,394,147,90,67,0,19,0,11,22,214,40,18,0,0,0,0,0,0,0,0,0,77,17,0,17,0,0,0,0,0,0,17,22,0,0,0,15,0,0,0
48,201,453200,69,250,365,458,147,391,191,146,181,174,36,206,106,120,80,24,80,44,14,0,0,10,0,6,0,18,186,0,0,31,0,0,0,0,0,0,31,0,9,14,0,0,0,0,0
48,201,453300,15,221,137,190,60,146,76,40,23,0,0,12,27,0,20,11,14,0,0,0,0,0,0,0,8,0,42,0,23,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0
48,201,453401,113,95,188,311,91,157,201,11,107,0,0,55,35,4,27,0,0,102,0,0,0,14,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,453402,187,618,329,468,255,445,307,344,137,16,0,36,17,25,186,0,75,49,0,0,0,19,0,0,0,13,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
48,201,453403,33,89,187,235,54,148,80,77,140,0,0,29,123,0,8,0,0,42,0,0,0,0,18,0,0,0,136,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,453501,23,410,431,281,210,533,126,211,263,0,21,52,120,0,53,36,56,0,0,0,0,0,10,25,18,25,32,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0
48,201,453502,55,42,260,227,133,243,83,182,115,12,10,0,73,1,29,15,34,0,0,0,0,0,10,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,453601,0,85,50,79,76,191,69,112,33,0,0,0,25,0,26,0,31,0,0,4,0,0,0,11,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,26,0,0,0,0,0
48,201,453602,36,282,271,437,366,593,147,131,292,44,15,54,48,10,140,200,45,62,0,16,0,27,0,14,12,0,56,1,0,0,15,0,13,0,0,0,0,21,0,0,0,11,0,0,11
48,201,453700,94,76,193,657,372,747,242,317,465,0,0,0,133,162,242,10,10,171,0,0,0,62,0,0,16,0,75,0,0,20,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
48,201,453800,38,45,240,229,54,283,133,119,94,0,75,14,69,0,50,36,24,29,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,453900,296,274,349,489,255,913,224,530,307,0,68,90,72,31,125,37,56,39,0,0,0,14,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17
48,201,454000,52,90,169,327,149,504,202,361,285,0,6,38,27,2,40,15,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
48,201,454100,130,73,120,87,56,549,194,130,95,11,0,40,15,0,0,34,24,8,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
48,201,454200,114,56,143,127,54,374,69,255,314,0,0,28,50,39,57,27,105,141,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0
48,201,454301,132,264,983,850,428,747,302,283,833,112,16,161,10,76,56,78,103,38,0,0,0,0,0,0,119,0,103,0,15,0,0,0,0,0,0,26,107,0,82,0,0,0,19,0,0
48,201,454302,142,170,303,551,200,879,395,342,158,0,0,60,0,116,127,16,53,0,0,0,0,0,0,0,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,454400,56,35,67,9,13,55,19,37,7,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,454501,182,327,594,416,177,563,305,429,159,17,0,38,35,11,28,28,114,59,0,0,0,0,0,40,26,32,93,12,0,17,0,0,0,0,0,0,0,0,0,31,0,0,0,68,0
48,201,454502,60,107,80,145,42,218,107,119,34,5,0,19,8,12,88,0,25,15,0,0,0,0,0,0,0,4,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
48,201,454600,186,282,338,475,47,483,133,300,275,0,49,26,58,0,36,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,454700,504,208,348,332,171,384,168,414,183,0,12,17,15,0,17,32,60,14,0,0,0,0,0,48,15,15,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
48,201,454800,241,411,236,250,158,774,207,382,347,0,0,14,36,18,31,59,22,78,0,0,0,0,0,0,18,14,87,0,53,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,15
48,201,454900,220,324,576,491,219,704,407,890,379,16,38,40,27,23,196,107,188,50,0,0,0,10,0,40,24,27,242,0,0,0,0,0,0,0,0,0,70,49,0,0,0,35,0,0,0
48,201,455000,95,138,88,152,0,164,89,156,109,35,0,18,44,0,51,89,0,8,0,0,0,0,0,0,0,30,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10
48,201,455101,267,276,350,203,147,420,256,608,287,24,0,111,0,20,75,46,18,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,455102,186,156,295,136,25,68,165,231,277,49,0,0,0,0,0,35,53,34,0,0,0,0,0,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,43,10
48,201,455200,191,180,284,173,59,200,181,274,190,45,24,11,49,0,37,50,86,57,0,0,0,0,0,0,0,0,39,0,0,0,10,29,0,0,0,0,0,0,0,6,0,0,0,0,0
48,201,455300,243,225,251,67,95,228,170,238,177,8,76,32,32,0,52,29,25,24,0,0,0,0,0,0,0,4,7,19,0,0,0,0,0,0,0,0,0,0,15,0,0,0,11,0,0
48,201,510100,286,86,135,145,29,286,33,119,13,5,0,0,0,0,59,0,0,0,10,7,6,0,0,30,0,13,12,14,4,17,0,12,9,0,0,0,6,0,5,0,0,0,0,12,0
48,201,510200,445,497,687,622,512,521,122,87,41,4,0,38,0,12,63,27,11,22,0,47,15,0,0,29,0,59,17,49,0,0,63,0,0,0,0,0,0,0,0,14,0,0,0,0,0
48,201,510300,356,337,331,565,92,328,184,83,61,40,11,71,151,32,0,54,0,66,0,0,0,0,0,0,0,35,0,14,0,0,0,0,0,0,0,0,0,0,0,53,0,0,12,30,0
48,201,510400,83,346,439,417,201,299,41,63,72,0,22,124,0,17,52,0,0,0,0,0,0,1,18,46,30,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
48,201,510500,276,240,276,212,144,325,51,70,70,0,6,50,57,0,49,0,0,0,0,0,0,25,9,0,0,30,0,45,0,10,0,0,0,0,0,0,10,13,0,0,0,0,0,7,7
48,201,510600,246,405,681,487,250,577,134,41,51,8,0,0,14,0,47,33,0,0,0,0,0,62,23,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0
48,201,510700,301,486,405,229,123,337,179,81,55,18,94,0,27,0,46,0,0,14,0,0,0,0,0,59,0,21,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,20,0,0,21
48,201,510800,319,848,990,671,528,360,243,140,69,0,219,56,38,21,39,27,0,0,0,0,0,0,0,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
48,201,510900,246,593,896,578,175,671,178,139,47,9,124,101,213,41,121,57,79,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
48,201,511001,122,247,362,283,64,177,79,88,22,0,11,12,0,0,26,0,0,11,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,511002,250,128,447,481,135,603,102,56,23,76,11,63,144,28,76,0,9,0,0,67,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
48,201,511100,59,181,126,401,145,308,72,67,0,0,0,49,13,0,59,0,0,0,0,0,0,0,0,12,0,0,37,47,61,0,7,0,0,0,0,0,14,0,0,0,0,24,0,0,72
48,201,511200,507,329,434,571,195,427,203,104,33,0,13,36,40,0,126,0,0,0,0,0,0,0,0,0,0,90,0,46,0,0,0,0,93,0,0,0,0,22,0,93,0,0,0,0,0
48,201,511301,163,292,389,397,285,230,205,66,0,0,42,10,27,16,0,28,13,0,0,28,0,0,8,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0
48,201,511302,138,116,281,250,250,325,61,140,48,10,11,69,13,34,0,0,23,12,0,0,0,27,0,11,5,12,41,1,1,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,35
48,201,511400,92,231,340,465,63,177,83,23,71,6,21,5,0,0,0,0,0,20,0,0,0,0,0,0,0,66,0,102,0,0,42,0,0,0,0,0,0,16,0,9,0,5,0,0,0
48,201,511500,144,315,694,804,276,605,116,162,32,44,109,0,39,0,94,0,16,0,0,0,0,81,0,10,29,46,0,14,47,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,511600,70,300,376,288,95,214,65,58,6,65,14,166,21,0,96,19,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,28,19,9,0,8,0
48,201,520100,29,91,200,186,54,243,36,83,19,0,18,25,5,0,71,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0,0,6,0,5,0,0,0
48,201,520200,114,282,429,350,32,170,97,18,28,29,0,12,63,0,22,0,0,36,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,520300,248,64,197,264,60,345,63,26,45,23,50,95,146,10,33,118,0,115,0,0,0,12,0,0,22,31,93,84,11,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
48,201,520400,12,76,147,152,90,214,64,15,4,123,14,14,41,70,85,0,10,43,0,0,0,0,9,29,0,0,45,52,0,0,0,0,21,0,0,0,0,46,15,14,0,17,0,0,0
48,201,520500,248,453,465,629,103,441,135,201,60,68,18,36,91,0,76,0,0,77,0,0,0,0,0,100,0,18,29,57,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,520601,14,67,39,127,71,215,2,34,15,0,6,56,37,0,15,0,0,0,0,0,12,0,0,14,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0
48,201,520602,331,230,240,291,103,341,53,49,39,6,0,141,81,0,140,110,68,24,0,0,0,0,0,0,19,0,12,0,61,39,0,9,36,0,0,0,0,0,0,22,0,24,0,0,0
48,201,520700,73,184,357,235,110,70,72,105,19,31,8,62,49,6,9,0,21,0,0,0,7,11,0,52,0,9,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,521000,59,80,81,120,24,69,174,18,20,26,49,12,19,18,113,0,6,30,0,0,8,20,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,8,0,0,0,0,0
48,201,521100,32,100,18,93,38,90,41,44,45,57,40,95,114,14,35,77,0,41,0,0,5,6,11,0,0,0,7,0,23,22,0,0,0,0,0,0,0,38,15,15,10,38,0,16,0
48,201,521200,196,497,413,298,184,321,163,62,40,22,14,136,151,10,75,0,31,36,17,23,0,22,0,26,40,0,11,49,27,30,0,0,0,0,0,0,20,0,0,84,0,0,0,0,0
48,201,521300,202,321,301,405,133,353,128,108,93,157,45,54,40,55,73,0,37,19,0,26,0,0,0,25,19,30,0,0,0,0,0,0,0,0,0,0,0,0,27,41,0,0,0,0,0
48,201,521400,194,431,300,158,0,384,65,173,106,0,313,215,181,60,347,49,67,132,0,0,0,0,0,94,32,0,50,29,33,0,0,0,0,61,0,0,0,55,0,0,0,8,0,36,27
48,201,521500,78,248,522,289,47,370,100,106,50,0,237,50,25,12,160,0,26,77,0,0,0,0,0,0,0,27,13,9,0,68,0,0,0,0,0,0,3,7,0,28,0,0,0,12,38
48,201,521600,102,137,112,254,19,166,159,44,67,7,119,26,27,42,65,76,24,0,0,0,0,0,0,11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,521700,397,329,525,413,69,548,199,102,150,13,26,30,0,36,167,42,0,130,27,29,0,0,0,16,0,0,41,128,0,0,56,0,17,16,0,36,19,0,0,0,0,0,0,0,0
48,201,521800,149,320,236,642,46,388,251,93,144,72,18,42,11,41,49,84,76,20,0,0,17,0,0,5,5,8,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,201,521900,191,399,615,394,319,316,268,158,197,113,187,94,0,0,0,54,27,28,0,0,41,0,0,20,6,25,19,0,0,0,0,0,0,0,0,0,0,0,0,13,0,64,0,0,0
48,201,522000,133,359,247,177,83,232,188,131,17,55,46,35,50,0,60,28,23,21,0,0,0,0,0,8,0,0,31,100,0,29,13,0,0,0,0,38,23,5,32,0,0,0,0,0,27
48,201,522100,200,556,619,436,151,477,55,245,53,0,170,94,57,236,108,14,29,162,43,0,0,0,0,0,0,0,54,64,0,0,0,0,0,0,0,34,0,0,0,39,0,118,0,0,0
48,201,522201,88,107,380,409,116,425,64,46,0,171,22,60,62,0,9,0,0,0,0,0,0,0,0,73,0,0,21,0,50,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0
48,201,522202,75,216,131,325,105,184,90,25,93,0,185,38,0,0,95,22,5,88,0,0,0,25,0,0,0,0,0,0,0,38,24,23,0,0,0,0,0,0,18,31,0,0,0,0,0
48,201,522301,144,258,325,371,105,381,47,113,67,28,54,54,0,0,78,0,13,0,0,0,0,0,0,0,0,11,58,70,0,0,0,0,40,0,0,0,16,0,0,0,28,0,0,0,0
48,201,522302,184,133,295,160,69,465,89,112,36,0,19,22,146,31,0,22,49,0,0,0,133,0,0,0,0,0,0,35,84,0,0,0,0,0,0,0,19,0,0,0,39,0,0,0,0
48,201,522401,156,275,249,332,164,347,273,157,29,12,46,0,37,0,51,0,34,98,0,34,0,0,21,0,10,16,22,116,0,23,34,33,10,0,0,0,0,32,8,9,0,0,0,0,50
48,201,522402,23,11,223,209,55,431,44,27,7,21,32,0,150,0,127,0,0,47,0,0,0,0,0,0,0,28,7,11,0,0,9,0,0,0,0,0,0,0,7,10,0,0,0,0,0
48,201,522500,157,269,254,498,177,410,39,53,49,19,3,18,15,0,4,0,18,0,0,0,0,0,0,0,0,7,11,2,12,0,0,0,0,0,0,0,0,0,26,0,0,0,8,0,0
48,201,530100,265,360,322,424,107,526,152,177,135,0,0,72,60,0,176,16,0,174,0,0,29,0,0,28,29,0,35,38,0,0,7,0,0,0,0,0,31,0,0,35,0,0,18,0,20
48,201,530200,122,265,249,485,133,397,124,53,39,7,13,12,12,0,22,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,8,0
48,201,530300,35,78,176,68,55,99,11,155,29,9,0,16,0,21,67,4,12,7,0,5,0,2,0,19,0,16,33,16,5,0,5,0,4,0,0,0,0,0,0,4,0,0,0,0,0
48,201,530400,92,79,54,101,42,139,27,6,33,21,17,16,44,16,7,0,23,0,6,0,0,0,0,26,0,0,40,22,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
48,201,530500,0,131,69,226,72,524,157,122,39,7,0,0,96,0,19,102,0,18,25,0,0,10,31,0,0,55,82,62,0,0,19,6,0,0,0,0,0,10,0,0,0,21,0,0,0
48,201,530600,79,116,60,122,146,265,14,89,36,0,18,50,0,30,60,12,10,0,0,9,26,22,6,21,0,0,42,43,17,0,8,0,8,0,0,0,0,0,37,0,0,85,0,0,0
48,201,530700,124,148,219,208,62,336,85,97,103,0,21,19,49,0,46,0,41,70,0,0,0,20,0,8,0,19,35,33,0,25,17,0,0,0,0,0,0,58,6,55,0,98,0,0,0
48,201,530800,57,79,90,349,77,316,105,163,44,21,0,25,59,28,48,7,26,0,0,0,0,0,0,11,0,0,39,0,0,0,0,0,0,15,0,0,0,0,22,0,0,0,0,0,0
48,201,530900,111,241,228,314,132,113,139,166,60,0,31,84,0,10,58,58,31,0,38,0,0,0,0,0,0,2,0,7,34,0,0,0,17,0,0,0,0,0,0,20,0,10,10,0,0
48,201,531000,55,101,375,450,164,485,99,52,41,0,0,10,16,10,27,11,0,0,0,0,0,45,0,0,0,0,0,24,20,7,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0
