state,county,tract,B14003_005E,B14003_006E,B14003_007E,B14003_008E,B14003_009E,B14003_010E,B14003_011E,B14003_014E,B14003_015E,B14003_016E,B14003_017E,B14003_018E,B14003_019E,B14003_020E,B14003_023E,B14003_024E,B14003_025E,B14003_026E,B14003_027E,B14003_028E,B14003_029E,B14003_033E,B14003_034E,B14003_035E,B14003_036E,B14003_037E,B14003_038E,B14003_039E,B14003_042E,B14003_043E,B14003_044E,B14003_045E,B14003_046E,B14003_047E,B14003_048E,B14003_051E,B14003_052E,B14003_053E,B14003_054E,B14003_055E,B14003_056E,B14003_057E
48,201,420500,208,171,32,18,36,0,13,14,0,0,0,0,0,0,0,0,0,0,202,219,757,165,201,98,13,0,12,0,0,0,0,0,0,13,0,0,0,0,20,129,213,640
48,201,420600,22,90,9,20,0,53,24,45,51,0,0,11,0,0,0,0,0,12,21,61,623,14,0,0,0,33,4,0,22,6,0,0,0,7,6,7,0,0,0,36,103,698
48,201,420700,94,84,22,0,28,40,0,25,76,22,9,9,0,0,0,0,0,0,18,108,991,57,102,31,8,12,61,0,24,63,29,7,51,0,0,0,0,0,0,14,100,1039
48,201,420800,49,98,21,11,17,21,0,22,20,0,0,0,30,0,14,0,0,21,36,75,804,74,39,60,5,18,0,46,5,52,5,0,22,14,0,8,7,0,6,0,58,846
48,201,420900,157,74,95,64,53,0,10,34,192,59,30,0,0,0,0,0,1,0,98,74,1847,85,89,33,10,148,11,22,135,213,118,14,28,0,33,14,0,0,0,18,154,1751
48,201,421000,58,69,46,38,15,15,13,20,35,33,0,0,0,24,0,0,0,0,35,80,741,60,63,24,0,9,0,3,40,26,7,21,14,8,13,0,0,0,5,18,83,801
48,201,421101,150,52,0,0,92,90,60,0,0,0,0,13,13,0,0,0,0,0,132,479,592,122,199,0,16,56,22,32,0,0,11,0,0,25,0,0,0,0,33,97,399,358
48,201,421102,261,206,78,0,0,112,6,0,0,0,0,0,0,0,0,0,0,0,130,504,914,309,226,35,31,34,19,33,0,0,0,0,0,0,15,0,0,0,0,73,476,598
48,201,421201,211,67,58,0,101,49,9,0,0,0,0,0,0,14,0,0,0,27,133,599,937,78,68,15,39,43,72,0,0,0,0,0,22,0,0,0,0,0,13,167,408,298
48,201,421202,212,134,0,0,32,0,0,26,0,0,0,0,0,0,0,0,15,30,168,378,785,215,163,0,0,0,0,0,26,0,0,0,32,0,0,0,0,0,11,83,413,472
48,201,421300,355,244,109,44,72,72,56,22,0,0,0,0,0,0,31,0,27,0,122,621,1267,214,279,133,19,84,102,41,17,0,0,0,0,0,0,0,0,0,0,178,506,1336
48,201,421401,127,112,52,0,28,35,0,0,0,0,0,0,0,0,7,0,0,0,94,417,883,213,117,110,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,129,133,470
48,201,421402,256,283,73,55,19,0,14,0,0,0,0,0,0,0,17,0,0,0,150,441,766,117,315,31,14,11,0,0,0,0,0,0,0,0,0,0,0,0,11,130,349,442
48,201,421403,232,119,70,31,0,0,27,0,0,0,0,0,0,0,0,0,15,16,112,278,878,207,167,94,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,338,762
48,201,421500,214,133,96,143,0,194,97,0,0,73,0,0,0,0,0,5,6,49,174,360,1332,195,248,18,40,22,206,69,20,0,0,0,18,15,44,0,0,0,0,171,227,1419
48,201,421600,385,309,190,42,48,28,23,0,12,12,0,0,0,14,0,0,0,134,189,275,1314,301,409,182,56,69,0,53,0,0,32,0,0,13,0,28,0,28,57,127,438,1256
48,201,421700,85,149,39,0,53,28,6,8,21,0,0,8,0,11,0,0,0,14,85,471,1183,81,93,88,47,78,52,51,62,33,9,0,15,31,0,0,0,0,29,43,138,1394
48,201,421800,98,212,88,23,238,37,0,0,34,17,36,0,0,19,0,0,0,0,264,524,971,230,166,16,15,68,125,40,31,70,36,0,29,0,17,0,0,0,0,63,260,1521
48,201,421900,33,65,24,0,25,0,0,11,28,48,11,0,0,0,0,0,0,0,15,61,784,59,38,54,0,0,26,0,11,23,10,0,29,0,13,0,0,0,0,0,87,947
48,201,422000,118,80,30,11,10,33,0,85,37,0,0,10,0,0,8,0,0,0,0,155,777,8,69,36,36,22,13,11,16,22,0,0,38,0,0,0,0,0,0,8,121,937
48,201,422100,122,125,59,0,0,56,0,0,6,0,0,31,21,0,8,0,0,0,0,507,1125,155,29,57,98,48,198,0,50,0,3,0,0,27,8,0,9,0,0,18,421,1560
48,201,422200,222,130,93,61,6,113,0,0,0,0,0,0,11,0,0,12,0,67,73,325,724,340,296,34,13,175,25,0,0,0,0,0,0,0,3,0,0,0,0,258,421,1141
48,201,422301,214,583,141,0,205,103,47,0,0,0,0,0,0,0,0,0,10,21,233,467,1212,313,300,188,233,83,40,30,0,0,0,0,0,0,0,37,0,0,9,310,565,1484
48,201,422302,167,28,49,14,6,0,19,0,7,0,0,0,0,0,0,0,0,0,44,226,562,122,12,82,2,0,31,15,4,0,20,0,2,4,6,0,0,0,11,54,202,733
48,201,422401,207,102,45,0,0,77,40,60,0,0,0,0,0,26,0,0,0,25,72,193,874,134,133,48,89,0,120,33,23,0,0,0,0,22,46,0,0,0,0,119,297,942
48,201,422402,191,218,113,25,8,19,18,0,12,0,7,8,0,0,16,0,27,23,319,621,1311,201,156,107,28,38,0,13,41,7,0,0,0,6,16,0,24,0,22,143,280,1292
48,201,422500,220,334,120,57,83,41,77,20,7,27,0,0,14,0,0,0,0,0,155,540,1615,597,53,110,0,22,100,17,41,74,0,0,0,0,0,0,0,0,24,259,519,1335
48,201,422600,254,268,103,17,25,45,65,0,0,0,0,25,15,16,0,0,0,20,95,636,1557,237,114,88,53,74,91,73,16,0,0,0,18,0,49,0,0,0,0,73,550,1850
48,201,422701,248,271,188,0,123,0,0,0,20,0,0,5,0,0,0,0,0,76,188,215,1055,88,79,75,105,12,0,27,24,39,0,0,14,0,0,0,0,0,0,51,217,1181
48,201,422702,101,132,107,43,46,0,0,0,17,0,0,13,0,0,0,0,8,9,32,230,765,60,103,133,46,32,66,13,35,18,0,0,0,0,0,0,0,0,0,118,160,980
48,201,422800,132,75,75,44,81,6,8,0,0,0,78,125,0,0,0,18,0,8,133,239,1008,127,55,16,44,42,0,0,0,45,6,136,167,0,0,0,0,0,26,87,161,1236
48,201,422900,107,61,48,25,0,51,0,30,0,0,0,0,0,0,0,22,0,17,60,292,1069,194,208,168,8,59,15,61,0,0,0,0,0,0,0,0,7,41,44,138,286,1074
48,201,423000,229,126,61,0,103,19,0,16,0,0,0,0,21,0,0,0,13,0,214,623,1101,261,118,7,15,40,25,0,0,0,0,0,0,0,14,18,0,0,64,115,453,816
48,201,423100,146,58,48,28,52,38,0,0,0,0,0,0,0,12,0,0,0,18,25,385,565,179,93,17,14,0,0,20,0,0,0,0,0,0,0,0,0,0,8,62,235,414
48,201,423201,111,81,19,49,57,71,0,0,0,0,0,0,0,0,0,0,0,0,75,237,739,210,120,36,64,89,52,16,0,0,0,0,0,0,0,0,0,0,1,41,184,873
48,201,423202,351,501,44,68,31,0,0,21,7,0,0,33,14,15,73,0,21,0,221,483,1358,456,425,90,44,68,186,38,0,15,0,0,0,0,9,18,0,35,82,397,849,1497
48,201,423301,28,237,87,136,0,7,24,26,26,7,5,0,0,0,4,0,0,1,103,152,1119,124,62,72,82,30,85,58,22,0,10,0,0,18,8,0,0,0,0,108,380,1237
48,201,423302,181,216,116,27,48,109,28,37,0,0,0,0,0,0,0,0,0,57,34,171,1162,72,106,154,0,0,147,31,0,20,0,0,0,171,27,0,0,0,0,129,98,1624
48,201,423401,220,165,140,80,145,26,14,7,14,8,0,0,17,18,44,0,43,17,25,213,1197,77,96,113,32,98,0,51,0,126,0,49,14,28,0,18,21,0,2,165,500,1403
48,201,423402,178,121,135,45,115,47,0,0,0,0,0,0,0,10,14,0,0,1,33,273,1108,222,52,154,40,42,60,68,0,20,0,0,0,6,11,0,0,0,0,66,220,1089
48,201,423500,71,44,21,6,19,32,42,0,0,0,0,42,0,10,0,0,0,16,0,73,567,29,51,48,4,5,12,21,24,8,0,0,43,0,4,0,0,0,0,40,46,581
48,201,423600,271,243,106,168,260,0,0,0,22,0,17,59,68,0,0,0,0,40,144,279,1412,237,266,199,73,106,37,36,0,0,43,0,70,0,9,0,0,36,41,256,353,1793
48,201,430100,56,69,64,0,15,19,12,86,70,36,23,9,15,19,0,0,0,0,126,648,1715,112,46,19,7,12,25,43,28,81,0,0,0,27,34,0,35,0,0,213,509,1885
48,201,430200,22,52,22,23,10,19,10,4,8,4,0,8,9,5,0,0,0,0,0,73,467,44,22,24,15,32,13,21,5,0,4,0,0,3,0,0,0,0,0,5,52,437
48,201,430300,75,98,47,0,72,0,33,85,94,77,22,18,0,0,0,11,0,0,0,78,1320,103,130,42,43,59,11,8,74,99,124,19,0,36,11,0,0,0,0,0,98,1392
48,201,430400,79,71,47,35,29,16,0,25,71,52,20,0,0,15,12,6,0,0,36,39,1076,26,40,42,7,30,0,12,5,114,39,0,0,0,6,0,0,0,0,53,36,1095
48,201,430500,96,134,42,20,35,13,18,9,31,23,8,2,0,7,0,0,0,0,31,65,677,51,111,29,25,18,25,14,52,32,30,0,0,5,15,0,0,3,0,52,84,754
48,201,430600,177,152,85,0,12,0,11,49,43,49,7,0,0,0,9,0,0,0,1,0,1200,100,112,120,16,0,0,26,22,68,67,11,0,0,7,0,0,0,0,0,62,1249
48,201,430700,42,86,47,0,12,16,17,0,45,0,0,0,34,9,0,0,0,9,20,120,969,92,86,19,11,7,36,0,73,15,0,0,0,4,0,0,0,0,0,42,55,1183
48,201,430800,226,229,46,57,0,0,7,18,9,46,0,0,0,10,0,10,0,0,0,175,1374,157,187,131,34,30,0,27,73,19,19,0,0,0,8,0,0,0,0,13,129,1415
48,201,430900,130,284,85,22,83,12,0,0,13,57,0,0,0,0,16,78,14,0,0,261,1618,217,175,81,14,25,64,77,37,20,0,0,0,27,0,18,0,15,0,0,293,2303
48,201,431000,121,69,0,0,85,0,0,10,31,6,6,0,0,13,0,0,0,21,4,341,1729,186,0,24,0,34,28,62,92,155,12,14,0,0,0,19,0,0,0,98,334,1903
48,201,431101,0,0,0,0,0,0,0,0,14,0,0,114,0,37,0,0,0,0,0,504,1126,0,2,0,0,223,0,2,0,13,0,0,0,0,0,0,0,0,0,48,171,881
48,201,431102,0,89,0,0,0,44,37,55,0,0,0,33,0,0,0,0,0,0,152,490,686,91,0,0,0,43,21,0,0,40,22,0,0,0,46,0,0,0,104,67,504,730
48,201,431201,139,16,0,0,18,136,0,37,0,0,0,0,24,14,0,0,0,0,117,209,1040,40,201,0,0,17,98,37,0,0,0,0,0,45,0,58,0,0,3,77,652,1105
48,201,431202,75,56,134,0,65,122,40,30,19,15,0,0,22,23,0,0,0,0,105,608,1009,29,37,5,0,182,25,0,12,40,0,0,0,51,0,0,0,0,0,50,388,1174
48,201,431301,33,174,0,0,67,50,0,23,42,41,0,0,40,16,0,0,23,0,146,787,1167,158,68,17,0,131,12,62,11,23,0,0,12,50,15,0,0,0,0,74,712,1005
48,201,431302,21,28,8,0,0,12,18,84,32,6,0,0,9,0,0,0,0,0,48,209,1085,19,0,28,8,43,32,11,117,55,0,30,0,0,0,0,0,0,0,18,203,1324
48,201,431401,33,22,0,0,51,12,19,8,0,0,0,41,0,0,0,0,0,0,78,433,449,14,31,11,12,16,24,27,0,0,34,0,0,0,0,37,0,0,0,3,342,461
48,201,431402,55,0,20,22,0,16,17,9,0,0,0,0,0,14,0,0,0,0,61,438,661,27,9,0,0,69,40,20,23,0,15,0,0,13,0,17,0,0,0,129,715,905
48,201,431501,0,65,0,0,36,22,0,34,21,0,0,0,0,12,0,0,0,0,67,183,945,41,43,0,0,28,25,12,14,15,10,0,0,10,20,0,0,0,0,62,491,1309
48,201,431502,0,0,1,0,0,31,0,64,38,11,0,0,0,0,0,0,0,0,35,288,1112,62,41,0,0,0,69,0,64,36,0,0,0,0,0,0,0,0,0,7,440,1098
48,201,431600,0,12,0,10,12,0,0,74,50,54,12,10,0,14,0,0,0,0,28,85,1000,0,41,0,0,23,13,0,69,56,24,0,0,9,0,0,0,11,13,39,115,1486
48,201,431700,0,0,1,0,0,0,0,34,101,0,0,0,0,44,0,0,0,0,93,65,1702,29,0,0,0,0,0,0,6,128,33,32,39,13,39,0,0,0,0,22,264,1645
48,201,431801,39,0,7,0,0,145,24,13,16,0,24,0,0,16,7,0,0,0,67,527,872,32,15,13,0,0,27,7,55,27,0,0,0,11,9,0,0,0,0,112,208,673
48,201,431802,1,0,0,0,129,26,0,19,0,0,0,0,55,69,0,0,0,56,58,525,612,10,0,0,113,146,13,0,0,17,0,14,0,13,32,0,0,0,70,17,405,951
48,201,431900,0,17,0,0,21,78,0,0,0,0,0,0,38,51,0,0,0,0,94,355,959,0,0,18,11,136,83,15,0,0,0,0,44,67,0,0,0,0,0,61,417,709
48,201,432001,89,57,22,0,38,72,19,19,0,0,0,0,10,12,23,0,0,0,24,271,969,22,50,26,0,48,21,0,37,15,0,0,0,17,13,0,0,0,0,294,329,808
48,201,432002,159,28,29,0,71,0,34,0,0,0,0,0,63,12,0,0,0,46,122,830,962,0,53,0,0,91,60,0,0,0,0,0,0,22,29,0,0,0,0,297,419,705
48,201,432100,58,46,93,20,161,49,49,13,44,0,0,15,0,24,0,0,0,0,149,827,1068,92,51,121,0,33,104,70,38,0,0,0,87,0,18,23,0,0,0,100,642,882
48,201,432200,162,115,8,11,86,63,58,0,0,0,22,0,9,0,0,6,0,17,155,318,1034,172,22,24,0,27,36,18,75,0,0,0,0,33,9,6,0,0,0,56,414,925
48,201,432300,191,72,26,77,151,125,29,43,0,0,10,0,51,0,0,0,0,42,86,901,1306,184,181,18,20,153,201,95,0,0,0,0,0,22,14,0,58,0,43,271,883,1142
48,201,432400,85,171,64,140,0,167,80,52,0,0,0,0,71,0,0,0,0,41,115,368,760,86,142,16,0,80,230,25,0,0,29,0,0,0,0,127,0,0,0,361,510,1086
48,201,432500,166,131,56,0,65,16,16,18,0,0,0,0,0,0,0,0,0,108,189,865,1112,208,231,134,0,34,111,0,0,0,0,0,16,0,17,0,0,0,22,169,410,969
48,201,432600,46,45,57,0,31,54,14,20,0,14,0,0,0,0,0,0,0,0,41,157,461,83,66,47,0,38,25,19,73,12,11,10,0,0,18,0,0,0,0,58,108,553
48,201,432701,361,148,116,48,35,0,0,0,0,0,0,0,0,0,0,0,69,34,645,1256,1413,221,81,21,54,16,0,0,0,0,0,0,24,0,0,26,0,7,71,62,637,766
48,201,432702,111,9,32,0,0,58,26,17,0,8,0,0,0,0,21,0,0,15,111,338,679,138,38,0,36,8,16,16,0,0,0,0,0,0,0,22,0,0,9,54,343,638
48,201,432801,87,65,91,21,53,0,0,0,0,0,0,22,8,0,0,0,0,66,238,585,917,217,132,19,117,83,72,8,0,0,0,0,0,0,11,36,0,0,39,29,602,758
48,201,432802,212,96,76,15,123,62,25,13,0,0,0,0,0,14,0,0,0,42,312,595,1278,225,229,107,15,12,46,24,0,0,0,0,0,0,0,0,0,72,51,120,372,1251
48,201,432901,119,110,91,30,25,28,0,16,7,0,0,12,0,0,0,0,0,0,124,393,622,75,112,25,73,22,11,14,15,0,0,0,12,0,6,23,0,0,27,148,251,399
48,201,432902,265,210,93,12,125,0,45,0,6,0,0,0,0,0,0,20,25,0,207,493,1518,214,198,52,11,26,24,20,0,0,6,0,0,0,7,0,0,0,43,329,399,1188
48,201,433001,198,199,127,124,32,8,0,0,0,0,0,43,0,9,0,0,36,47,147,469,1149,309,205,91,60,90,17,0,0,0,0,0,33,0,7,27,0,0,39,120,439,981
48,201,433002,217,83,26,34,35,23,43,0,0,0,0,0,1,34,54,0,0,42,278,673,658,201,36,83,0,57,0,33,0,0,0,0,0,0,4,17,0,28,16,269,382,524
48,201,433003,325,193,88,59,161,28,0,0,0,0,0,0,0,11,79,0,0,48,122,396,1012,171,209,103,53,139,35,15,0,0,0,23,0,0,0,0,37,0,25,150,392,943
48,201,433100,112,127,69,12,45,34,34,0,0,0,0,0,0,0,0,0,0,23,43,533,462,49,151,81,16,44,20,0,8,0,0,0,0,0,0,0,0,28,58,131,167,545
48,201,433201,212,259,87,18,39,30,0,0,18,0,0,0,0,0,0,0,0,0,211,376,1185,98,226,64,36,0,19,40,16,15,0,0,0,0,0,66,0,0,9,221,341,1312
48,201,433202,179,247,183,57,45,86,30,14,0,0,11,12,13,10,0,0,0,8,179,109,842,211,211,57,77,30,41,32,0,0,0,0,0,0,36,8,0,0,0,87,196,1295
48,201,433300,54,95,72,18,76,65,19,0,12,0,11,0,0,0,7,0,0,0,128,209,1313,151,176,57,95,56,56,0,31,34,0,5,10,0,0,0,0,0,0,58,314,1329
48,201,433400,157,203,70,0,9,38,10,0,0,0,0,9,0,0,0,0,30,32,276,724,976,240,51,36,18,59,35,11,0,0,0,0,0,0,6,25,0,0,7,111,426,763
48,201,433501,319,325,58,20,23,0,21,0,0,0,0,0,0,0,0,0,151,67,516,676,658,341,206,55,0,10,7,80,0,0,0,0,0,19,0,0,0,0,112,162,454,761
48,201,433502,438,252,142,37,0,62,16,0,0,0,0,0,0,36,0,48,95,99,225,722,1192,251,206,137,25,51,11,69,0,0,0,0,16,25,40,68,0,36,125,58,632,834
48,201,433600,110,168,35,16,0,0,16,0,0,41,0,0,15,0,0,0,30,0,100,191,791,151,202,80,31,45,46,20,0,39,0,0,0,0,0,30,0,26,62,120,524,793
48,201,440100,187,144,109,87,31,97,45,0,0,36,23,0,24,0,0,0,0,41,503,528,1625,392,200,127,0,35,115,13,36,0,0,0,0,89,60,0,0,0,0,118,313,1505
48,201,450100,66,49,46,4,6,5,10,15,6,0,4,8,0,0,0,0,0,0,30,32,477,71,62,31,3,6,7,14,0,0,0,0,0,7,14,0,0,0,0,22,47,620
48,201,450200,204,168,86,0,35,0,8,0,20,26,0,37,13,11,0,6,0,0,48,112,1264,142,219,69,50,22,10,9,22,0,23,8,0,13,18,0,5,0,0,13,161,1481
48,201,450300,206,323,194,20,212,65,75,23,31,0,0,27,78,0,0,0,0,0,79,574,1402,80,121,133,164,78,49,102,37,0,11,0,0,0,0,0,0,0,0,186,280,1683
48,201,450400,79,114,116,64,54,17,55,0,0,0,0,0,0,0,0,0,0,32,48,369,1094,97,71,57,29,0,156,86,10,10,0,12,0,0,19,0,0,0,0,98,378,1350
48,201,450500,91,33,23,0,0,4,0,30,19,0,11,0,0,0,0,0,0,0,0,31,1094,51,18,26,15,16,0,5,8,11,33,0,0,0,11,0,0,0,0,0,97,995
48,201,450600,152,133,84,7,31,21,56,33,19,9,0,0,13,1,12,0,0,0,131,170,1032,121,116,64,25,13,34,11,10,35,0,0,0,0,15,0,0,0,0,62,297,1169
48,201,450700,285,241,236,21,0,16,0,108,154,42,0,17,0,20,0,0,0,0,47,199,1834,115,351,82,19,49,6,0,286,22,50,15,0,0,0,0,0,0,0,0,242,2197
48,201,450801,60,0,0,0,87,28,0,0,0,0,0,0,71,0,27,0,0,0,7,232,437,23,0,14,0,2,21,2,0,0,0,0,0,24,0,0,0,0,0,39,254,274
48,201,450802,169,583,361,34,188,26,0,38,77,35,0,0,34,0,0,0,0,0,398,961,1428,236,187,164,14,49,72,0,68,30,19,44,0,0,26,40,0,0,0,164,749,1573
48,201,450900,64,69,22,0,11,16,12,0,7,0,0,0,0,29,0,0,0,0,90,176,696,62,63,24,0,59,10,0,14,34,11,0,31,0,0,0,0,0,0,35,152,843
48,201,451001,181,175,62,1,50,92,54,129,0,14,0,0,0,0,0,0,32,0,49,468,968,97,141,14,13,112,123,31,0,76,0,46,13,0,12,0,0,0,73,143,450,1117
48,201,451002,207,42,91,0,0,12,33,0,0,0,0,41,22,0,0,0,0,0,107,772,487,372,74,68,98,70,338,5,81,0,0,0,0,0,0,82,0,0,0,224,702,770
48,201,451100,28,10,50,52,0,98,0,0,35,10,0,0,0,0,0,0,0,55,12,182,1236,0,72,0,57,100,14,0,23,0,26,0,0,19,0,0,0,0,0,92,264,1573
48,201,451200,20,14,65,19,15,69,18,11,67,13,13,15,16,0,0,0,0,0,23,96,889,22,31,55,0,0,0,11,74,28,15,9,9,14,7,0,0,0,0,23,117,1036
48,201,451300,136,87,47,75,32,37,0,42,48,31,74,0,53,0,0,0,0,0,43,402,1815,42,183,70,19,52,13,14,21,60,15,18,30,0,81,0,0,0,0,46,616,2022
48,201,451401,39,93,133,0,14,37,104,18,100,0,0,0,0,17,0,0,0,0,71,430,718,46,28,17,0,22,50,32,0,0,0,0,62,0,15,0,0,0,0,85,68,977
48,201,451402,0,183,30,0,42,28,16,0,0,0,0,0,0,22,0,0,0,8,145,690,982,0,273,0,16,25,173,76,0,0,0,0,0,18,0,0,0,0,9,98,386,1056
48,201,451403,93,121,71,0,36,51,29,23,22,0,33,0,30,0,0,0,0,0,131,619,865,68,37,67,40,21,58,22,94,0,0,0,0,0,41,0,0,0,32,179,748,945
48,201,451500,50,48,58,33,0,88,14,13,0,16,0,0,0,12,0,0,0,0,82,619,860,54,14,0,36,82,85,0,22,0,0,0,12,0,0,0,0,0,0,122,795,1077
48,201,451601,138,71,71,0,95,17,2,32,111,0,0,5,18,15,0,0,0,0,18,195,1844,149,181,67,38,24,70,59,76,69,137,35,0,0,39,0,0,0,0,0,301,2069
48,201,451602,70,74,46,9,33,111,37,122,56,140,0,0,0,0,0,0,16,0,27,671,1615,79,205,43,72,80,248,4,106,35,47,0,0,0,14,0,0,0,0,74,525,1756
48,201,451700,50,155,0,36,67,25,28,0,29,0,0,0,0,0,0,0,0,21,112,236,732,110,55,150,16,59,65,18,45,10,0,0,18,22,9,0,0,0,19,171,204,843
48,201,451800,118,156,109,129,42,47,34,0,10,27,0,12,16,15,0,0,0,0,32,406,1109,146,121,102,72,68,84,16,0,0,12,7,0,0,46,12,0,0,0,108,420,1396
48,201,451901,293,186,141,0,41,55,0,0,65,0,0,0,0,68,48,0,0,0,165,829,1221,173,219,140,40,31,169,35,11,0,0,0,0,59,10,0,0,0,0,358,573,1804
48,201,451902,24,17,3,51,59,20,18,58,13,38,0,0,0,4,0,0,0,0,40,116,707,20,29,13,14,49,25,13,89,62,11,0,0,0,6,0,0,0,0,8,82,806
48,201,452000,310,192,65,64,49,48,42,14,8,8,0,34,0,0,48,0,0,0,178,1012,1173,180,214,89,190,148,84,114,0,0,0,13,18,13,14,42,0,0,0,286,897,1742
48,201,452100,23,49,0,22,48,185,50,21,40,0,0,0,53,0,21,0,0,0,155,1078,2061,0,117,238,34,139,71,0,46,82,37,83,21,0,0,85,0,0,0,189,1078,2186
48,201,452201,61,73,44,0,40,77,23,0,0,0,0,0,15,0,0,0,0,2,167,401,887,116,12,37,9,79,75,14,0,0,0,0,11,0,0,0,0,0,0,384,664,721
48,201,452202,25,0,0,0,0,34,10,0,0,0,0,0,0,0,0,0,0,0,0,404,666,0,34,0,0,0,25,42,32,0,0,0,0,0,36,0,0,0,20,134,260,387
48,201,452300,56,111,57,31,58,28,8,0,0,0,0,0,0,24,41,0,0,0,28,141,613,64,177,69,12,53,25,30,0,0,0,0,0,23,0,4,0,0,8,33,133,601
48,201,452400,270,408,141,100,50,105,47,0,0,0,0,0,0,0,0,0,0,40,241,424,1917,121,432,129,64,63,52,20,0,0,0,0,18,14,17,15,0,0,0,70,387,2068
48,201,452500,395,547,196,88,203,0,33,0,0,0,0,0,0,0,42,18,0,35,250,383,1950,473,423,151,286,136,72,26,0,0,46,25,0,0,0,40,0,41,27,154,507,2098
48,201,452600,417,232,232,84,74,71,47,0,18,5,0,0,0,0,0,0,0,65,290,239,1347,413,421,186,204,164,25,65,0,0,16,0,21,0,18,0,50,0,112,184,505,1790
48,201,452700,189,306,230,123,153,141,0,35,52,15,44,0,0,0,0,0,0,116,278,586,2412,382,617,231,94,115,164,145,92,43,8,0,17,34,34,0,17,0,29,197,589,2483
48,201,452801,256,234,155,42,101,56,25,25,11,0,15,0,0,40,0,14,13,94,118,342,1276,116,155,97,140,83,44,31,14,0,0,0,60,0,0,0,0,0,10,101,247,1540
48,201,452802,127,210,94,84,54,129,26,9,0,0,0,0,0,17,19,0,0,27,158,400,834,319,145,114,50,76,168,68,9,0,0,0,13,0,0,0,0,13,34,160,341,1076
48,201,452900,187,237,151,7,156,0,40,0,0,0,0,0,0,0,0,0,0,100,110,225,1022,125,178,180,8,113,0,0,0,0,0,0,0,9,0,0,0,0,9,118,95,1090
48,201,453000,338,519,396,82,204,132,0,0,0,0,19,80,23,17,51,0,17,53,288,429,2182,190,147,122,113,224,63,31,0,0,0,0,0,15,0,0,0,0,0,209,241,2049
48,201,453100,193,129,65,22,46,59,29,0,0,0,0,0,0,14,62,23,0,0,167,363,770,164,167,87,11,104,77,40,0,0,0,0,0,0,0,0,0,17,49,149,199,1004
48,201,453200,290,183,72,0,40,0,23,0,0,0,0,15,0,11,72,0,33,0,175,657,1603,255,295,62,27,11,68,96,0,0,0,0,0,0,26,40,0,87,85,150,546,1439
48,201,453300,93,163,13,8,0,12,12,0,0,0,0,0,0,29,0,0,0,0,82,229,457,46,111,25,3,18,27,63,11,0,20,0,33,0,0,0,0,0,17,56,319,455
48,201,453401,125,141,57,30,63,0,60,0,0,0,0,0,19,0,0,0,0,26,181,287,583,44,81,46,13,0,60,50,0,0,0,0,0,0,0,74,0,0,16,53,194,904
48,201,453402,194,469,239,56,164,46,11,13,13,0,0,0,0,0,0,0,43,37,221,481,1880,383,263,145,32,211,179,46,12,0,0,0,0,0,19,0,0,0,77,428,395,1727
48,201,453403,79,267,69,0,20,60,9,0,0,0,0,0,20,19,0,0,0,54,110,362,569,236,100,118,0,55,0,13,0,0,0,0,0,0,0,0,0,0,0,92,179,787
48,201,453501,354,332,58,22,84,45,10,15,0,0,25,0,0,12,0,0,0,17,98,732,1261,163,211,155,46,153,129,55,0,0,14,0,6,0,36,16,0,13,23,128,415,1475
48,201,453502,99,171,47,89,97,0,50,0,41,0,0,0,0,0,0,0,0,0,58,142,689,195,60,118,42,142,24,47,0,0,0,0,9,0,9,10,0,0,1,93,128,929
48,201,453601,65,74,23,45,31,0,18,9,4,2,0,5,4,0,0,0,0,10,134,116,409,62,0,71,5,17,42,18,0,0,0,0,0,0,0,0,9,0,5,22,161,400
48,201,453602,408,478,126,58,46,67,12,0,0,0,0,0,0,0,0,0,0,26,437,436,1787,455,279,182,53,97,80,161,0,7,0,17,0,0,53,0,0,0,0,199,559,1801
48,201,453700,181,297,164,127,227,166,71,0,0,0,11,19,32,0,0,0,0,108,287,436,2089,231,251,118,46,147,123,38,0,0,0,0,16,63,20,24,0,0,64,229,230,2056
48,201,453800,115,123,138,36,36,20,27,0,0,7,7,0,36,17,7,18,0,0,80,171,982,101,109,120,5,25,0,21,0,0,0,0,0,0,17,0,0,0,0,64,142,1028
48,201,453900,322,328,195,225,231,30,61,0,19,18,13,12,16,0,0,0,0,78,247,566,2143,312,438,270,10,221,22,62,25,22,17,27,25,0,0,0,19,0,22,124,500,2659
48,201,454000,236,169,91,137,113,45,53,7,20,0,12,0,14,14,10,0,0,19,194,346,968,90,118,57,62,141,125,73,7,0,10,0,6,0,25,18,0,9,21,79,239,1243
48,201,454100,146,155,32,29,15,21,6,35,6,9,0,0,0,0,0,37,0,0,0,291,674,241,111,29,48,39,16,84,6,6,8,0,0,23,0,0,0,0,0,79,399,842
48,201,454200,128,176,85,69,62,77,11,0,0,0,5,0,0,11,20,0,0,0,78,161,866,136,228,40,16,137,56,85,0,13,0,0,0,36,5,0,0,0,0,65,202,988
48,201,454301,391,252,220,30,57,239,101,0,9,0,0,13,20,15,23,0,0,28,240,1002,2231,453,242,277,101,355,65,85,92,25,0,0,0,60,67,0,0,0,0,99,1258,2412
