state,county,tract,C18108_003E,C18108_004E,C18108_005E,C18108_007E,C18108_008E,C18108_009E,C18108_011E,C18108_012E,C18108_013E
48,439,102301,3,0,634,172,261,1288,21,60,244
48,439,102302,44,0,1518,200,154,2888,68,93,246
48,439,102401,52,0,675,225,111,2473,77,74,313
48,439,102402,11,0,922,124,61,2391,131,126,568
48,439,102500,0,12,1065,181,167,1610,100,64,351
48,439,102601,12,13,697,96,111,2040,29,11,255
48,439,102602,0,0,839,167,138,2323,83,35,235
48,439,102700,0,0,562,18,19,2587,35,18,279
48,439,102800,16,0,284,19,7,905,23,23,61
48,439,103500,26,41,1295,274,151,3097,46,54,156
48,439,103601,50,8,913,106,137,1076,75,91,28
48,439,103602,38,0,520,30,142,1083,41,128,209
48,439,103701,22,50,1822,127,200,1992,46,27,124
48,439,103702,55,15,924,112,139,1386,48,102,77
48,439,103800,16,25,1027,172,148,1317,44,154,92
48,439,104100,52,0,609,137,123,2040,40,73,98
48,439,104201,0,0,465,58,47,4913,57,86,231
48,439,104202,0,17,489,65,24,2454,45,62,346
48,439,104300,19,0,782,327,8,3938,71,120,303
48,439,104400,0,0,1181,347,69,2806,84,31,314
48,439,104502,0,0,830,94,73,1418,55,44,128
48,439,104503,14,8,676,111,151,1233,33,122,140
48,439,104504,9,0,952,99,92,1517,105,144,192
48,439,104505,76,9,1504,203,135,1739,94,149,292
48,439,104601,78,0,1110,132,164,1860,63,123,172
48,439,104602,83,46,1912,169,101,2552,62,135,116
48,439,104603,14,20,1306,138,124,1966,34,52,112
48,439,104604,57,0,958,156,174,1490,44,57,117
48,439,104605,63,8,1195,261,202,1639,117,222,356
48,439,104701,0,0,1538,124,179,2624,37,67,139
48,439,104702,0,0,1238,191,91,1813,41,139,108
48,439,104802,8,0,1626,118,119,3360,80,0,259
48,439,104803,122,36,2321,14,148,3665,33,183,244
48,439,104804,32,0,982,55,71,1749,26,18,216
48,439,104900,24,14,897,63,101,1508,28,58,147
48,439,105001,41,14,2290,190,132,3070,59,76,246
48,439,105006,0,0,306,40,5,394,13,28,40
48,439,105007,28,0,602,200,37,3650,44,131,182
48,439,105008,158,0,2391,156,103,4998,33,59,161
48,439,105201,179,0,1580,340,394,2372,81,117,322
48,439,105203,8,0,489,144,95,1110,97,45,257
48,439,105204,14,15,702,204,149,1826,18,50,125
48,439,105205,65,0,958,238,285,2380,40,125,271
48,439,105403,34,24,1473,128,67,3665,167,30,641
48,439,105404,9,0,1054,114,32,2132,80,108,523
48,439,105405,0,0,607,187,121,2142,174,138,423
48,439,105406,13,28,833,210,0,3569,192,104,518
48,439,105502,0,0,1419,270,91,2641,182,207,772
48,439,105503,52,13,1057,138,120,2963,240,381,566
48,439,105505,0,17,1125,163,78,2588,89,237,497
48,439,105507,0,48,1120,227,45,3637,291,130,828
48,439,105508,12,0,1678,346,63,3945,97,105,512
48,439,105510,156,0,2545,307,260,4332,82,202,412
48,439,105511,121,0,1557,220,90,3095,155,297,424
48,439,105512,56,0,684,79,45,2232,63,61,744
48,439,105513,19,0,681,99,32,1675,45,139,143
48,439,105514,0,0,375,127,51,1994,45,8,35
48,439,105600,0,0,1458,184,103,2852,132,177,290
48,439,105701,18,0,889,155,51,1881,53,53,544
48,439,105703,34,0,844,69,107,1895,43,80,248
48,439,105704,32,0,3719,357,259,5282,58,92,246
48,439,105800,37,0,1549,73,31,2215,33,83,139
48,439,105901,85,0,1315,137,79,2019,45,96,149
48,439,105902,54,62,1371,130,183,2476,96,194,100
48,439,106001,92,0,2674,152,192,4518,219,212,392
48,439,106002,26,9,1027,202,239,1792,139,138,236
48,439,106004,69,18,2099,199,136,3144,24,77,166
48,439,106101,23,0,526,57,35,784,63,14,99
48,439,106102,0,0,1208,91,103,1573,98,178,316
48,439,106201,40,23,983,218,204,1822,110,213,292
48,439,106202,21,0,1981,133,399,1927,161,91,263
48,439,106300,37,0,1064,193,75,1673,89,47,183
48,439,106400,48,20,602,149,80,1353,84,40,109
48,439,106502,25,24,726,114,143,1405,69,98,233
48,439,106503,0,10,1252,235,279,2455,69,181,457
48,439,106507,0,0,183,83,59,780,93,153,253
48,439,106509,0,0,1283,155,193,2569,60,36,207
48,439,106510,59,0,2393,341,91,5218,71,63,310
48,439,106511,95,69,2528,309,318,4387,33,195,363
48,439,106512,7,16,1311,203,224,2874,24,78,223
48,439,106513,0,0,854,90,102,1851,12,41,207
48,439,106514,96,58,1225,141,86,3709,15,57,199
48,439,106515,27,0,555,233,110,2135,29,49,262
48,439,106516,70,0,1385,158,388,2771,23,32,38
48,439,106517,29,0,2482,244,121,5435,105,25,243
48,439,106518,0,9,457,127,41,3086,0,0,61
48,439,106600,32,0,719,104,152,1160,21,67,30
48,439,106700,19,34,522,60,76,1429,19,90,115
48,439,110101,97,25,1575,349,134,3838,164,213,603
48,439,110102,58,14,842,124,76,2382,98,195,262
48,439,110202,85,21,1379,120,83,2409,56,132,238
48,439,110203,28,53,1767,148,125,5189,94,76,528
48,439,110204,9,20,1699,117,73,3796,231,181,408
48,439,110301,67,12,1427,53,147,2124,97,89,226
48,439,110302,20,0,1790,175,77,2969,39,80,277
48,439,110401,154,0,751,310,207,2282,92,257,447
48,439,110402,116,13,1329,173,303,2422,54,110,151
48,439,110500,172,21,2338,381,278,4178,152,188,444
48,439,110600,9,0,634,58,106,1374,38,43,193
48,439,110701,71,27,1473,461,179,3822,79,167,513
48,439,110703,57,0,1338,178,275,2743,150,95,246
48,439,110704,30,33,1110,314,212,1980,132,177,204
48,439,110805,9,12,1269,259,245,3816,32,106,440
48,439,110806,22,0,1297,155,127,2733,100,60,206
48,439,110807,0,53,1800,277,299,3580,116,54,385
48,439,110808,24,0,587,100,13,1264,19,0,196
48,439,110809,0,0,370,22,38,1223,50,48,163
48,439,110901,0,0,821,84,88,2444,120,152,656
48,439,110903,8,0,252,37,0,1017,50,30,240
48,439,110905,79,57,955,197,55,2425,164,113,538
48,439,110906,29,21,918,128,93,2485,145,201,402
48,439,110907,46,0,768,64,33,1554,74,98,453
48,439,111003,15,0,622,81,41,1569,87,106,362
48,439,111005,141,79,3675,277,199,4972,96,205,208
48,439,111008,80,16,2416,124,97,4119,61,139,241
48,439,111010,1,0,462,100,34,1411,176,221,522
48,439,111011,106,0,2945,69,238,5547,55,127,212
48,439,111012,81,26,2627,81,233,4668,65,49,302
48,439,111013,80,45,2573,572,116,4614,118,125,320
48,439,111015,32,20,716,48,53,1370,35,32,142
48,439,111016,251,20,2969,226,124,5370,178,141,600
48,439,111017,50,0,3141,256,211,6331,119,110,590
48,439,111018,26,10,378,14,50,1391,35,26,199
48,439,111102,0,0,2079,226,150,3119,96,151,415
48,439,111103,22,0,1222,158,174,2074,37,73,152
48,439,111104,7,0,593,121,100,1207,87,76,323
48,439,111202,58,31,1770,138,306,3257,193,83,376
48,439,111203,21,0,1688,235,173,2918,194,279,309
48,439,111204,8,0,1300,185,169,2976,61,61,410
48,439,111301,0,34,2345,329,192,5537,229,149,678
48,439,111304,71,0,1882,124,49,4312,304,249,434
48,439,111306,49,62,1420,162,85,2817,52,106,269
48,439,111307,59,33,970,133,33,1918,44,31,58
48,439,111308,16,0,321,19,33,954,19,59,98
48,439,111309,0,0,1323,77,112,2138,10,92,193
48,439,111310,0,0,2836,214,62,4731,57,50,91
48,439,111311,15,35,2316,122,104,3561,47,38,285
48,439,111312,0,0,674,63,7,1833,64,28,586
48,439,111313,39,16,1947,101,273,3832,47,73,408
48,439,111314,0,25,2155,87,132,3129,29,28,160
48,439,111402,53,37,1932,374,218,3384,87,76,379
48,439,111404,70,19,1589,301,232,5027,136,94,465
48,439,111405,45,0,550,128,65,1184,83,91,178
48,439,111406,11,22,1165,23,94,2274,9,28,179
48,439,111407,23,0,839,125,154,1724,72,35,373
48,439,111408,0,0,746,60,142,1857,65,43,115
48,439,111409,68,10,1268,89,26,3068,25,14,420
48,439,111505,51,0,865,200,165,1936,132,148,460
48,439,111506,84,0,1157,174,257,3149,222,203,782
48,439,111513,59,0,1191,197,123,2473,33,23,166
48,439,111514,55,0,2160,155,67,3950,121,33,250
48,439,111516,66,0,1565,99,173,3812,66,129,252
48,439,111521,28,69,2234,156,282,4674,44,132,376
48,439,111522,115,14,2758,285,180,4456,106,105,571
48,439,111523,140,0,3116,137,156,5121,210,56,187
48,439,111524,199,0,1896,181,180,4159,143,68,314
48,439,111525,20,0,2056,198,256,3686,52,115,238
48,439,111526,76,0,996,172,66,2400,130,92,285
48,439,111529,0,17,828,54,97,2117,160,199,502
48,439,111530,0,0,1089,129,148,3403,110,109,807
48,439,111531,109,0,975,164,128,2624,114,51,508
48,439,111532,20,55,1707,160,158,4490,102,84,686
48,439,111533,0,32,996,172,81,3023,176,69,335
48,439,111534,35,117,1291,170,205,3790,121,27,494
48,439,111536,38,0,903,47,79,2104,51,0,79
48,439,111537,43,0,1743,185,117,4162,62,59,241
48,439,111538,34,42,1446,286,211,3631,84,9,98
48,439,111539,53,0,2736,29,261,5657,21,74,309
48,439,111540,124,17,1681,122,106,4353,72,15,79
48,439,111541,74,0,1192,169,104,2321,18,41,161
48,439,111542,64,0,1986,62,158,3908,92,99,107
48,439,111543,161,43,2178,135,232,3891,33,110,80
48,439,111544,29,14,2156,58,114,4534,19,151,156
48,439,111545,6,3,427,80,23,1538,39,26,307
48,439,111546,25,31,1408,333,131,4296,66,165,454
48,439,111547,81,121,5563,199,192,10713,88,307,267
48,439,111548,33,0,2517,171,320,4657,0,75,226
48,439,111549,33,0,2441,196,164,4958,17,117,230
48,439,111550,110,28,3837,257,203,8630,90,50,389
48,439,111551,22,0,2258,266,46,4203,24,55,295
48,439,111552,26,0,666,71,49,2183,122,89,528
48,439,111553,10,0,660,159,130,2393,48,105,251
48,439,113001,7,0,477,123,76,2360,34,62,320
48,439,113002,13,0,1939,365,127,3784,68,44,235
48,439,113102,0,0,889,162,206,2672,45,28,424
48,439,113104,19,0,690,116,62,2513,15,17,154
48,439,113107,0,8,455,51,0,1238,92,63,416
48,439,113108,0,20,1111,199,34,2563,118,114,760
48,439,113109,40,0,799,164,95,2502,40,53,251
48,439,113110,11,0,599,76,214,3291,9,67,209
48,439,113111,26,50,981,128,241,2419,13,17,57
48,439,113112,36,35,818,140,18,1593,77,22,198
48,439,113113,0,0,586,73,84,3116,0,0,184
48,439,113114,45,0,991,194,32,2462,2,31,155
48,439,113115,19,0,944,156,28,2403,27,37,55
48,439,113116,19,0,1110,93,138,3042,9,0,86
48,439,113206,39,0,1613,535,143,3159,93,227,398
48,439,113207,30,23,1130,158,116,2475,71,38,322
48,439,113210,32,12,1482,135,174,4296,145,195,621
48,439,113212,79,0,598,171,44,2263,127,281,525
48,439,113213,63,0,634,319,90,1412,161,136,252
48,439,113214,33,0,1232,271,127,2841,32,24,290
48,439,113215,33,0,1152,216,143,2688,80,184,259
48,439,113216,0,30,1008,459,83,2829,114,190,358
48,439,113217,13,0,1026,275,111,2558,66,74,404
48,439,113218,5,0,562,50,32,1525,78,70,197
48,439,113220,0,0,1865,224,23,4180,97,203,125
48,439,113221,16,0,1350,121,143,2787,138,182,480
48,439,113301,19,0,640,152,93,2314,131,234,377
48,439,113302,13,31,975,165,187,2436,167,95,299
48,439,113403,0,15,402,78,27,1366,126,150,287
48,439,113404,0,0,1384,207,107,3145,142,114,605
48,439,113405,46,0,1361,274,231,2977,192,192,655
48,439,113407,79,12,2057,138,124,3367,69,119,287
48,439,113408,24,0,1264,277,265,2709,142,164,389
48,439,113509,52,0,1187,132,99,2749,77,86,186
48,439,113510,30,5,988,129,89,2583,57,101,233
48,439,113511,10,0,1150,80,72,2545,77,112,191
48,439,113512,56,110,1114,209,233,3087,101,199,487
48,439,113513,46,17,1166,377,111,3360,154,90,315
48,439,113514,67,17,1268,337,212,2754,57,128,199
48,439,113516,28,0,1226,234,55,2412,104,138,369
48,439,113517,10,0,786,87,85,2238,16,78,201
48,439,113518,72,0,998,16,0,4071,32,32,138
48,439,113519,0,0,1250,143,133,4015,9,17,305
48,439,113520,0,0,1113,83,175,3489,0,15,259
48,439,113607,44,7,958,118,240,2503,51,67,293
48,439,113610,15,16,3121,182,146,6355,134,109,950
48,439,113611,0,15,898,145,51,2689,148,79,466
48,439,113612,20,0,771,164,8,2371,92,139,680
48,439,113613,30,0,558,75,134,2262,213,122,693
48,439,113618,29,0,1313,91,199,3086,216,163,594
48,439,113619,21,0,1218,230,118,2762,30,117,280
48,439,113622,13,0,1217,171,48,3567,143,67,718
48,439,113623,0,0,736,69,53,2157,33,80,420
48,439,113624,43,22,882,61,81,2834,49,41,343
48,439,113625,0,23,563,37,34,2079,82,105,480
48,439,113626,7,0,842,114,51,2302,57,116,464
48,439,113627,0,0,934,59,100,3862,79,108,443
48,439,113628,44,0,1147,152,99,3320,0,18,304
48,439,113629,0,42,599,192,153,2170,167,367,587
48,439,113630,0,0,639,169,46,2218,33,51,390
48,439,113631,91,14,2334,214,41,4448,88,97,172
48,439,113632,0,20,1326,48,84,3230,46,36,376
48,439,113633,24,0,1079,258,24,2544,50,14,292
48,439,113634,0,0,1392,83,26,3146,41,57,430
48,439,113703,30,0,1628,348,142,6578,140,147,623
48,439,113705,90,0,1273,254,166,3290,162,180,300
48,439,113707,0,0,1337,120,16,3167,87,71,405
48,439,113709,25,7,1332,89,38,2920,84,128,341
48,439,113710,121,0,973,159,51,2433,30,34,124
48,439,113711,24,0,712,75,32,2481,119,46,315
48,439,113803,9,7,1581,220,207,3285,34,129,209
48,439,113808,52,0,1647,174,255,3793,53,114,267
48,439,113809,82,34,1330,181,181,2548,117,32,422
48,439,113810,28,0,1303,174,142,2469,71,67,287
48,439,113811,15,12,821,209,137,2029,57,59,183
48,439,113812,19,0,1910,97,44,3366,50,39,260
48,439,113813,0,0,1366,112,8,3050,49,52,395
48,439,113814,34,0,1126,65,57,2428,45,51,420
48,439,113815,47,0,1902,137,27,3205,42,59,416
48,439,113816,32,6,1349,102,63,3132,26,102,396
48,439,113906,53,3,2137,45,90,3611,36,49,332
48,439,113907,0,0,2355,176,61,4091,95,45,293
48,439,113908,7,7,1894,129,23,3116,12,71,146
48,439,113909,45,0,2464,51,54,3808,62,32,352
48,439,113910,112,56,2578,196,36,5051,111,164,801
48,439,113911,24,50,2077,123,270,4107,189,297,551
48,439,113912,0,0,1722,114,76,3506,112,154,411
48,439,113916,70,0,1241,223,151,2465,81,79,231
48,439,113917,28,0,2123,289,135,3726,140,128,216
48,439,113918,61,13,1199,139,236,3236,20,32,137
48,439,113919,10,11,2248,253,144,4632,79,59,316
48,439,113920,105,50,1577,167,99,3264,30,59,164
48,439,113921,127,0,7830,260,242,13337,87,115,965
48,439,113922,290,71,6631,496,139,10975,132,97,450
48,439,113923,90,0,856,72,21,2300,0,6,88
48,439,113924,78,0,1733,129,33,2965,66,73,68
48,439,113925,105,22,1106,282,80,2191,20,80,133
48,439,113926,50,0,4188,418,128,8547,28,98,452
48,439,113927,146,0,4233,278,0,7433,122,128,406
48,439,113928,57,57,3016,107,40,5102,55,108,150
48,439,113929,78,0,3620,86,35,5080,122,53,162
48,439,114003,59,45,2460,258,298,4525,54,75,320
48,439,114005,38,1,2406,297,247,4768,87,105,343
48,439,114006,29,13,1789,282,221,3539,112,225,508
48,439,114007,153,0,4060,164,440,8389,134,216,389
48,439,114008,54,0,4751,304,246,7077,0,158,332
48,439,114102,105,11,1315,128,110,4738,199,233,884
48,439,114103,37,22,7388,401,227,12766,158,245,600
48,439,114104,25,53,2435,194,52,3912,134,84,235
48,439,114203,67,5,854,214,276,2695,138,98,421
48,439,114204,53,15,1554,171,184,3411,148,158,745
48,439,114205,43,0,799,221,185,1494,73,155,270
48,439,114206,0,0,961,95,144,2680,63,136,342
48,439,114207,68,0,1498,349,148,3472,53,145,588
48,439,121601,87,61,1870,470,212,3853,132,150,1032
48,439,121604,52,86,1508,310,264,3109,153,145,354
48,439,121605,58,0,383,85,60,1429,126,252,358
48,439,121606,43,0,801,48,26,1941,76,29,471
48,439,121608,25,0,1252,262,150,2838,68,86,684
48,439,121609,56,0,1089,257,70,3415,125,220,631
48,439,121610,19,0,473,54,60,1314,68,43,221
48,439,121611,46,25,1207,185,89,2520,88,60,232
48,439,121702,0,0,312,91,80,1265,23,108,78
48,439,121703,81,0,1597,195,68,3091,15,40,116
48,439,121704,49,0,949,98,132,2080,0,71,120
48,439,121903,60,0,2455,139,183,3523,26,43,8
48,439,121904,76,22,1377,115,76,2358,21,82,108
48,439,121905,107,0,1572,250,92,3510,76,0,157
48,439,121906,45,14,1341,119,118,2260,31,18,164
48,439,122001,105,0,1483,190,39,2321,91,133,183
48,439,122002,73,0,1589,359,134,2387,30,145,156
48,439,122100,66,11,1739,429,181,3220,158,94,271
48,439,122200,17,28,742,80,65,1067,38,16,81
48,439,122300,0,0,173,194,24,3289,33,75,77
48,439,122400,0,71,941,224,213,3944,79,83,168
48,439,122500,51,0,692,254,31,2334,87,176,446
48,439,122600,17,20,502,134,146,1880,74,146,568
48,439,122700,49,0,941,180,89,2912,91,206,314
48,439,122801,116,0,1088,182,66,2270,19,15,63
48,439,122802,46,28,1214,129,91,2728,71,73,251
48,439,122900,193,0,2613,254,210,3911,41,95,254
48,439,123000,1,0,732,141,64,3236,169,341,810
48,439,123100,42,0,654,60,125,1293,26,234,139
48,439,123200,0,0,395,84,80,1510,69,23,95
48,439,123300,0,0,65,72,61,2042,71,95,292
48,439,123400,0,0,341,122,175,928,37,71,26
48,439,123500,24,25,890,82,97,1370,43,45,150
48,439,123600,25,0,673,227,137,1392,51,9,70
48,439,980000,0,0,0,0,0,0,0,0,0
48,441,010100,0,0,573,130,67,4879,119,329,377
48,441,010200,35,0,654,184,140,1528,49,40,49
48,441,010300,13,11,737,61,114,982,14,72,76
48,441,010400,15,16,465,176,116,755,127,176,127
48,441,010500,16,7,863,160,142,1631,91,138,260
48,441,010600,32,0,1248,147,26,1923,166,100,371
48,441,010700,126,0,855,170,82,1639,67,123,131
48,441,010800,39,9,357,75,137,722,53,55,87
48,441,010900,0,20,1040,474,265,3563,93,210,334
48,441,011000,11,0,271,77,156,675,35,59,71
48,441,011200,0,30,883,221,205,1337,88,129,151
48,441,011300,70,6,975,297,230,1722,135,114,301
48,441,011400,64,23,934,210,314,2106,79,259,355
48,441,011500,48,18,592,98,90,1376,113,158,269
48,441,011600,17,0,501,115,188,1449,16,125,325
48,441,011700,77,0,569,250,101,955,32,131,43
48,441,011900,44,40,593,203,212,974,21,68,62
48,441,012000,5,0,365,75,5,1039,55,52,354
48,441,012100,0,0,0,94,283,49,0,69,11
48,441,012200,0,16,481,77,111,1061,35,93,119
48,441,012300,94,0,933,273,95,2338,88,92,194
48,441,012400,43,0,507,47,111,1237,89,117,236
48,441,012500,24,11,542,125,96,1472,52,113,489
48,441,012600,18,0,706,43,73,1446,242,132,432
48,441,012700,64,0,1676,166,217,3624,181,218,1057
48,441,012801,0,0,747,274,80,2072,46,38,156
48,441,012802,18,0,969,245,77,2845,68,44,108
48,441,012900,32,0,1044,29,7,710,0,0,0
48,441,013000,0,0,0,0,0,5,4,0,4
48,441,013100,58,149,1651,272,634,3288,90,153,201
48,441,013200,25,0,439,70,164,814,41,40,139
48,441,013300,7,11,579,135,47,2013,117,92,230
48,441,013401,55,14,961,128,77,2006,28,57,222
48,441,013402,46,65,1602,184,228,2644,222,290,601
48,441,013404,146,0,2368,297,156,3961,159,81,518
48,441,013500,26,50,1995,378,249,3952,144,344,626
48,441,013600,73,0,1055,267,208,2662,168,264,430
48,441,980000,0,0,0,0,0,0,0,0,0
48,443,950100,0,0,125,13,30,423,47,72,99
48,445,950100,41,40,586,142,78,1368,73,45,174
48,445,950300,0,0,555,169,58,805,0,121,98
48,445,950400,0,89,2032,233,377,3294,141,346,733
48,447,950300,4,14,318,50,40,720,79,99,249
48,449,950100,39,3,548,100,111,965,96,109,199
48,449,950200,64,7,579,179,72,1266,72,92,263
48,449,950300,94,115,2328,339,399,4113,171,273,691
48,449,950400,18,15,1323,340,281,3043,96,249,416
48,449,950500,30,18,691,161,46,1469,35,50,79
48,449,950600,62,35,1514,190,168,1915,36,122,103
48,449,950700,35,8,460,40,9,711,33,49,67
48,449,950800,82,0,1584,172,202,2433,87,198,260
48,451,000100,35,0,688,80,134,1316,85,92,238
48,451,000200,85,0,1175,269,160,2357,138,156,255
48,451,000300,40,0,2104,133,168,3139,174,94,391
48,451,000400,232,20,1600,224,230,3298,168,233,362
48,451,000700,72,55,1125,179,226,2186,85,117,297
48,451,000801,68,9,1030,69,171,2128,79,157,387
48,451,000802,62,0,1488,267,121,2369,113,47,119
48,451,000900,0,0,459,55,142,951,146,283,304
48,451,001000,21,11,959,136,138,3163,74,114,519
48,451,001101,131,33,1010,221,113,3159,46,80,470
48,451,001102,0,27,782,223,172,2539,29,99,288
48,451,001200,0,105,2121,329,282,3611,154,281,565
48,451,001301,13,0,1139,268,152,5141,200,148,357
48,451,001303,29,0,927,105,74,2218,71,76,485
48,451,001304,12,0,654,75,27,1372,101,150,360
48,451,001400,38,0,1031,155,154,3005,80,156,375
48,451,001500,3,0,100,11,0,95,0,0,0
48,451,001600,53,61,1086,276,78,2698,114,68,393
48,451,001702,41,57,703,152,191,1277,178,49,240
48,451,001704,44,11,1400,496,282,3933,307,424,818
48,451,001706,0,0,916,111,57,1950,172,49,413
48,451,001707,0,0,766,151,90,2773,202,267,601
48,451,001708,0,58,1219,237,60,2906,108,28,1025
48,451,001800,47,22,491,90,222,1083,75,58,167
48,451,980000,0,0,0,0,0,0,0,0,0
48,453,000101,0,0,663,82,54,2261,122,183,459
48,453,000102,0,0,535,30,3,1378,73,108,458
48,453,000203,0,0,153,31,27,1233,0,0,37
48,453,000204,0,0,417,49,87,2390,17,5,130
48,453,000205,0,0,432,91,113,2838,181,0,145
48,453,000206,10,0,586,173,61,2139,50,79,233
48,453,000302,53,0,349,208,54,4002,35,19,232
48,453,000304,11,11,450,82,26,2682,14,22,19
48,453,000305,6,0,229,179,38,2609,33,8,12
48,453,000306,23,0,611,125,59,2302,16,36,108
48,453,000307,43,0,364,59,46,1280,10,30,139
48,453,000401,0,0,239,74,23,2851,6,9,131
48,453,000402,0,0,353,134,56,1824,28,44,179
48,453,000500,21,33,308,114,37,4206,10,21,67
48,453,000601,9,0,127,132,69,9160,0,0,11
48,453,000603,0,0,61,178,34,7127,0,0,0
48,453,000604,0,0,37,339,105,5947,0,0,0
48,453,000700,0,0,61,43,22,850,6,39,119
48,453,000801,0,0,361,86,18,807,70,98,173
48,453,000802,55,32,1194,149,142,1685,46,113,77
48,453,000803,24,0,182,43,67,1774,46,34,91
48,453,000804,15,4,724,81,99,1445,23,41,87
48,453,000901,10,0,247,75,38,1551,22,48,58
48,453,000902,36,0,1228,281,252,2871,128,179,134
48,453,001000,59,0,464,282,125,2261,138,220,290
48,453,001100,0,0,230,47,324,3689,43,22,314
48,453,001200,15,0,460,139,9,3771,45,31,228
48,453,001303,0,0,350,67,49,2050,9,35,233
48,453,001304,28,0,542,104,27,2932,58,19,107
48,453,001305,165,79,1033,149,216,3859,13,117,204
48,453,001307,16,35,583,194,114,2406,4,51,137
48,453,001308,0,0,404,135,16,2100,53,52,123
48,453,001401,0,0,299,61,94,2387,19,39,120
48,453,001402,21,0,373,129,12,2117,6,0,120
48,453,001403,0,0,136,54,74,1033,6,56,80
48,453,001501,0,0,990,169,149,3208,136,182,444
48,453,001503,0,0,635,146,101,2854,57,74,141
48,453,001504,0,0,728,109,89,3577,110,22,238
48,453,001505,26,0,476,15,158,3206,57,106,219
48,453,001602,0,0,444,71,28,2486,10,12,101
48,453,001603,0,22,1412,60,9,2808,75,36,263
48,453,001604,59,0,930,38,25,2238,93,29,518
48,453,001605,0,0,478,43,25,2701,13,41,300
48,453,001606,1,0,1,1,40,44,0,14,13
48,453,001705,8,8,992,74,76,2585,47,124,688
48,453,001706,0,13,591,121,9,2276,110,81,365
48,453,001707,19,0,481,129,71,3079,151,94,724
48,453,001712,10,0,856,274,109,2437,147,232,406
48,453,001713,10,14,850,223,149,2636,85,78,367
48,453,001714,142,20,2990,281,88,8512,66,161,798
48,453,001716,0,0,977,69,14,3598,65,66,379
48,453,001718,13,0,965,195,30,3717,157,208,411
48,453,001719,7,0,866,46,7,2427,81,89,588
48,453,001722,0,0,433,65,53,2904,33,16,212
48,453,001728,0,0,1067,217,134,5170,42,169,348
48,453,001729,12,0,837,141,119,3248,62,99,179
48,453,001733,74,21,844,174,82,2099,47,12,324
48,453,001737,158,0,2890,189,84,6610,108,95,755
48,453,001738,12,0,1686,222,163,3909,121,127,479
48,453,001740,17,0,969,89,48,3176,8,130,139
48,453,001741,20,14,740,58,125,1992,63,59,257
48,453,001742,16,0,1817,186,57,3998,90,33,367
48,453,001745,0,0,522,70,39,1433,49,147,246
48,453,001746,128,27,582,177,95,2504,34,26,143
48,453,001747,126,10,1217,464,253,3152,81,112,376
48,453,001748,0,0,1302,174,86,4495,109,123,275
48,453,001749,0,0,899,106,84,4038,101,59,414
48,453,001750,0,3,786,88,34,3519,32,118,200
48,453,001751,6,0,464,56,13,1017,80,64,456
48,453,001752,62,0,456,68,10,3135,0,43,54
48,453,001753,0,0,66,22,18,890,0,11,16
48,453,001754,0,13,688,342,192,2975,11,129,272
48,453,001755,42,0,1812,74,30,3503,159,49,356
48,453,001756,36,0,857,88,46,2584,92,83,253
48,453,001757,38,0,384,23,14,1200,45,144,297
48,453,001760,89,93,5628,148,32,8632,117,219,921
48,453,001761,35,19,1562,111,55,4496,80,64,612
48,453,001764,57,0,1327,136,74,3405,146,150,638
48,453,001765,61,0,4310,181,97,7962,58,42,791
48,453,001766,59,27,1485,321,186,4037,206,104,727
48,453,001768,110,0,1263,139,117,3628,57,66,489
48,453,001769,0,11,1136,109,194,3292,89,31,480
48,453,001770,77,16,4096,195,86,6697,67,73,755
48,453,001771,0,16,899,62,14,2358,140,77,611
48,453,001772,0,0,650,170,96,2148,21,47,164
48,453,001773,25,0,1755,70,47,3732,109,126,893
48,453,001774,26,0,2419,164,30,4984,115,25,445
48,453,001775,55,52,1555,98,71,2933,76,49,350
48,453,001776,6,0,496,160,68,1854,47,0,140
48,453,001777,11,17,1434,392,64,3869,15,37,296
48,453,001778,38,8,734,56,152,2144,94,88,574
48,453,001779,0,0,1198,218,95,3458,239,129,870
48,453,001780,2,0,630,268,241,2352,125,92,482
48,453,001781,15,0,571,34,18,1257,38,50,423
48,453,001782,28,0,1481,107,41,3083,96,41,348
48,453,001783,45,20,1581,127,62,3409,26,48,318
48,453,001784,89,9,2087,151,43,3253,43,55,255
48,453,001785,25,11,763,257,1,3187,9,0,125
48,453,001786,0,0,796,60,145,4310,0,51,30
48,453,001804,34,0,1653,235,328,4264,13,76,145
48,453,001805,42,8,1063,240,114,2810,13,46,204
48,453,001806,47,0,1948,389,307,3751,13,103,135
48,453,001811,31,25,820,155,175,2234,47,49,163
48,453,001812,162,33,1884,306,401,4623,157,141,36
48,453,001813,82,15,1766,116,58,4075,70,63,104
48,453,001817,34,0,402,113,124,2466,115,184,323
48,453,001818,8,0,1692,293,71,3269,100,70,293
48,453,001819,17,43,1626,198,106,2815,17,33,47
48,453,001820,66,0,1733,334,130,4100,55,17,129
48,453,001821,61,23,1729,234,284,3463,91,60,234
48,453,001822,110,38,2039,95,191,4464,69,33,181
48,453,001823,129,0,1931,403,142,4241,21,49,106
48,453,001824,0,0,315,43,24,975,84,56,130
48,453,001826,24,0,348,61,42,1639,32,86,75
48,453,001828,59,0,818,131,108,2615,55,68,208
48,453,001829,10,8,215,69,25,2053,6,12,109
48,453,001832,71,0,645,164,70,1837,73,26,216
48,453,001833,119,105,2047,142,315,4223,127,124,533
48,453,001834,23,0,1577,358,178,5621,33,180,222
