state,county,tract,Citizen,Naturalized Citizen,Not a U.S. Citizen,English,Speaks Spanish,Speaks Other Language
48,201,342300,4867,306,897,4001,1950,119
48,201,342400,2579,218,404,2253,889,59
48,201,342500,5310,71,70,5043,235,173
48,201,342700,4653,74,192,4160,720,39
48,201,342800,7764,453,192,6993,1274,142
48,201,342900,5383,134,85,5016,462,124
48,201,343000,6416,333,494,6062,832,349
48,201,343100,4014,250,70,3757,486,91
48,201,343200,4519,176,54,3950,747,52
48,201,343301,3898,108,294,3149,1074,77
48,201,343302,4774,118,195,3985,1059,43
48,201,343600,2784,153,309,2267,885,94
48,201,343700,2400,93,260,1855,833,65
48,201,350100,10614,3040,1103,8518,3009,3230
48,201,350200,6322,979,1179,5130,2945,405
48,201,350300,4623,895,410,3679,1372,877
48,201,350400,4268,687,514,3646,1326,497
48,201,350500,5207,908,1023,3829,2666,643
48,201,350601,3860,295,161,3660,300,356
48,201,350602,6781,871,541,6207,853,1133
48,201,350700,2182,90,45,2155,141,21
48,201,350801,4261,167,431,3781,925,153
48,201,350802,6088,709,325,5452,889,781
48,201,410100,3070,269,277,2960,363,293
48,201,410200,4100,321,238,3825,599,235
48,201,410300,1892,183,296,1822,246,303
48,201,410401,3151,346,251,2966,452,330
48,201,410402,2155,240,458,1919,706,228
48,201,410500,3297,363,413,3171,599,303
48,201,410600,2963,176,265,2818,186,400
48,201,410701,3517,225,205,3422,348,177
48,201,410702,2007,94,535,1918,282,436
48,201,410800,3091,107,256,3025,222,207
48,201,410900,2264,50,240,2045,304,205
48,201,411000,4079,278,425,3765,364,653
48,201,411100,3116,473,145,2843,430,461
48,201,411200,1600,91,85,1438,137,201
48,201,411300,2564,238,475,2470,440,367
48,201,411400,2469,45,97,2557,20,34
48,201,411501,4547,352,646,4273,412,860
48,201,411502,3257,313,301,3039,290,542
48,201,411600,1948,235,171,1798,287,269
48,201,411700,1979,181,524,1945,321,418
48,201,411800,3152,563,558,3242,449,582
48,201,411900,3170,108,276,3023,297,234
48,201,412000,2661,151,99,2576,141,194
48,201,412100,2111,84,383,1832,221,525
48,201,412200,4127,562,575,4008,440,816
48,201,412300,5899,520,223,5900,254,488
48,201,412400,3417,308,272,3418,156,423
48,201,412500,1319,163,244,1289,175,262
48,201,412600,3061,370,193,3011,307,306
48,201,412700,2344,414,282,2112,438,490
48,201,412800,4344,626,224,3871,435,888
48,201,412900,2649,517,979,2481,246,1418
48,201,413000,2945,337,421,2783,375,545
48,201,413100,2730,252,269,2615,268,368
48,201,413201,1663,230,607,1651,216,633
48,201,413202,1762,363,661,1768,284,734
48,201,413300,5039,565,867,4788,621,1062
48,201,420100,1723,270,745,1343,892,503
48,201,420200,1620,421,413,1366,754,334
48,201,420300,2691,283,159,2474,444,215
48,201,420400,2726,200,263,2501,470,218
48,201,420500,1613,237,1324,836,2187,151
48,201,420600,1537,162,279,1442,382,154
48,201,420700,2623,361,140,2456,185,483
48,201,420800,1927,374,203,1822,77,605
48,201,420900,4179,688,797,4228,307,1129
48,201,421000,1939,254,224,1805,240,372
48,201,421101,1555,220,1268,922,1703,418
48,201,421102,1408,281,2371,519,3030,511
48,201,421201,1245,175,2008,597,2235,596
48,201,421202,869,80,2246,122,2731,342
48,201,421300,1740,415,3796,1122,2747,2082
48,201,421401,942,143,1898,267,2500,216
48,201,421402,1021,170,2303,296,2932,266
48,201,421403,1072,258,2089,250,2963,206
48,201,421500,2183,1094,2311,1508,2788,1292
48,201,421600,2392,473,3159,874,4312,838
48,201,421700,2637,785,983,2191,1304,910
48,201,421800,4139,421,688,4033,481,734
48,201,421900,2121,241,40,2118,77,207
48,201,422000,2163,329,199,1858,424,409
48,201,422100,3401,737,603,2709,1605,427
48,201,422200,3808,163,572,3158,1280,105
48,201,422301,4286,535,2007,3587,1842,1399
48,201,422302,2042,225,155,1927,348,147
48,201,422401,2405,452,870,1787,1039,901
48,201,422402,2744,482,2084,1534,3519,257
48,201,422500,3516,550,2395,2550,3031,880
48,201,422600,4599,713,1115,3760,2016,651
48,201,422701,2548,204,1549,1147,3103,51
48,201,422702,1762,605,900,815,1945,507
48,201,422800,2394,291,1493,1730,1935,513
48,201,422900,1966,429,1690,1287,2495,303
48,201,423000,2203,437,1832,1452,2850,170
48,201,423100,1307,121,989,790,1599,28
48,201,423201,2156,243,726,1634,1147,344
48,201,423202,4641,601,2208,2990,3759,701
48,201,423301,3308,370,580,3248,599,411
48,201,423302,3872,443,450,3415,741,609
48,201,423401,4209,557,420,3591,779,816
48,201,423402,2712,925,493,2080,805,1245
48,201,423500,1182,321,356,968,378,513
48,201,423600,4965,835,844,3827,2065,752
48,201,430100,5074,466,518,4988,437,633
48,201,430200,1072,92,249,1072,104,237
48,201,430300,3776,283,220,3558,297,424
48,201,430400,2467,562,105,2395,175,564
48,201,430500,1660,281,570,1593,246,672
48,201,430600,3015,362,278,3070,81,504
48,201,430700,2250,495,304,2179,390,480
48,201,430800,3328,431,690,3383,150,916
48,201,430900,4764,752,523,4464,541,1034
48,201,431000,4278,688,431,4069,652,676
48,201,431101,1874,441,820,1886,554,695
48,201,431102,2368,232,654,1941,520,793
48,201,431201,2480,569,1034,2281,756,1046
48,201,431202,2662,528,1126,2319,392,1605
48,201,431301,3279,426,1254,2989,1043,927
48,201,431302,3118,74,256,2957,260,231
48,201,431401,1645,177,336,1494,324,340
48,201,431402,2026,575,694,2075,371,849
48,201,431501,2849,328,288,2780,244,441
48,201,431502,2758,276,363,2494,467,436
48,201,431600,2873,281,106,2792,254,214
48,201,431700,3259,756,275,3150,305,835
48,201,431801,1641,229,1076,1681,299,966
48,201,431802,1786,288,1277,1911,860,580
48,201,431900,1847,473,854,2132,307,735
48,201,432001,1867,683,755,2078,467,760
48,201,432002,1840,397,1795,1441,2089,502
48,201,432100,2127,382,2368,1937,1524,1416
48,201,432200,2632,478,771,2155,1112,614
48,201,432300,3737,632,2026,3380,1896,1119
48,201,432400,3164,341,1301,2618,1133,1055
48,201,432500,3123,249,1691,2468,2054,541
48,201,432600,1485,179,397,1197,535,329
48,201,432701,1460,100,4551,684,5333,94
48,201,432702,1643,262,838,1370,1250,123
48,201,432801,2255,414,1607,1495,2077,704
48,201,432802,2347,552,2488,1536,2761,1090
48,201,432901,1092,237,1461,573,1983,234
48,201,432902,2339,558,2639,1154,3330,1052
48,201,433001,958,327,3721,540,2921,1545
48,201,433002,840,299,2712,327,2551,973
48,201,433003,1242,680,2895,306,2147,2364
48,201,433100,1249,182,1361,840,1586,366
48,201,433201,2352,940,1606,1834,1566,1498
48,201,433202,2175,630,1501,877,2305,1124
48,201,433300,2462,998,991,1606,1942,903
48,201,433400,1928,489,1905,1155,2391,776
48,201,433501,2303,146,2592,1115,3866,60
48,201,433502,2649,570,2729,1294,4004,650
48,201,433600,2421,123,1138,1780,1448,454
48,201,440100,3699,657,2127,2839,2789,855
48,201,450100,1286,175,201,1237,46,379
48,201,450200,3788,295,220,3688,268,347
48,201,450300,4140,946,1147,3949,1084,1200
48,201,450400,2880,672,863,2758,1068,589
48,201,450500,1933,384,305,2112,188,322
48,201,450600,2903,398,575,2556,877,443
48,201,450700,5934,265,455,5546,347,761
48,201,450801,1146,263,193,1149,212,241
48,201,450802,5597,314,1856,4033,2848,886
48,201,450900,2012,179,339,1877,328,325
48,201,451001,3501,603,632,3081,943,712
48,201,451002,3625,469,604,3038,1067,593
48,201,451100,2648,445,915,2568,681,759
48,201,451200,2132,385,297,2120,149,545
48,201,451300,4791,650,783,4309,1029,886
48,201,451401,2371,303,502,2241,471,464
48,201,451402,2927,462,887,2731,848,697
48,201,451403,2813,235,1428,2778,681,1017
48,201,451500,2554,448,1190,2386,453,1353
48,201,451601,3762,951,1233,3638,680,1628
48,201,451602,3341,1203,1771,2632,1588,2095
48,201,451700,2357,476,472,1824,912,569
48,201,451800,2621,1221,1030,1911,1737,1224
48,201,451901,5030,590,1114,4437,1631,666
48,201,451902,1180,973,242,857,158,1380
48,201,452000,4968,754,1567,4574,1603,1112
48,201,452100,4968,1078,2166,5032,1672,1508
48,201,452201,2623,333,956,2419,885,608
48,201,452202,1349,190,570,1175,402,532
48,201,452300,1052,529,847,622,1131,675
48,201,452400,2963,1789,2461,1461,3498,2254
48,201,452500,4809,1368,2468,2811,3322,2512
48,201,452600,3409,1546,2340,2653,2138,2504
48,201,452700,4342,2754,2875,3256,2477,4238
48,201,452801,3107,1150,1198,2364,1858,1233
48,201,452802,2146,949,1679,1181,1945,1648
48,201,452900,2057,655,1448,1097,2159,904
48,201,453000,3209,1208,3817,916,6423,895
48,201,453100,2333,500,1177,1428,2078,504
48,201,453200,3120,821,2420,1765,3248,1348
48,201,453300,1364,264,674,1177,505,620
48,201,453401,1776,406,925,1089,1341,677
48,201,453402,3997,952,2835,2280,3360,2144
48,201,453403,2002,433,783,1523,1064,631
48,201,453501,3002,1228,1873,1863,2672,1568
48,201,453502,2130,566,594,1456,1134,700
48,201,453601,909,315,537,549,868,344
48,201,453602,4609,1365,1850,3252,3020,1552
48,201,453700,3208,1854,2809,2106,3566,2199
48,201,453800,2130,641,681,1689,1113,650
48,201,453900,3443,3096,2740,1926,2965,4388
48,201,454000,2608,1091,1072,1992,1556,1223
48,201,454100,2103,739,545,1571,908,908
48,201,454200,2413,603,740,1672,1859,225
48,201,454301,6172,1535,2755,5389,3121,1952
48,201,454302,3487,1468,1357,2543,2560,1209
48,201,454400,349,32,101,318,61,103
48,201,454501,5331,1225,1405,5049,961,1951
48,201,454502,1472,524,371,1334,311,722
48,201,454600,3922,250,622,3630,750,414
48,201,454700,5307,636,391,5332,459,543
48,201,454800,5847,412,821,5468,958,654
48,201,454900,7523,1533,1851,6141,1702,3064
48,201,455000,2154,117,342,1772,513,328
48,201,455101,5064,592,357,4499,1309,205
48,201,455102,2939,213,145,2826,207,264
48,201,455200,3584,334,287,3135,839,231
48,201,455300,2691,220,400,2461,575,275
48,201,510100,1533,320,382,1109,1052,74
48,201,510200,4461,512,583,3817,1105,634
48,201,510300,4584,149,261,4321,474,199
48,201,510400,3149,209,357,2866,571,278
48,201,510500,2405,213,285,2044,655,204
48,201,510600,3430,311,406,3277,615,255
48,201,510700,2432,283,343,2426,314,318
48,201,510800,5299,666,823,5293,823,672
48,201,510900,4304,503,1586,3447,2671,275
48,201,511001,2267,57,45,1872,416,81
48,201,511002,3372,367,218,3024,711,222
48,201,511100,2422,204,312,1984,674,280
48,201,511200,3631,264,630,2951,1401,173
48,201,511301,3092,251,386,2819,613,297
48,201,511302,3123,81,152,2858,409,89
48,201,511400,2764,123,225,2329,766,17
48,201,511500,4993,541,494,4083,1767,178
48,201,511600,2309,358,1039,1128,2482,96
48,201,520100,1685,192,357,1321,786,127
48,201,520200,2231,411,898,1989,1033,518
48,201,520300,2987,375,1272,1942,2560,132
48,201,520400,1792,224,1138,869,2201,84
48,201,520500,5020,190,2366,2937,4596,43
48,201,520601,1066,248,798,336,1674,102
48,201,520602,2732,446,2336,851,4515,148
48,201,520700,2753,323,588,2239,1069,356
48,201,521000,1139,93,629,689,1113,59
48,201,521100,723,123,1060,326,1546,34
48,201,521200,3207,366,2439,1544,4344,124
48,201,521300,3215,576,1700,1495,3540,456
48,201,521400,2494,354,3631,581,5811,87
48,201,521500,3493,534,1496,2108,3064,351
48,201,521600,2022,328,926,944,2320,12
48,201,521700,4067,314,1933,2905,3177,232
48,201,521800,2787,1163,1124,1493,2292,1289
48,201,521900,4467,666,1581,3549,2550,615
48,201,522000,2817,369,1301,1884,2418,185
48,201,522100,5022,486,2153,3523,3862,276
48,201,522201,2486,349,1030,1658,2016,191
48,201,522202,2015,194,1401,1169,2365,76
48,201,522301,2315,418,1384,1435,2343,339
48,201,522302,1965,268,1418,1362,2018,271
48,201,522401,3080,237,1644,2579,1889,493
48,201,522402,2076,262,1117,1454,1838,163
48,201,522500,3670,305,106,3408,277,396
48,201,530100,3748,120,2054,2560,3346,16
48,201,530200,3120,225,262,2566,851,190
48,201,530300,1920,55,311,1648,633,5
48,201,530400,1752,76,560,1375,1007,6
48,201,530500,2747,126,1174,1720,2307,20
48,201,530600,2216,167,788,1526,1581,64
48,201,530700,3520,283,1225,2361,2624,43
48,201,530800,3215,45,610,3036,820,14
48,201,530900,3307,124,487,2579,1203,136
48,201,531000,2638,168,552,2235,934,189
48,201,531100,2344,64,114,1983,477,62
48,201,531200,2235,107,302,2041,564,39
48,201,531300,3841,390,1141,2807,2521,44
48,201,531400,1638,66,234,1533,389,16
48,201,531500,2174,202,264,1947,618,75
48,201,531600,2350,89,321,1842,877,41
48,201,531700,2605,56,31,2476,114,102
48,201,531800,1510,97,200,1293,485,29
48,201,531900,3785,126,388,3434,837,28
48,201,532001,3700,161,1266,3277,1585,265
48,201,532002,927,19,55,726,251,24
48,201,532100,4037,283,1820,3143,2851,146
48,201,532200,1926,42,500,1469,927,72
48,201,532300,3825,440,994,3031,1997,231
48,201,532400,4367,549,801,2939,2609,169
48,201,532501,4945,1404,1766,2653,4715,747
48,201,532502,3309,561,1647,1926,3553,38
48,201,532600,4121,741,749,2982,1988,641
48,201,532700,4296,128,503,3740,1017,170
48,201,532800,993,238,266,790,580,127
48,201,532900,3309,374,1185,2460,1894,514
48,201,533000,1877,34,431,1544,765,33
48,201,533100,4739,351,723,4213,1477,123
48,201,533200,2757,179,206,2499,580,63
48,201,533300,5423,85,299,4959,848,0
48,201,533400,7081,735,2408,4596,5464,164
48,201,533500,2831,637,946,1677,2619,118
48,201,533600,2785,603,1319,1872,2424,411
48,201,533701,2653,424,1861,900,3663,375
48,201,533702,2256,370,801,970,2116,341
48,201,533801,5142,1015,2317,2270,5402,802
48,201,533802,3810,578,1635,1605,3974,444
48,201,533901,5745,1079,2466,3723,4939,628
48,201,533902,2583,292,1265,1847,2147,146
48,201,534001,917,324,1312,390,1729,434
48,201,534002,3304,416,1706,1686,3316,424
48,201,534003,1699,188,461,1267,851,230
48,201,534100,4127,1920,1432,2841,3042,1596
48,201,534201,1201,387,310,709,793,396
48,201,534202,6389,936,840,5525,1336,1304
48,201,534203,1235,228,221,950,604,130
48,201,540100,6656,2443,2328,5394,2475,3558
48,201,540200,1519,532,691,1221,1367,154
48,201,540501,2825,540,1850,2339,2479,397
48,201,540502,3835,248,490,3306,1153,114
48,201,540601,3196,466,464,2395,1190,541
48,201,540602,4339,803,1329,3469,2449,553
48,201,540700,4651,1594,876,3406,2383,1332
48,201,540800,4744,1090,1743,3283,3706,588
48,201,540901,2228,167,152,2020,261,266
48,201,540902,5499,776,660,4898,1030,1007
48,201,541001,8082,1111,604,6428,2000,1369
48,201,541002,5488,1070,1175,5055,1422,1256
48,201,541003,10196,2053,613,9112,1942,1808
48,201,541100,5477,895,318,5044,852,794
48,201,541201,6734,852,563,5819,1567,763
48,201,541202,6641,1004,895,5152,2316,1072
48,201,541203,2386,164,42,2437,77,78
48,201,541300,7342,1228,2930,5712,4611,1177
48,201,541400,9207,2874,1826,6493,4823,2591
48,201,541500,3183,828,779,2225,1740,825
48,201,541601,4272,374,321,3838,815,314
48,201,541602,5897,1489,2160,4390,4059,1097
48,201,541700,7489,1006,2105,6697,2724,1179
48,201,541800,3822,624,898,3375,1338,631
48,201,541900,5252,822,768,4286,2010,546
48,201,542000,10189,1865,1890,8100,4483,1361
48,201,542101,10621,1840,3742,7539,6842,1822
48,201,542102,8937,1618,2517,6558,5547,967
48,201,542200,10883,2151,3160,7786,7165,1243
48,201,542301,8806,1889,1897,6055,5345,1192
48,201,542302,5124,793,810,3747,2366,614
48,201,542400,5828,1059,2177,4229,4071,764
48,201,542500,2365,61,49,2289,145,41
48,201,542600,3401,370,369,2924,996,220
48,201,542700,3437,125,580,3119,937,86
48,201,542800,5813,151,758,5210,1408,104
48,201,542900,9225,1493,1366,6979,4345,760
48,201,543001,7119,659,875,6349,1230,1074
48,201,543002,9772,890,1220,8603,1656,1623
48,201,543003,12502,1776,2493,9626,5656,1489
48,201,543100,1982,96,409,1539,939,9
48,201,543200,4066,606,1200,3222,1843,807
48,201,550100,3041,90,1026,2365,1720,72
48,201,550200,2530,161,592,2225,1026,32
48,201,550301,5430,127,944,4746,1643,112
48,201,550302,6187,808,1483,5249,2743,486
48,201,550401,6534,582,2852,5124,4278,566
48,201,550402,8367,712,824,7448,1554,901
48,201,550500,3614,663,887,2584,2098,482
48,201,550601,5375,589,850,3623,2854,337
48,201,550602,2096,327,254,1477,1094,106
48,201,550603,3079,616,1311,1926,2703,377
48,201,550700,1962,470,477,1503,997,409
48,201,550800,2836,424,496,2097,1336,323
48,201,550900,4727,1649,2088,2243,4465,1756
48,201,551000,1811,358,770,1000,1740,199
48,201,551100,5804,1517,2077,4334,3301,1763
48,201,551200,4627,904,846,3776,1662,939
48,201,551300,2514,667,394,1987,808,780
48,201,551400,3313,571,869,2859,1041,853
48,201,551500,5390,1269,942,4709,1862,1030
48,201,551600,5480,732,2010,4404,3019,799
48,201,551701,6374,796,908,6101,1051,926
48,201,551702,2580,945,241,2724,352,690
48,201,551703,4321,1310,1066,3650,1380,1667
48,201,551800,3915,324,325,3697,414,453
48,201,551900,4512,328,716,3591,1658,307
48,201,552001,7023,951,1016,5780,2083,1127
48,201,552002,1569,89,109,1555,87,125
48,201,552101,2356,668,502,2270,465,791
48,201,552102,4898,775,189,4576,519,767
48,201,552103,2492,137,218,2120,612,115
48,201,552200,4673,542,596,4048,1174,589
48,201,552301,3301,273,66,3208,270,162
48,201,552302,3462,270,895,3554,576,497
48,201,552400,5183,713,779,4430,1620,625
48,201,552500,7296,1033,1388,6107,2156,1454
48,201,552601,3590,213,752,2949,1001,605
48,201,552602,4329,565,1136,4076,809,1145
48,201,552700,6281,190,1392,5841,1310,712
48,201,552800,7428,704,554,6654,979,1053
48,201,552900,5657,589,288,5442,755,337
48,201,553001,4233,446,595,3558,1239,477
48,201,553002,2830,736,766,2562,987,783
48,201,553100,4614,444,658,4083,1179,454
48,201,553200,4525,508,588,3982,1176,463
48,201,553300,3791,212,474,3342,933,202
48,201,553401,3376,178,116,3011,540,119
48,201,553402,5421,703,322,5190,574,682
48,201,553403,4810,644,352,3988,1028,790
48,201,553500,5240,315,242,4927,746,124
48,201,553600,4939,373,972,4394,847,1043
48,201,553700,3033,358,493,2737,779,368
48,201,553801,2173,73,326,2241,310,21
48,201,553802,6357,415,406,6032,701,445
48,201,553900,6964,595,87,6234,493,919
48,201,554001,2857,302,285,2646,491,307
48,201,554002,3425,527,49,3190,329,482
48,201,554101,1045,45,26,971,136,9
48,201,554102,7791,1261,594,6978,1413,1255
48,201,554200,5401,483,1094,4663,1515,800
48,201,554301,6072,318,181,5955,442,174
48,201,554302,3402,691,308,3119,349,933
48,201,554401,12250,771,802,11817,1229,777
48,201,554402,10264,842,734,9761,855,1224
48,201,554403,8088,539,250,7451,1130,296
48,201,554501,4535,274,633,4496,672,274
48,201,554502,5701,168,223,5546,195,351
48,201,554600,4119,267,101,4091,173,223
48,201,554700,6147,695,456,5852,393,1053
48,201,554801,11210,1227,1543,9413,3075,1492
48,201,554802,11555,819,1270,10572,1938,1134
48,201,554901,6314,759,1314,4970,2234,1183
48,201,554902,6255,365,112,5701,835,196
48,201,554903,8399,1116,794,7622,1492,1195
48,201,555000,6022,595,383,5161,1102,737
48,201,555100,6607,542,555,5350,1478,876
48,201,555200,4962,475,1002,4273,1778,388
48,201,555301,645,20,91,561,195,0
48,201,555302,9770,779,1835,9266,2329,789
48,201,555303,4291,186,237,3863,694,157
48,201,555401,2132,90,279,1817,649,35
48,201,555402,6800,223,300,6132,1054,137
48,201,555501,3816,119,306,3470,720,51
48,201,555502,13998,1328,1900,11940,3690,1596
48,201,555600,4399,155,384,3837,905,196
48,201,555701,6692,233,89,6432,410,172
48,201,555702,8616,440,463,8161,929,429
48,201,556000,5418,239,1106,4742,1880,141
48,201,980000,8,0,0,8,0,0
48,201,980100,652,26,12,486,204,0
48,203,020102,4855,48,144,4709,320,18
48,203,020103,3819,36,219,3710,306,58
48,203,020104,3346,56,160,3301,254,7
48,203,020200,7008,27,38,6984,56,33
48,203,020301,3774,52,176,3629,296,77
48,203,020302,3294,74,508,2650,1195,31
48,203,020401,3123,58,400,2969,593,19
48,203,020402,4927,51,383,4577,753,31
48,203,020501,2014,83,313,1686,672,52
48,203,020502,3918,78,151,3739,366,42
48,203,020603,5036,0,291,4871,436,20
48,203,020604,3770,17,24,3677,130,4
48,203,020605,4967,37,136,4851,190,99
48,203,020606,4728,57,279,4592,421,51
48,205,950200,5248,105,422,4647,1029,99
48,207,950300,3036,27,704,2796,901,70
48,207,950400,1795,19,42,1646,204,6
48,209,010100,2439,40,79,2199,332,27
48,209,010200,5213,59,153,4714,498,213
48,209,010302,3654,126,177,2447,1368,142
48,209,010303,6720,228,331,5571,1362,346
48,209,010304,5816,55,330,4289,1644,268
48,209,010400,8165,86,595,5918,2769,159
48,209,010500,3632,85,162,2140,1676,63
48,209,010600,8847,222,78,7414,1356,377
48,209,010701,7305,67,266,6288,1075,275
48,209,010702,2906,17,188,2701,339,71
48,209,010803,3910,127,97,3827,272,35
48,209,010804,8098,178,38,7956,203,155
48,209,010805,5631,350,221,5485,378,339
48,209,010806,3419,63,103,3242,246,97
48,209,010807,1738,33,97,1565,302,1
48,209,010808,5209,43,87,5060,276,3
48,209,010809,4651,231,300,4045,989,148
48,209,010901,7445,135,99,6759,803,117
48,209,010902,9987,246,163,8724,1586,86
48,209,010905,4886,122,164,3832,1279,61
48,209,010906,10257,295,1133,8175,3351,159
48,209,010907,7976,379,1922,4875,5146,256
48,209,010908,7473,137,1367,5354,3440,183
48,209,010909,4558,97,199,4039,645,170
48,209,010910,7006,181,634,5264,2537,20
48,211,950300,3196,105,434,2790,903,42
48,213,950100,6002,108,40,5938,140,72
48,213,950200,4106,50,275,4044,379,8
48,213,950300,6696,53,352,6354,693,54
48,213,950400,4112,21,208,4038,282,21
48,213,950500,2309,0,1,2301,9,0
48,213,950601,2892,47,148,2844,150,93
48,213,950602,4777,84,60,4748,50,123
48,213,950700,3867,71,348,3721,538,27
48,213,950800,4404,0,14,4304,114,0
48,213,950901,4990,120,131,4935,234,72
48,213,950902,1938,23,8,1928,17,24
48,213,950903,2119,0,0,2092,1,26
48,213,951000,2159,9,153,2072,244,5
48,213,951100,3662,68,40,3533,194,43
48,213,951200,4587,257,824,3623,1914,131
48,213,951300,4708,112,722,4737,765,40
48,213,951400,6445,143,84,6366,252,54
48,215,020101,3955,439,1212,500,5106,0
48,215,020102,5120,869,1597,1445,6127,14
48,215,020201,3913,824,2258,471,6518,6
48,215,020202,4615,571,1986,290,6882,0
48,215,020204,5690,316,2073,1080,6999,0
48,215,020205,3153,620,1078,618,4233,0
48,215,020301,7590,969,1426,3621,6361,3
48,215,020302,6572,1006,684,1996,6195,71
48,215,020402,5232,954,2098,1953,5753,578
48,215,020403,3171,360,921,465,3969,18
48,215,020404,3295,403,922,1803,2726,91
48,215,020501,2925,367,1297,583,4006,0
48,215,020503,6221,1127,2937,577,9538,170
48,215,020504,4258,985,2079,584,6674,64
48,215,020600,1355,233,647,155,2080,0
48,215,020701,6963,1142,885,1683,7176,131
48,215,020721,5151,1087,1069,1459,5519,329
48,215,020723,2804,597,1543,338,4606,0
48,215,020724,2576,381,754,828,2823,60
48,215,020725,3220,623,682,854,3671,0
48,215,020726,3896,326,1312,831,4622,81
48,215,020802,4873,382,1998,1418,5684,151
48,215,020803,4296,426,554,1626,3602,48
48,215,020804,2715,176,408,1051,2176,72
48,215,020901,3660,499,509,1384,3058,226
48,215,020903,3878,473,709,1547,3220,293
48,215,020904,2764,593,689,1186,2609,251
48,215,021000,3563,459,1808,967,4846,17
48,215,021100,1413,297,988,148,2486,64
48,215,021201,1908,326,451,729,1794,162
48,215,021202,3251,619,1353,933,4136,154
48,215,021302,8489,1394,5214,544,14545,8
48,215,021303,4278,1128,2156,214,7318,30
48,215,021304,2893,793,1879,206,5275,84
48,215,021305,3847,965,1701,248,6244,21
48,215,021401,3115,417,1579,534,4530,47
48,215,021403,3499,349,712,982,3578,0
48,215,021404,4442,976,1845,1907,5332,24
48,215,021500,2201,320,960,119,3362,0
48,215,021600,2802,261,814,407,3470,0
48,215,021701,5912,529,1655,1416,6500,180
48,215,021702,7852,968,2455,1519,9707,49
48,215,021803,2607,462,1574,119,4524,0
48,215,021804,2986,330,630,324,3622,0
48,215,021805,5606,881,1995,573,7909,0
48,215,021806,4699,701,2154,362,7192,0
48,215,021901,6840,384,2438,1879,7774,9
48,215,021903,2578,380,631,531,3058,0
48,215,021904,3392,234,1042,824,3817,27
48,215,022001,7321,906,2169,1619,8733,44
48,215,022003,4771,593,1377,1057,5684,0
48,215,022004,6120,418,2933,923,8524,24
48,215,022103,3776,130,1171,999,4078,0
48,215,022104,5849,515,3738,407,9695,0
48,215,022105,2210,302,894,337,3069,0
48,215,022106,3534,427,922,897,3917,69
48,215,022201,3313,541,2220,532,5525,17
48,215,022203,3169,344,274,717,3070,0
48,215,022204,3047,423,1361,194,4637,0
48,215,022300,7415,983,1029,3122,6142,163
48,215,022401,2902,258,756,805,3111,0
48,215,022402,3886,344,794,597,4379,48
48,215,022501,3633,422,1378,455,4978,0
48,215,022502,4043,437,713,870,4323,0
48,215,022600,1708,127,331,217,1949,0
48,215,022701,3866,543,785,1972,3089,133
48,215,022702,3414,429,1409,1424,3775,53
48,215,022800,6064,682,1893,874,7765,0
48,215,022900,3433,206,619,976,3244,38
48,215,023000,3776,114,386,844,3432,0
48,215,023102,5238,370,1537,681,6457,7
48,215,023103,4131,239,1191,871,4676,14
48,215,023104,3544,281,1063,795,4093,0
48,215,023503,4925,541,1662,890,6201,37
48,215,023504,6938,859,1332,1654,7361,114
48,215,023507,5223,630,2250,855,7248,0
48,215,023509,7844,908,1107,2992,6549,318
48,215,023510,6769,1071,1205,2851,5307,887
48,215,023511,4659,560,3396,643,7972,0
48,215,023512,3353,62,715,1530,2510,90
48,215,023513,5090,407,1848,649,6678,18
48,215,023514,4356,332,2792,726,6754,0
48,215,023515,6474,795,1947,1082,8134,0
48,215,023600,5896,549,1522,1238,6696,33
48,215,023700,3202,292,693,436,3751,0
48,215,023801,5949,555,1268,1252,6426,94
48,215,023802,6853,843,832,2712,5594,222
48,215,023902,8136,1506,1658,2925,7406,969
48,215,023903,3053,228,371,866,2755,31
48,215,023904,6614,654,639,2682,4836,389
48,215,024000,12225,997,2256,3123,12179,176
48,215,024105,5892,922,2227,1287,7736,18
48,215,024106,7608,1002,2232,2002,8630,210
48,215,024107,2630,326,1147,572,3501,30
48,215,024108,3081,475,1968,99,5425,0
48,215,024109,3239,497,1787,181,5342,0
48,215,024110,6230,507,2194,594,8337,0
48,215,024111,2917,302,1030,448,3738,63
48,215,024112,6235,598,5559,274,12105,13
48,215,024113,3354,384,2210,299,5649,0
48,215,024114,3797,394,3848,156,7869,14
48,215,024201,6746,893,5359,281,12717,0
48,215,024203,4323,381,1484,1912,3946,330
48,215,024204,2947,260,1021,576,3652,0
48,215,024205,3807,732,1955,351,6143,0
48,215,024301,901,129,155,305,830,50
48,215,024302,628,51,141,119,701,0
48,215,024402,6215,638,1784,1138,7443,56
48,215,024403,4248,195,795,541,4697,0
48,215,024404,2814,349,549,359,3353,0
48,215,024500,5001,368,2129,518,6980,0
48,215,024600,4507,275,2038,504,6316,0
48,215,980000,0,0,0,0,0,0
48,217,960100,3367,30,217,3018,478,118
48,217,960200,3778,9,71,3682,149,27
48,217,960400,1729,0,80,1678,101,30
48,217,960500,5642,21,174,5381,428,28
48,217,960600,1175,12,33,1118,102,0
48,217,960700,1759,35,82,1604,235,37
48,217,960800,3010,128,279,2627,776,14
48,217,960900,1477,109,488,975,1099,0
48,217,961000,1107,50,293,788,643,19
