state,county,tract,Citizen,Naturalized Citizen,Not a U.S. Citizen,English,Speaks Spanish,Speaks Other Language
48,157,671200,4598,618,586,3717,1668,417
48,157,671300,2529,176,638,1923,911,509
48,157,671400,4202,1684,2259,3542,1384,3219
48,157,671501,4467,1513,1090,4118,427,2525
48,157,671502,966,449,152,986,185,396
48,157,671601,3900,1287,749,3723,385,1828
48,157,671602,1951,782,294,1829,179,1019
48,157,671700,3776,948,109,3471,332,1030
48,157,671800,1825,603,408,1552,393,891
48,157,671900,2821,552,240,2557,456,600
48,157,672001,3850,2794,1153,2329,967,4501
48,157,672002,3339,971,1214,2986,705,1833
48,157,672100,2360,813,181,2344,82,928
48,157,672200,2774,353,84,2513,505,193
48,157,672301,3739,1690,2355,2478,2004,3302
48,157,672302,5814,1651,668,4994,1163,1976
48,157,672400,5551,1791,1628,3278,3314,2378
48,157,672500,3822,1744,1503,3047,2356,1666
48,157,672601,5442,1751,1890,3419,4815,849
48,157,672602,3652,1453,1359,2557,2073,1834
48,157,672701,7743,4154,2645,4470,4393,5679
48,157,672702,4381,1274,989,4314,866,1464
48,157,672800,4714,1518,1111,3873,763,2707
48,157,672900,20005,7188,3770,16562,5390,9011
48,157,673001,6079,658,755,5893,356,1243
48,157,673002,4907,1612,1756,4443,1219,2613
48,157,673003,8108,1784,2083,7750,1476,2749
48,157,673101,30744,5512,5685,28088,5532,8321
48,157,673102,10663,2251,3148,9364,2656,4042
48,157,673200,6626,280,495,6011,953,437
48,157,673300,4042,205,167,3821,433,160
48,157,673400,13466,1136,761,12560,1752,1051
48,157,673500,7384,356,193,6934,743,256
48,157,673600,6508,245,16,5775,880,114
48,157,673700,2238,28,89,1851,435,69
48,157,673800,4857,1662,2201,3812,1345,3563
48,157,673901,5792,2234,879,5205,323,3377
48,157,673902,3480,2218,2659,2593,279,5485
48,157,674000,5052,1511,1106,4419,636,2614
48,157,674100,4988,1022,661,4772,494,1405
48,157,674200,3518,1241,591,3365,91,1894
48,157,674300,5256,2091,1298,4222,756,3667
48,157,674400,6292,3587,2004,5238,649,5996
48,157,674501,5222,1442,812,5140,351,1985
48,157,674502,14703,1455,853,13508,1855,1648
48,157,674601,3008,382,43,2924,145,364
48,157,674602,6234,570,298,5998,630,474
48,157,674603,5096,324,217,4175,1254,208
48,157,674604,3325,834,474,2476,1055,1102
48,157,674700,8210,1769,1296,6932,1742,2601
48,157,674800,3870,43,879,2905,1887,0
48,157,674900,3379,264,1324,2178,2789,0
48,157,675000,2246,143,557,1367,1569,10
48,157,675100,8048,651,1109,6275,2827,706
48,157,675200,4731,267,866,2967,2855,42
48,157,675300,4701,222,1387,3639,2647,24
48,157,675400,5004,390,623,3714,2206,97
48,157,675500,9921,1124,1000,8449,2599,997
48,157,675600,4416,242,937,3698,1769,128
48,157,675700,5767,63,135,5010,891,64
48,157,675800,2585,165,405,2070,1032,53
48,159,950100,4870,40,91,4590,411,0
48,159,950200,2319,176,165,2149,459,52
48,159,950300,1979,54,251,1848,436,0
48,161,000100,4451,137,578,4275,832,59
48,161,000200,1124,1,116,1050,188,3
48,161,000300,954,0,14,823,145,0
48,161,000400,2251,5,39,2216,79,0
48,161,000600,4209,18,97,3990,328,6
48,161,000700,2634,73,173,2566,227,87
48,161,000900,1476,15,116,1364,238,5
48,163,950100,5746,202,451,2803,3530,66
48,163,950200,4663,262,1108,2115,3867,51
48,163,950300,3979,99,171,1737,2489,23
48,165,950100,2565,129,582,1606,1596,74
48,165,950200,5281,1098,1935,3470,1216,3628
48,165,950300,4200,383,477,2753,1640,667
48,167,720100,4817,312,34,4569,435,159
48,167,720200,4039,213,245,3951,215,331
48,167,720301,1803,40,177,1791,141,88
48,167,720302,7026,223,102,6579,506,266
48,167,720400,5503,384,243,5404,272,454
48,167,720501,3262,263,25,3039,230,281
48,167,720502,9359,635,582,8562,1313,701
48,167,720503,11599,813,381,10564,1426,803
48,167,720600,10599,965,490,9359,1975,720
48,167,720700,8186,486,783,7558,1221,676
48,167,720800,2978,78,272,2816,388,124
48,167,720900,4257,198,400,3360,1206,289
48,167,721000,1454,54,117,1340,268,17
48,167,721100,7914,549,1697,6392,3602,166
48,167,721201,15642,711,342,14113,1840,742
48,167,721202,3478,303,116,3502,34,361
48,167,721300,3762,273,530,3385,877,303
48,167,721400,6539,363,172,6506,360,208
48,167,721500,6259,276,126,5706,671,284
48,167,721600,1333,43,340,1152,544,20
48,167,721700,5959,323,1048,4853,2136,341
48,167,721800,3328,333,446,2886,841,380
48,167,721900,7632,199,324,6861,1208,86
48,167,722001,4863,116,103,4325,710,47
48,167,722002,3092,109,435,2763,843,30
48,167,722100,6093,110,238,5486,955,0
48,167,722200,2453,170,221,2026,769,49
48,167,722300,5718,135,346,4797,1402,0
48,167,722600,1629,31,143,1400,361,42
48,167,722700,4026,95,0,3819,297,5
48,167,722800,1942,49,258,1729,429,91
48,167,722900,2087,70,304,1691,701,69
48,167,723000,2796,67,151,2616,371,27
48,167,723100,3074,75,71,2821,324,75
48,167,723200,3711,38,41,3531,195,64
48,167,723300,4906,311,92,4728,487,94
48,167,723400,6512,169,146,6053,712,62
48,167,723501,949,0,35,781,139,64
48,167,723502,8199,266,139,7455,1020,129
48,167,723600,4109,129,277,3633,794,88
48,167,723700,1629,48,140,1464,335,18
48,167,723800,4032,109,32,3926,179,68
48,167,723900,1801,19,15,1754,72,9
48,167,724000,3193,116,62,2818,466,87
48,167,724101,921,10,127,762,235,61
48,167,724200,2216,221,392,2077,172,580
48,167,724300,2243,99,265,2019,353,235
48,167,724400,2484,181,526,2118,850,223
48,167,724500,683,31,19,596,49,88
48,167,724600,1468,17,81,1312,249,5
48,167,724700,1329,101,168,1120,459,19
48,167,724800,1249,19,63,1074,248,9
48,167,724900,1645,39,212,1295,574,27
48,167,725000,1697,78,278,1323,699,31
48,167,725100,1284,52,186,1072,426,24
48,167,725200,1282,56,348,853,812,21
48,167,725300,1587,108,449,1239,858,47
48,167,725400,2432,315,606,1600,1667,86
48,167,725500,1012,61,21,884,155,55
48,167,725600,2883,166,341,2533,447,410
48,167,725700,1887,128,81,1683,320,93
48,167,725800,2944,135,314,2355,755,283
48,167,725900,1948,111,112,1863,116,192
48,167,726000,1223,109,115,1157,169,121
48,167,726100,2190,121,43,2202,67,85
48,167,726200,2334,86,173,2009,561,23
48,167,990000,0,0,0,0,0,0
48,169,950100,3484,207,2351,2895,3073,74
48,171,950100,3216,144,190,2729,464,357
48,171,950200,3746,93,75,3474,319,121
48,171,950300,6267,397,180,5446,1004,394
48,171,950400,5541,130,547,4774,1271,173
48,171,950500,2944,73,410,2439,855,133
48,173,950100,960,66,126,838,311,3
48,175,960100,3974,31,49,3443,550,61
48,175,960200,2921,22,26,2413,543,13
48,177,000100,2548,32,560,1870,1228,42
48,177,000200,3808,128,442,3050,1245,83
48,177,000300,2943,60,261,1953,1264,47
48,177,000400,1862,81,174,1295,755,67
48,177,000500,2890,105,520,1844,1655,16
48,177,000600,1832,39,275,1415,713,18
48,179,950100,4045,81,95,3676,465,80
48,179,950300,3847,64,115,3615,294,117
48,179,950400,4276,131,72,4039,419,21
48,179,950500,2441,106,237,1985,744,55
48,179,950600,1405,100,270,1018,731,26
48,179,950700,1833,22,263,1511,607,0
48,179,950800,1386,91,223,1140,555,5
48,181,000101,4094,79,40,4078,87,48
48,181,000102,2895,22,32,2904,24,21
48,181,000200,2034,9,89,1981,143,8
48,181,000302,4101,94,24,3985,98,136
48,181,000303,4328,44,0,4161,104,107
48,181,000304,3040,55,10,3003,88,14
48,181,000400,2938,40,83,2792,256,13
48,181,000501,2834,82,83,2709,267,23
48,181,000502,1055,26,64,943,183,19
48,181,000600,3358,27,31,3313,47,56
48,181,000700,3813,107,52,3702,236,34
48,181,000800,5328,55,55,5132,227,79
48,181,000901,3055,127,20,3049,59,94
48,181,000902,5848,47,378,5589,439,245
48,181,001101,3439,33,71,3352,158,33
48,181,001102,5999,200,142,5906,395,40
48,181,001200,5261,149,466,5136,687,53
48,181,001300,3218,30,221,3047,264,158
48,181,001400,4201,136,338,3725,823,127
48,181,001500,5220,195,940,4491,1724,140
48,181,001700,3917,60,351,3606,543,179
48,181,001801,5812,187,240,5857,242,140
48,181,001802,4797,15,32,4664,158,22
48,181,001803,4994,45,34,4937,124,12
48,181,001900,9266,129,492,8779,1032,76
48,181,002000,2438,94,611,1796,1347,0
48,183,000200,4810,109,616,4593,914,28
48,183,000300,4617,266,156,4283,538,218
48,183,000401,2714,40,166,2642,149,129
48,183,000402,2858,58,57,2661,217,95
48,183,000501,4751,174,150,4632,236,207
48,183,000502,3962,18,72,3772,200,80
48,183,000600,6627,280,155,6302,422,338
48,183,000700,4381,141,193,4084,518,113
48,183,000800,5768,119,884,5238,1503,30
48,183,000900,2317,26,325,1886,774,8
48,183,001000,1902,54,445,1500,875,26
48,183,001100,3128,66,332,2771,728,27
48,183,001200,1915,105,692,1496,1216,0
48,183,001300,3075,208,689,2443,1529,0
48,183,001400,3360,46,402,2935,771,102
48,183,001500,4274,100,578,3844,971,137
48,183,010100,6133,56,378,5868,657,42
48,183,010200,6163,76,218,5947,491,19
48,183,010301,4503,71,158,4404,294,34
48,183,010302,4638,107,346,4510,581,0
48,183,010400,6678,185,452,6162,1057,96
48,183,010500,4626,116,192,4399,472,63
48,183,010600,5653,187,156,5242,307,447
48,183,010700,3438,218,515,2989,1055,127
48,183,980000,0,0,0,0,0,0
48,185,180101,4614,268,664,3613,1861,72
48,185,180102,3725,123,200,3633,415,0
48,185,180200,4834,239,401,4605,826,43
48,185,180301,4950,47,246,4789,444,10
48,185,180302,3152,10,78,2926,262,52
48,185,180400,1685,0,59,1444,284,16
48,187,210100,4060,173,205,2640,1682,116
48,187,210200,3698,74,733,1710,2794,1
48,187,210300,5006,61,353,3738,1613,69
48,187,210400,4239,139,201,3402,1095,82
48,187,210504,5190,140,352,3957,1458,267
48,187,210505,3937,276,430,1835,2808,0
48,187,210506,2850,48,41,2217,696,26
48,187,210507,4216,127,251,3686,802,106
48,187,210508,2208,108,31,1717,539,91
48,187,210603,1622,47,50,1268,404,47
48,187,210604,7824,425,232,6973,1296,212
48,187,210606,2793,30,312,2298,735,102
48,187,210607,7536,177,267,6092,1759,129
48,187,210608,3284,39,321,2585,1024,35
48,187,210705,2685,73,39,2355,367,75
48,187,210706,4528,168,180,3861,740,275
48,187,210707,3884,230,147,3392,770,99
48,187,210708,5202,355,198,4591,1052,112
48,187,210709,4068,164,63,3724,380,191
48,187,210710,3343,200,73,2985,539,92
48,187,210711,2788,242,59,2616,215,258
48,187,210712,4456,193,91,4202,431,107
48,187,210713,4100,200,128,3737,540,151
48,187,210714,6313,356,314,5421,1319,243
48,187,210801,4766,75,75,4125,791,0
48,187,210803,3571,140,19,3221,400,109
48,187,210804,3900,63,42,3535,421,49
48,187,210901,5338,85,144,4694,816,57
48,187,210902,3087,45,179,2669,619,23
48,189,950100,3290,228,950,1922,2497,49
48,189,950200,3148,198,366,1648,2061,3
48,189,950300,5204,233,232,3969,1684,16
48,189,950400,3991,131,202,3036,1256,32
48,189,950500,2678,185,234,1965,1132,0
48,189,950600,3896,165,217,2815,1399,64
48,189,950700,3094,37,170,2184,1060,57
48,189,950800,1252,62,101,779,626,10
48,189,950900,2611,23,84,1899,812,7
48,191,950500,2691,85,301,2389,665,23
48,193,950100,2638,50,109,2525,264,8
48,193,950200,1926,0,40,1878,82,6
48,193,950300,3079,29,12,2857,227,36
48,195,950100,1160,91,245,1028,446,22
48,195,950300,3009,74,548,2229,1382,20
48,197,950100,3609,26,140,3364,380,31
48,199,030100,3360,12,2,3295,65,14
48,199,030200,5009,19,0,4974,40,14
48,199,030300,9087,12,51,8761,284,105
48,199,030400,2106,15,139,1987,236,37
48,199,030501,3942,30,71,3885,37,121
48,199,030502,8313,71,14,8281,89,28
48,199,030600,3279,10,0,3183,96,10
48,199,030700,3468,27,48,3301,214,28
48,199,030800,4560,24,32,4434,91,91
48,199,030900,4017,6,12,3939,82,14
48,199,031000,3835,14,0,3823,26,0
48,201,100000,3282,199,631,2976,805,331
48,201,210100,4792,119,903,3958,1764,92
48,201,210400,3490,323,1003,1618,3172,26
48,201,210500,3609,340,1054,1540,3396,67
48,201,210600,4395,396,751,2203,3271,68
48,201,210700,1301,113,546,653,1280,27
48,201,210800,1651,58,595,725,1558,21
48,201,210900,1231,0,99,1018,258,54
48,201,211000,1552,10,234,1228,544,24
48,201,211100,4234,340,964,2744,2711,83
48,201,211200,2230,77,257,1786,778,0
48,201,211300,3672,167,664,3154,1324,25
48,201,211400,2612,215,412,2242,874,123
48,201,211500,3749,818,2154,1357,5338,26
48,201,211600,1939,214,754,817,2090,0
48,201,211700,2715,257,410,2174,1208,0
48,201,211900,3292,451,1493,883,4318,35
48,201,212300,3120,536,1782,893,4519,26
48,201,212400,1850,190,833,678,2172,23
48,201,212500,2945,128,416,2211,1248,30
48,201,220100,1551,124,511,1120,1042,24
48,201,220200,1719,242,513,519,1955,0
48,201,220300,2163,466,1194,949,2857,17
48,201,220400,2354,447,1024,640,3177,8
48,201,220500,2142,532,1196,1140,2669,61
48,201,220600,2007,307,1058,1060,2305,7
48,201,220700,3347,633,1082,1598,3449,15
48,201,220800,1860,0,733,1190,1351,52
48,201,220900,815,154,363,248,1084,0
48,201,221000,2183,261,543,819,2168,0
48,201,221100,2065,402,979,819,2625,2
48,201,221200,3038,626,2092,1047,4709,0
48,201,221300,5437,891,2277,1467,7021,117
48,201,221400,3072,417,2104,1057,4518,18
48,201,221500,5406,530,2238,2340,5797,37
48,201,221600,5517,1002,2470,2162,6732,95
48,201,221700,4324,579,3092,1395,6548,52
48,201,221800,1953,279,1136,711,2657,0
48,201,221900,2221,447,920,777,2790,21
48,201,222000,1819,136,510,514,1944,7
48,201,222100,3176,396,1103,1504,3157,14
48,201,222200,2123,128,1226,923,2543,11
48,201,222300,2606,252,1200,1191,2781,86
48,201,222401,1676,132,1075,443,2434,6
48,201,222402,3409,458,2270,1470,4593,74
48,201,222501,1545,149,1591,507,2778,0
48,201,222502,1992,428,1107,684,2713,130
48,201,222503,2903,546,3297,938,5808,0
48,201,222600,1921,140,1957,954,3005,59
48,201,222700,3861,122,331,3380,927,7
48,201,222800,1727,283,1008,745,2238,35
48,201,222900,4968,711,2583,2243,5950,69
48,201,223001,2217,110,1149,868,2608,0
48,201,223002,2178,227,1110,889,2612,14
48,201,223100,1000,177,558,411,1314,10
48,201,230100,1244,2,102,1076,246,26
48,201,230200,4510,117,186,4164,573,76
48,201,230300,1735,9,204,1465,467,16
48,201,230400,2526,53,458,1856,1181,0
48,201,230500,2020,202,937,833,2312,14
48,201,230600,2452,85,246,1925,842,16
48,201,230700,2129,40,274,1778,623,42
48,201,230800,2363,45,264,1981,670,21
48,201,230900,2962,87,241,2678,604,8
48,201,231000,3214,82,289,2523,1062,0
48,201,231100,3069,359,714,1743,2368,31
48,201,231200,5944,53,601,5096,1474,28
48,201,231300,3758,65,203,3319,668,39
48,201,231400,2456,5,39,2262,222,16
48,201,231500,2538,28,19,2386,191,8
48,201,231600,2579,8,113,2386,285,29
48,201,231700,1802,198,1188,499,2683,6
48,201,231800,1808,162,421,1084,1273,34
48,201,231900,5073,47,470,4658,932,0
48,201,232000,2707,200,868,1892,1862,21
48,201,232100,1922,103,710,1160,1563,12
48,201,232200,8764,998,2263,7462,3802,761
48,201,232301,6283,385,1505,4275,3793,105
48,201,232302,6929,806,1481,4832,4126,258
48,201,232401,6047,789,1312,3735,3955,458
48,201,232402,2512,395,528,1305,1819,311
48,201,232403,2188,303,1106,1256,2341,0
48,201,232500,2513,230,660,1590,1800,13
48,201,232600,1790,250,856,883,1997,16
48,201,232701,3955,361,3505,2168,5533,120
48,201,232702,3459,437,1564,1719,3623,118
48,201,232800,4046,193,621,2700,2125,35
48,201,232900,5448,482,613,4050,1967,526
48,201,233001,2242,110,546,1680,1113,105
48,201,233002,3145,429,427,2319,1537,145
48,201,233003,1788,105,158,1227,824,0
48,201,233101,2315,196,1161,1076,2491,105
48,201,233102,3351,359,2607,1041,5276,0
48,201,233103,2087,366,2216,646,3744,279
48,201,233200,3795,436,1158,1996,3296,97
48,201,233300,2856,418,1607,1149,3725,7
48,201,233400,1730,300,706,793,1943,0
48,201,233500,4557,782,1668,1353,5630,24
48,201,233600,1366,33,186,1256,329,0
48,201,233701,3098,534,1545,1711,3447,19
48,201,233702,1572,435,934,764,2172,5
48,201,233703,1606,259,408,681,1586,6
48,201,240100,2047,299,1005,1320,1718,313
48,201,240400,4155,446,1620,3328,2618,275
48,201,240501,3644,221,1653,2368,3051,99
48,201,240502,2968,389,840,2525,1594,78
48,201,240600,1423,61,811,1004,1262,29
48,201,240701,10231,1958,1868,7562,5740,755
48,201,240702,6881,1325,3049,4743,5503,1009
48,201,240801,4002,257,1598,2910,2679,268
48,201,240802,3144,235,328,2710,897,100
48,201,240901,6783,742,873,5920,1990,488
48,201,240902,9445,614,1373,7351,3538,543
48,201,241000,6545,711,344,5441,1852,307
48,201,241101,3872,260,114,3453,566,227
48,201,241102,10196,703,280,8563,2068,548
48,201,241103,3186,84,177,2677,703,67
48,201,241200,5247,419,464,4506,1536,88
48,201,241300,8705,1087,762,7900,1811,843
48,201,241400,6699,400,471,5742,1234,594
48,201,241500,6766,381,1519,5199,3364,103
48,201,250100,6160,443,1174,4781,2799,197
48,201,250200,5632,631,2130,4148,4221,24
48,201,250301,6176,440,831,5065,2097,285
48,201,250302,8427,761,202,7268,1778,344
48,201,250401,9988,546,575,8715,1931,463
48,201,250402,13830,521,624,12873,1537,565
48,201,250500,4756,273,195,3944,1028,252
48,201,250600,4924,349,1966,4061,2323,855
48,201,250701,5280,155,319,4454,980,320
48,201,250702,4230,164,28,3836,497,89
48,201,250800,6617,435,524,6409,777,390
48,201,250900,8603,610,394,8503,186,918
48,201,251000,2309,188,339,2184,380,272
48,201,251100,6505,384,133,6381,535,106
48,201,251200,5359,432,193,4752,1009,223
48,201,251300,7112,175,204,6831,425,235
48,201,251401,2173,118,188,2076,325,78
48,201,251402,5370,381,269,5298,668,54
48,201,251501,4666,260,230,4374,393,389
48,201,251502,8588,600,202,8365,593,432
48,201,251503,1777,163,78,1678,95,245
48,201,251600,5400,73,166,5328,287,24
48,201,251700,6739,100,164,6325,654,24
48,201,251800,1838,73,63,1619,340,15
48,201,251901,8056,479,465,7482,1166,352
48,201,251902,4638,54,48,4350,390,0
48,201,252000,10625,946,710,8515,3052,714
48,201,252100,1580,117,177,1244,574,56
48,201,252200,4780,751,1509,2939,3699,402
48,201,252301,7460,525,677,4868,3735,59
48,201,252302,8702,1101,1706,5560,5856,93
48,201,252400,4221,598,1069,2469,3377,42
48,201,252500,2770,176,860,1527,2143,136
48,201,252600,4256,356,2310,2509,4150,263
48,201,252700,3147,118,445,2778,873,59
48,201,252800,5342,159,613,4566,1489,59
48,201,252900,6869,183,528,5883,1646,51
48,201,253000,3221,179,175,2720,805,50
48,201,253100,7025,849,854,5848,2486,394
48,201,253200,7980,202,1095,6578,2621,78
48,201,253300,3213,115,146,2215,1139,120
48,201,253400,507,40,137,332,337,15
48,201,253500,5976,601,1116,4935,2497,261
48,201,253600,3876,315,539,3450,825,455
48,201,253700,4271,144,875,3486,1604,200
48,201,253800,5928,353,870,4418,2495,238
48,201,253900,3403,213,161,2706,984,87
48,201,254000,3156,144,492,2578,1086,128
48,201,254100,3965,298,828,2918,2108,65
48,201,254200,1562,266,693,802,1660,59
48,201,254300,3248,414,696,2061,2289,8
48,201,254400,1541,274,870,644,2036,5
48,201,254500,1503,301,462,619,1647,0
48,201,254600,2687,551,733,1303,2588,80
48,201,254700,2055,90,286,1753,597,81
48,201,310100,4371,239,850,2899,2215,346
48,201,310200,1300,194,76,1132,242,196
48,201,310300,3652,442,575,1971,2614,84
48,201,310400,1761,376,1296,486,2913,34
48,201,310500,2700,544,1254,969,3524,5
48,201,310600,3281,645,1357,1069,4204,10
48,201,310700,2140,314,1191,1106,2525,14
48,201,310800,1299,224,772,501,1782,12
48,201,310900,2729,431,1754,595,4319,0
48,201,311000,3678,808,2539,779,6246,0
48,201,311100,3099,736,1604,755,4639,45
48,201,311200,2677,401,1831,972,3820,117
48,201,311300,2964,551,1017,1064,3428,40
48,201,311400,1024,160,506,514,1141,35
48,201,311500,3254,698,2637,863,5508,218
48,201,311600,1092,193,2282,332,3186,49
48,201,311700,2949,371,1756,1464,3482,130
48,201,311800,2339,548,1472,579,3753,27
48,201,311900,1053,233,741,392,1597,38
48,201,312000,4173,191,692,4142,290,624
48,201,312100,2179,49,357,1978,159,448
48,201,312200,1800,68,128,1576,374,46
48,201,312300,1519,63,144,1433,270,23
48,201,312400,1740,3,207,1630,313,7
48,201,312500,3006,202,301,2955,336,218
48,201,312600,4506,475,1231,4187,878,1147
48,201,312700,1889,53,38,1884,20,76
48,201,312800,2052,18,40,1938,96,76
48,201,312900,3077,79,257,3004,109,300
48,201,313000,2270,21,43,2269,34,31
48,201,313100,2162,267,431,2080,202,578
48,201,313200,3275,39,168,3145,209,128
48,201,313300,2364,24,35,2206,192,25
48,201,313400,2588,135,152,2359,503,13
48,201,313500,2184,46,213,2055,373,15
48,201,313600,3380,127,579,2818,1255,13
48,201,313700,2234,50,45,2030,151,148
48,201,313800,3967,32,254,3677,532,44
48,201,313900,3320,417,806,2964,445,1134
48,201,314001,1885,194,767,1843,223,780
