state,county,tract,Married Couple,Male Householder family no wife present,Female Householder family no husband present,Alone,Non-family
48,339,693102,881,143,167,230,118
48,339,693200,1754,125,266,427,68
48,339,693300,1186,90,302,791,176
48,339,693400,225,156,541,352,154
48,339,693500,708,145,560,853,174
48,339,693600,386,111,253,740,123
48,339,693700,1968,22,314,902,271
48,339,693800,722,98,250,375,106
48,339,693900,1300,198,451,656,87
48,339,694000,2019,114,415,611,172
48,339,694101,2137,254,454,720,126
48,339,694102,1002,133,271,468,80
48,339,694201,1422,54,134,638,91
48,339,694202,2476,41,420,868,215
48,339,694301,3575,44,274,1088,45
48,339,694302,2149,60,157,630,188
48,339,694400,1547,96,287,569,255
48,339,694500,1785,33,228,398,0
48,339,694600,1169,176,218,462,85
48,339,694700,693,87,191,253,41
48,341,950100,586,45,86,225,8
48,341,950200,1127,61,168,291,182
48,341,950300,1378,64,469,434,43
48,341,950400,973,112,211,352,21
48,343,950100,884,89,277,588,28
48,343,950200,1294,107,361,423,8
48,343,950300,468,59,144,218,19
48,345,950100,247,25,17,160,13
48,347,950100,494,35,81,360,37
48,347,950200,1225,83,168,586,42
48,347,950301,1234,142,296,794,69
48,347,950302,1222,135,427,380,55
48,347,950400,2105,77,311,633,54
48,347,950501,346,0,237,539,124
48,347,950502,933,165,202,767,97
48,347,950600,107,79,140,504,396
48,347,950700,486,101,377,498,139
48,347,950800,605,16,297,288,67
48,347,950900,278,140,242,379,21
48,347,951000,490,127,276,912,336
48,347,951100,1089,186,164,444,69
48,349,970100,850,19,128,237,42
48,349,970200,1243,63,289,369,123
48,349,970300,1446,183,244,741,219
48,349,970400,935,84,144,436,40
48,349,970500,742,83,255,524,121
48,349,970600,593,168,255,329,36
48,349,970700,1038,60,509,490,83
48,349,970800,243,19,154,114,27
48,349,970900,1362,162,642,410,38
48,349,971000,660,35,196,357,120
48,351,950100,452,4,124,197,20
48,351,950200,781,120,142,725,97
48,351,950300,403,85,139,232,8
48,351,950400,778,63,92,311,50
48,353,950100,425,28,88,192,13
48,353,950200,780,35,180,348,114
48,353,950300,315,11,111,345,57
48,353,950400,520,46,369,431,50
48,353,950500,558,32,63,284,54
48,355,000500,92,73,154,156,41
48,355,000600,957,170,523,342,131
48,355,000700,773,76,325,518,134
48,355,000800,447,59,258,295,16
48,355,000900,322,195,404,531,79
48,355,001000,329,143,372,193,98
48,355,001100,90,69,277,90,19
48,355,001200,279,70,232,993,151
48,355,001300,571,50,421,344,68
48,355,001400,836,101,248,547,343
48,355,001500,258,146,629,413,54
48,355,001601,550,154,308,411,24
48,355,001602,352,217,261,315,97
48,355,001701,983,298,331,434,0
48,355,001702,302,87,52,121,4
48,355,001801,860,181,582,392,31
48,355,001802,306,149,176,155,26
48,355,001902,1327,62,691,545,87
48,355,001903,614,59,218,163,33
48,355,001904,581,171,450,177,23
48,355,002001,550,208,334,266,105
48,355,002002,470,232,329,237,81
48,355,002101,386,48,457,559,130
48,355,002102,711,69,164,381,91
48,355,002200,696,261,613,460,92
48,355,002301,568,139,332,226,143
48,355,002303,611,171,356,358,69
48,355,002304,986,125,214,712,260
48,355,002400,913,98,473,604,278
48,355,002500,992,130,143,386,188
48,355,002601,263,26,169,561,103
48,355,002602,363,47,101,140,59
48,355,002603,568,90,116,342,111
48,355,002703,815,132,280,311,167
48,355,002704,1026,69,129,1184,391
48,355,002705,1126,106,124,617,278
48,355,002706,0,0,0,0,0
48,355,002900,222,14,53,10,8
48,355,003001,572,169,509,756,186
48,355,003002,859,181,262,392,91
48,355,003101,1131,43,417,390,210
48,355,003102,985,137,338,248,76
48,355,003202,1051,213,217,399,71
48,355,003203,845,110,432,711,388
48,355,003204,810,122,176,579,114
48,355,003303,206,21,187,107,14
48,355,003304,1050,160,357,828,173
48,355,003305,386,58,786,393,230
48,355,003306,481,186,422,702,178
48,355,003401,521,57,420,549,83
48,355,003402,1129,101,414,460,76
48,355,003500,362,106,102,152,21
48,355,003601,1269,153,343,215,97
48,355,003602,1197,143,379,466,73
48,355,003603,683,104,152,235,86
48,355,003700,683,163,78,203,66
48,355,005102,706,69,169,588,245
48,355,005404,638,40,117,163,52
48,355,005406,562,54,98,159,83
48,355,005407,453,10,202,154,39
48,355,005408,666,67,209,608,95
48,355,005409,702,108,139,214,38
48,355,005410,669,65,255,351,34
48,355,005411,586,51,442,583,146
48,355,005412,1131,29,165,347,97
48,355,005413,497,100,131,302,97
48,355,005414,460,12,77,81,32
48,355,005415,1087,126,116,243,83
48,355,005416,1011,44,45,99,6
48,355,005417,1118,118,109,219,63
48,355,005601,983,175,450,287,77
48,355,005602,659,129,623,398,63
48,355,005801,1575,128,56,550,113
48,355,005802,1197,248,287,346,115
48,355,005900,518,60,182,154,8
48,355,006000,467,69,48,166,28
48,355,006100,678,76,113,311,14
48,355,006200,2499,29,280,1083,444
48,355,006300,314,24,254,315,97
48,355,006400,141,23,95,900,82
48,355,980000,6,0,0,0,0
48,355,990000,0,0,0,0,0
48,357,950100,375,13,44,105,26
48,357,950300,727,124,199,282,91
48,357,950400,992,156,180,412,44
48,359,950100,396,13,60,164,10
48,361,020200,311,177,358,551,16
48,361,020300,357,72,166,253,54
48,361,020500,514,124,238,366,150
48,361,020700,847,116,340,586,93
48,361,020800,359,52,138,197,40
48,361,020900,448,99,314,631,61
48,361,021000,510,47,66,213,11
48,361,021100,451,32,47,200,25
48,361,021200,878,150,95,448,114
48,361,021300,1336,147,383,542,38
48,361,021400,875,28,147,328,25
48,361,021501,445,27,76,231,47
48,361,021502,1622,67,156,737,175
48,361,021600,866,9,215,289,56
48,361,021700,478,107,118,178,22
48,361,021800,747,48,30,221,25
48,361,021900,1374,165,217,459,124
48,361,022000,823,82,180,340,8
48,361,022200,891,48,95,204,0
48,361,022300,1539,77,434,430,52
48,361,022400,997,82,135,398,63
48,363,000100,666,39,64,243,48
48,363,000200,413,38,56,333,36
48,363,000300,939,28,51,414,59
48,363,000400,1306,173,177,415,19
48,363,000500,211,29,53,251,79
48,363,000600,522,54,153,376,84
48,363,000700,508,120,212,257,23
48,363,000800,359,41,269,381,38
48,363,000900,300,54,219,277,26
48,365,950100,855,27,246,407,66
48,365,950200,645,17,125,302,48
48,365,950300,1012,85,230,362,65
48,365,950400,1065,84,515,737,105
48,365,950500,619,78,51,363,28
48,365,950600,489,48,93,176,36
48,367,140101,803,134,341,240,142
48,367,140102,832,39,197,382,120
48,367,140200,1124,72,214,1159,102
48,367,140300,1139,149,200,561,87
48,367,140403,1518,142,216,405,72
48,367,140405,1269,74,196,690,77
48,367,140407,2655,121,265,715,124
48,367,140408,860,148,143,305,77
48,367,140409,687,109,187,72,103
48,367,140410,633,130,103,185,68
48,367,140411,1024,65,102,189,45
48,367,140501,1668,90,237,500,130
48,367,140502,1050,56,95,411,50
48,367,140601,1813,70,85,632,89
48,367,140602,2255,373,240,757,172
48,367,140703,1428,85,308,415,34
48,367,140704,1903,54,154,329,39
48,367,140705,1979,65,118,740,86
48,367,140706,1641,45,302,512,66
48,369,950200,796,59,240,240,87
48,369,950300,1089,155,164,343,105
48,371,950100,491,42,31,255,12
48,371,950300,353,76,160,383,52
48,371,950400,836,11,206,350,17
48,371,950500,829,8,69,338,27
48,373,210101,1020,47,413,402,43
48,373,210102,1314,204,377,707,24
48,373,210203,558,81,227,167,23
48,373,210204,821,58,348,358,69
48,373,210205,511,33,123,374,22
48,373,210206,894,72,137,529,41
48,373,210301,835,119,181,411,22
48,373,210302,797,47,433,318,132
48,373,210400,1045,103,346,314,56
48,373,210500,974,168,174,642,81
48,375,010100,358,26,112,365,59
48,375,010200,455,12,71,202,39
48,375,010300,84,58,115,226,98
48,375,010400,749,34,92,557,80
48,375,010600,268,44,266,151,24
48,375,010700,511,118,250,249,69
48,375,011000,342,17,133,294,5
48,375,011500,795,27,101,719,56
48,375,011600,732,47,257,625,132
48,375,011700,462,120,219,1076,163
48,375,011800,790,102,190,549,63
48,375,011900,426,71,156,439,147
48,375,012000,173,72,109,356,35
48,375,012200,501,60,269,288,49
48,375,012600,341,117,284,235,32
48,375,012800,450,112,337,433,136
48,375,013000,172,56,132,224,21
48,375,013200,312,45,63,284,28
48,375,013300,1366,0,67,441,33
48,375,013400,666,46,130,360,47
48,375,013900,457,54,323,324,76
48,375,014100,367,44,245,232,26
48,375,014300,1377,12,109,421,119
48,375,014401,343,68,101,96,46
48,375,014500,619,207,498,564,96
48,375,014700,714,125,290,1136,68
48,375,014800,346,93,182,282,19
48,375,014900,880,121,263,280,84
48,375,015000,1047,174,644,334,114
48,375,015100,658,31,197,328,82
48,375,015200,599,39,88,335,18
48,375,015300,593,78,529,561,118
48,375,015400,267,86,199,224,73
48,375,980000,0,0,0,0,0
48,377,950100,463,39,166,308,58
48,377,950200,947,38,180,443,4
48,379,950100,1388,103,298,641,45
48,379,950200,890,117,225,408,73
48,381,020100,550,24,59,248,13
48,381,020200,423,36,134,333,22
48,381,020300,260,25,194,354,30
48,381,020400,377,7,98,264,32
48,381,020500,611,95,250,603,79
48,381,020600,890,77,113,235,60
48,381,020800,1234,75,516,439,186
48,381,020900,471,71,106,255,156
48,381,021000,436,51,168,310,18
48,381,021101,843,66,149,651,117
48,381,021102,156,34,87,711,254
48,381,021200,1256,122,103,607,103
48,381,021300,1020,54,305,683,138
48,381,021500,1239,79,98,324,26
48,381,021602,1144,17,304,725,91
48,381,021603,497,8,65,124,55
48,381,021604,964,0,209,594,323
48,381,021605,517,12,64,254,31
48,381,021606,1373,96,83,371,33
48,381,021608,1566,152,409,593,65
48,381,021609,995,0,42,483,97
48,381,021702,997,9,107,261,41
48,381,021703,1167,45,320,388,198
48,381,021704,2016,22,65,239,114
48,381,021801,1334,123,299,809,289
48,381,021802,614,119,273,669,251
48,381,021900,1138,160,24,380,75
48,381,022001,1273,93,142,166,62
48,381,022002,1090,180,325,335,161
48,383,950100,780,58,114,207,41
48,385,950100,685,67,174,245,37
48,387,950100,520,89,111,333,36
48,387,950500,748,44,387,723,33
48,387,950600,573,47,70,427,27
48,387,950700,598,37,107,186,48
48,389,950100,202,16,71,132,37
48,389,950200,353,7,179,293,18
48,389,950300,245,34,149,184,59
48,389,950400,753,82,72,311,35
48,389,950500,233,0,59,132,49
48,391,950200,575,114,296,402,11
48,391,950400,787,52,149,295,90
48,393,950100,255,6,17,70,0
48,395,960100,360,7,98,211,33
48,395,960200,123,47,169,150,42
48,395,960300,879,80,175,426,32
48,395,960400,800,20,113,168,27
48,395,960500,790,65,493,678,16
48,397,040101,1432,116,166,363,22
48,397,040102,1715,65,221,124,223
48,397,040200,1147,22,132,213,97
48,397,040301,973,69,298,226,82
48,397,040302,1523,73,457,902,115
48,397,040401,2036,126,305,444,81
48,397,040402,2401,246,266,429,24
48,397,040503,1099,185,382,256,89
48,397,040504,1712,57,315,501,136
48,397,040505,2374,107,449,529,73
48,397,040506,2068,88,55,109,15
48,399,950100,316,36,20,124,0
48,399,950200,388,26,124,238,13
48,399,950500,476,76,66,169,23
48,399,950600,840,96,338,343,27
48,401,950100,1116,98,213,432,83
48,401,950200,690,120,115,309,31
48,401,950300,1302,180,302,613,91
48,401,950400,933,69,191,453,75
48,401,950501,1073,44,253,371,35
48,401,950502,528,52,125,193,11
48,401,950600,477,13,61,174,30
48,401,950700,429,83,239,309,59
48,401,950800,582,139,179,528,47
48,401,950900,606,64,136,336,21
48,401,951000,474,52,108,218,24
48,401,951100,606,18,178,338,43
48,401,951200,480,62,152,420,8
48,403,950100,551,39,90,190,23
48,403,950200,556,38,80,435,46
48,403,950300,890,59,210,692,66
48,405,950100,602,24,125,365,17
48,405,950200,337,22,144,340,25
48,405,950300,473,58,116,390,79
48,407,200101,1111,141,494,318,76
48,407,200102,1959,278,385,553,126
48,407,200200,1226,116,95,459,63
48,407,200300,1185,68,200,414,18
48,409,010201,857,52,167,465,102
48,409,010202,898,124,257,530,127
48,409,010301,729,85,244,374,74
48,409,010302,837,164,178,225,76
48,409,010500,254,75,175,118,23
48,409,010601,1284,52,183,518,73
48,409,010602,640,74,299,153,33
48,409,010603,585,50,66,161,31
48,409,010604,657,60,81,192,0
48,409,010700,738,0,168,180,51
48,409,010800,750,113,332,409,40
48,409,010900,1042,104,93,254,68
48,409,011000,970,267,451,498,42
48,409,011100,418,89,123,164,67
48,409,011200,752,58,150,219,51
48,409,011300,675,159,397,311,16
48,411,950100,358,37,109,278,45
48,411,950200,659,53,82,406,71
48,413,950300,570,41,166,230,21
48,415,950100,673,117,158,389,23
48,415,950200,342,13,6,129,2
48,415,950300,1325,62,273,493,110
48,415,950600,917,68,252,507,35
48,417,950300,778,57,118,374,33
48,419,950100,886,128,295,579,61
48,419,950200,805,82,225,408,72
48,419,950300,771,120,305,417,23
48,419,950400,730,96,422,731,85
48,419,950500,617,89,49,258,55
48,419,950600,606,57,117,446,29
48,421,950200,625,55,79,231,17
48,423,000100,751,114,640,363,27
48,423,000201,435,66,423,412,18
48,423,000202,141,29,109,276,60
48,423,000300,719,271,248,293,61
48,423,000400,317,55,182,218,58
48,423,000500,186,78,111,322,47
48,423,000600,277,31,149,113,79
48,423,000700,289,120,473,759,73
48,423,000800,934,53,580,631,141
48,423,000900,479,99,202,450,56
48,423,001000,1173,24,260,517,51
48,423,001101,565,74,194,747,106
48,423,001102,523,35,138,274,53
48,423,001200,509,46,245,545,28
48,423,001300,404,25,128,226,84
48,423,001401,2349,139,128,864,62
48,423,001403,1324,132,480,586,36
48,423,001404,1232,34,213,328,33
48,423,001500,1191,31,179,494,122
48,423,001601,1077,162,377,227,23
48,423,001602,846,164,143,556,116
48,423,001604,937,175,409,472,131
48,423,001700,1268,207,336,560,165
48,423,001801,1140,213,318,742,75
48,423,001802,1553,230,303,715,352
48,423,001803,959,60,211,448,302
48,423,001901,881,54,251,1655,298
48,423,001905,1972,41,465,1069,241
48,423,001906,1442,79,232,376,23
48,423,001907,1600,67,113,748,113
48,423,001908,2445,184,202,742,96
48,423,002003,395,29,352,786,161
48,423,002004,550,9,153,443,6
48,423,002006,821,77,100,335,21
48,423,002007,1363,129,389,882,220
48,423,002008,1201,39,299,547,150
48,423,002009,1728,96,330,381,0
48,423,002101,712,137,291,319,49
48,423,002102,1357,35,120,465,118
48,423,002200,1452,53,258,299,122
48,423,980000,0,0,0,0,0
48,425,000100,1561,175,256,583,39
48,425,000200,347,0,76,183,45
48,427,950101,231,29,29,78,0
48,427,950104,820,83,49,94,0
48,427,950105,560,32,223,95,23
48,427,950106,494,26,274,65,0
48,427,950107,528,31,398,76,0
48,427,950108,504,14,262,156,0
48,427,950202,366,24,117,194,16
48,427,950203,556,17,282,79,0
48,427,950204,612,100,505,160,5
48,427,950401,940,71,382,204,31
48,427,950402,715,108,176,131,0
48,427,950500,521,89,168,308,45
48,427,950600,864,76,378,455,115
48,427,950701,549,66,339,272,0
48,427,950702,523,70,152,112,6
48,429,950200,911,55,149,399,0
48,429,950300,294,49,197,259,44
48,429,950500,759,6,18,319,10
48,431,950100,292,27,49,99,8
48,433,950300,331,28,30,190,9
48,435,950300,939,17,158,285,59
48,437,950200,348,8,29,130,14
48,437,950300,903,134,160,437,72
48,437,950400,288,12,23,102,4
48,439,100101,979,101,388,276,48
48,439,100102,786,89,330,316,101
48,439,100201,578,100,320,109,75
48,439,100202,655,192,169,261,91
48,439,100300,510,119,348,260,45
48,439,100400,952,172,417,439,56
48,439,100501,1340,150,722,731,13
48,439,100502,1064,210,398,297,125
48,439,100601,467,59,80,236,54
48,439,100602,340,39,101,140,68
48,439,100700,696,66,263,511,63
48,439,100800,863,108,412,310,86
48,439,100900,252,80,177,83,4
48,439,101201,314,54,105,119,26
48,439,101202,585,105,234,431,48
48,439,101301,801,59,242,546,104
48,439,101302,292,110,230,369,45
48,439,101401,797,127,327,482,173
48,439,101402,382,88,385,254,43
48,439,101403,588,79,364,436,88
48,439,101500,552,24,235,398,152
48,439,101700,67,22,348,150,0
48,439,102000,242,79,41,631,127
48,439,102100,818,85,175,1265,205
48,439,102201,666,72,60,640,83
48,439,102202,510,19,61,788,130
48,439,102301,304,75,197,467,85
48,439,102302,642,159,381,685,84
48,439,102401,729,63,206,716,209
48,439,102402,1014,50,206,508,73
48,439,102500,198,114,458,430,19
48,439,102601,415,168,198,621,106
48,439,102602,534,133,183,648,128
48,439,102700,672,41,120,766,142
48,439,102800,299,16,50,171,24
48,439,103500,544,183,263,404,115
48,439,103601,158,95,273,282,87
48,439,103602,226,77,218,241,28
48,439,103701,582,48,243,176,95
48,439,103702,335,62,199,237,32
48,439,103800,241,76,417,260,27
48,439,104100,585,28,176,457,81
48,439,104201,688,0,17,334,101
48,439,104202,429,99,79,632,309
48,439,104300,878,22,110,736,602
48,439,104400,838,68,199,576,164
48,439,104502,260,79,225,274,0
48,439,104503,245,99,204,197,12
48,439,104504,490,16,117,374,48
48,439,104505,348,88,544,303,40
48,439,104601,537,60,210,195,36
48,439,104602,526,104,301,266,40
48,439,104603,415,134,262,149,21
48,439,104604,200,136,299,229,60
48,439,104605,527,82,329,431,33
48,439,104701,646,128,169,202,82
48,439,104702,505,77,236,150,30
48,439,104802,896,97,252,324,6
48,439,104803,953,189,243,271,7
48,439,104804,540,69,88,130,37
48,439,104900,423,44,134,162,25
48,439,105001,866,71,391,152,0
48,439,105006,102,18,35,15,45
48,439,105007,974,53,250,995,268
48,439,105008,1504,69,394,571,159
48,439,105201,558,154,604,692,43
48,439,105203,411,16,122,441,28
48,439,105204,387,135,189,555,104
48,439,105205,405,110,368,1072,144
48,439,105403,1139,172,271,1072,300
48,439,105404,869,24,112,474,70
48,439,105405,617,39,306,931,119
48,439,105406,831,46,239,1491,350
48,439,105502,1094,48,344,661,28
48,439,105503,1083,104,287,714,135
48,439,105505,732,105,321,972,130
48,439,105507,1715,27,188,1000,44
48,439,105508,954,124,622,1359,193
48,439,105510,1359,101,726,763,100
48,439,105511,1012,12,544,557,27
48,439,105512,925,45,170,362,58
48,439,105513,258,94,249,844,132
48,439,105514,238,57,247,867,146
48,439,105600,765,87,304,700,83
48,439,105701,637,82,252,265,58
48,439,105703,507,43,276,415,95
48,439,105704,1364,180,515,563,158
48,439,105800,690,63,215,222,8
48,439,105901,520,87,302,97,37
48,439,105902,590,57,168,432,131
48,439,106001,1260,107,621,456,201
48,439,106002,476,116,263,267,14
48,439,106004,797,35,550,303,77
48,439,106101,192,13,130,92,20
48,439,106102,418,103,316,536,101
48,439,106201,304,148,373,277,61
48,439,106202,505,102,503,414,21
48,439,106300,296,96,310,352,11
48,439,106400,320,96,133,289,39
48,439,106502,448,104,228,298,54
48,439,106503,732,58,368,651,95
48,439,106507,272,27,76,486,8
48,439,106509,684,58,285,703,112
48,439,106510,1812,102,312,441,142
48,439,106511,851,276,812,852,93
48,439,106512,684,14,496,790,162
48,439,106513,474,22,239,312,47
48,439,106514,545,203,549,927,248
48,439,106515,450,31,383,645,152
48,439,106516,246,116,625,883,232
48,439,106517,1430,269,403,955,241
48,439,106518,513,82,148,1286,191
48,439,106600,183,126,201,432,58
48,439,106700,402,102,99,191,41
48,439,110101,1128,129,223,1071,166
48,439,110102,564,38,225,478,152
48,439,110202,758,59,174,234,31
48,439,110203,1440,161,334,1071,148
48,439,110204,1170,86,282,607,86
48,439,110301,443,171,360,299,43
48,439,110302,601,170,394,286,163
48,439,110401,854,46,294,618,96
48,439,110402,623,102,328,176,90
48,439,110500,1228,198,491,817,124
48,439,110600,448,81,104,288,53
48,439,110701,1198,42,510,638,227
48,439,110703,810,96,313,382,117
48,439,110704,559,165,240,608,89
48,439,110805,1302,59,357,598,85
48,439,110806,1134,127,88,286,34
48,439,110807,1190,135,508,406,75
48,439,110808,593,22,40,85,0
48,439,110809,416,17,123,224,14
48,439,110901,1180,17,88,630,13
48,439,110903,394,43,43,235,43
48,439,110905,1092,35,221,483,39
48,439,110906,1005,96,162,303,84
48,439,110907,638,80,202,334,25
48,439,111003,538,64,108,202,40
48,439,111005,1266,251,921,597,30
48,439,111008,1311,123,427,396,56
48,439,111010,738,65,48,348,41
48,439,111011,1602,131,658,374,133
48,439,111012,1284,190,545,382,96
48,439,111013,1682,235,376,419,109
48,439,111015,544,42,81,171,23
48,439,111016,2069,154,282,665,136
48,439,111017,2468,16,381,347,73
48,439,111018,561,46,53,53,7
48,439,111102,830,152,458,392,39
48,439,111103,530,137,303,185,82
48,439,111104,445,22,156,208,21
48,439,111202,946,68,461,400,57
48,439,111203,1059,89,230,472,154
48,439,111204,1178,91,130,287,39
48,439,111301,2066,78,313,578,145
48,439,111304,1874,113,207,407,34
48,439,111306,862,200,269,316,68
48,439,111307,414,97,328,274,90
48,439,111308,318,64,61,204,26
48,439,111309,653,53,277,382,45
48,439,111310,1713,21,262,334,129
48,439,111311,1497,49,223,188,39
48,439,111312,1038,11,55,50,18
48,439,111313,1556,67,207,291,68
48,439,111314,1262,40,41,240,9
48,439,111402,1323,98,323,357,0
48,439,111404,1592,248,449,977,146
48,439,111405,408,31,101,208,88
48,439,111406,893,89,189,188,0
48,439,111407,874,28,83,105,17
48,439,111408,575,12,250,249,154
48,439,111409,1227,88,93,271,31
48,439,111505,770,0,248,520,129
48,439,111506,1126,36,372,967,117
48,439,111513,871,111,158,147,22
48,439,111514,1222,86,366,247,95
48,439,111516,933,86,490,603,110
48,439,111521,1085,198,649,506,166
48,439,111522,1172,298,383,434,135
48,439,111523,1065,206,905,542,217
48,439,111524,963,159,510,801,150
48,439,111525,792,121,490,399,193
48,439,111526,660,81,441,444,74
48,439,111529,1007,34,42,477,16
48,439,111530,1520,40,202,421,126
48,439,111531,1166,79,114,310,52
48,439,111532,1631,169,254,779,35
48,439,111533,1088,78,149,452,64
48,439,111534,1650,23,104,347,72
48,439,111536,473,86,244,317,86
48,439,111537,944,149,460,601,58
48,439,111538,981,230,418,501,17
48,439,111539,1794,159,432,314,51
48,439,111540,1221,102,376,584,51
48,439,111541,670,75,239,338,35
48,439,111542,1136,109,357,236,42
48,439,111543,909,144,640,395,138
48,439,111544,1314,107,370,351,142
48,439,111545,629,19,85,196,9
48,439,111546,1476,37,294,329,127
48,439,111547,2812,210,990,575,105
48,439,111548,1636,49,256,216,91
48,439,111549,1874,0,130,352,135
48,439,111550,2468,186,563,348,79
48,439,111551,1670,37,82,288,82
48,439,111552,680,26,274,477,50
48,439,111553,489,145,265,773,118
48,439,113001,682,58,105,588,124
48,439,113002,761,270,489,687,158
48,439,113102,566,155,339,844,193
48,439,113104,460,102,268,822,179
48,439,113107,588,30,83,256,21
48,439,113108,1143,62,159,297,67
48,439,113109,546,71,276,834,202
48,439,113110,349,133,305,1268,449
48,439,113111,265,92,475,842,172
48,439,113112,492,81,203,250,34
48,439,113113,307,82,309,1268,287
48,439,113114,576,230,166,927,18
48,439,113115,477,215,55,814,103
48,439,113116,536,0,286,1103,248
48,439,113206,1089,84,261,442,142
48,439,113207,1111,79,86,246,24
48,439,113210,1723,86,186,616,46
48,439,113212,952,122,120,415,98
48,439,113213,479,50,306,427,41
48,439,113214,945,71,208,488,41
48,439,113215,938,186,196,356,95
48,439,113216,791,51,445,757,162
48,439,113217,935,80,161,503,68
48,439,113218,632,31,67,208,9
48,439,113220,1021,219,368,785,166
48,439,113221,1121,63,115,770,124
48,439,113301,703,101,150,488,178
48,439,113302,660,158,260,479,114
48,439,113403,454,24,167,238,51
48,439,113404,994,189,370,509,111
48,439,113405,875,38,587,1056,86
48,439,113407,694,129,463,451,81
48,439,113408,1082,121,257,630,40
48,439,113509,690,190,216,328,74
48,439,113510,700,61,317,545,62
48,439,113511,715,132,201,280,124
48,439,113512,911,180,213,950,166
48,439,113513,1036,29,305,922,100
48,439,113514,655,175,165,661,249
48,439,113516,838,129,250,289,82
48,439,113517,769,54,106,514,127
48,439,113518,550,266,343,1372,324
48,439,113519,1327,41,305,784,117
48,439,113520,741,85,283,862,365
48,439,113607,801,107,219,482,194
48,439,113610,3072,123,142,415,28
48,439,113611,1188,38,138,253,39
48,439,113612,1141,40,152,323,68
48,439,113613,1064,38,143,318,38
48,439,113618,1072,158,286,612,156
48,439,113619,575,179,275,1046,105
48,439,113622,1697,0,114,253,38
48,439,113623,959,0,137,295,37
48,439,113624,960,33,265,354,56
48,439,113625,860,47,98,262,64
48,439,113626,808,95,161,431,56
48,439,113627,793,15,278,1565,260
48,439,113628,894,108,422,798,62
48,439,113629,1008,39,52,1041,106
48,439,113630,711,119,197,565,103
48,439,113631,1192,179,547,847,92
48,439,113632,1495,22,108,143,75
48,439,113633,1006,94,172,192,51
48,439,113634,1450,29,87,160,23
48,439,113703,1735,176,225,1860,557
48,439,113705,752,63,590,711,244
48,439,113707,1281,51,178,371,16
48,439,113709,1269,22,143,230,7
48,439,113710,666,117,152,576,111
48,439,113711,900,42,172,466,81
48,439,113803,1038,97,341,380,55
48,439,113808,1309,69,291,310,247
48,439,113809,842,198,308,242,56
48,439,113810,834,84,224,281,77
48,439,113811,697,97,161,474,42
48,439,113812,1220,108,213,231,63
48,439,113813,1368,29,125,90,34
48,439,113814,1207,0,32,128,19
48,439,113815,1617,30,69,63,20
48,439,113816,1385,104,52,151,8
48,439,113906,1624,44,85,146,22
48,439,113907,1885,34,87,181,12
48,439,113908,1437,6,94,34,5
48,439,113909,1770,16,150,233,40
48,439,113910,2399,73,71,428,67
48,439,113911,1422,205,321,1096,130
48,439,113912,1588,47,24,393,26
48,439,113916,640,150,336,438,106
48,439,113917,1304,63,289,540,109
48,439,113918,931,76,168,444,254
48,439,113919,1773,88,252,188,42
48,439,113920,1211,64,185,166,26
48,439,113921,4625,296,1009,1262,180
48,439,113922,4415,103,515,586,107
48,439,113923,530,53,149,671,68
48,439,113924,789,126,440,204,69
48,439,113925,848,86,142,127,103
48,439,113926,2687,255,457,996,178
48,439,113927,2622,219,548,568,193
48,439,113928,1867,38,245,595,53
48,439,113929,1959,179,174,120,77
48,439,114003,1398,226,388,202,36
48,439,114005,1696,20,296,507,112
48,439,114006,1392,162,336,465,14
48,439,114007,2658,410,461,1042,154
48,439,114008,2397,174,459,546,313
48,439,114102,2035,99,254,722,154
48,439,114103,5406,299,202,1068,199
48,439,114104,1805,24,62,223,0
48,439,114203,829,44,242,494,125
48,439,114204,1026,243,447,646,61
48,439,114205,696,13,159,339,37
48,439,114206,993,60,174,205,105
48,439,114207,1347,114,331,346,48
48,439,121601,1446,57,463,752,130
48,439,121604,770,73,545,723,302
48,439,121605,633,53,110,449,18
48,439,121606,788,58,71,296,34
48,439,121608,1229,127,257,383,43
48,439,121609,1582,24,196,418,28
48,439,121610,477,34,126,276,17
48,439,121611,927,99,161,253,66
48,439,121702,217,17,108,501,188
48,439,121703,710,106,374,507,149
48,439,121704,359,132,237,197,184
48,439,121903,771,147,518,300,61
48,439,121904,546,145,346,334,81
48,439,121905,754,246,329,797,151
48,439,121906,503,121,274,234,107
48,439,122001,784,102,85,111,14
48,439,122002,695,176,172,321,95
48,439,122100,849,195,252,503,143
48,439,122200,299,20,102,251,40
48,439,122300,159,30,80,522,453
48,439,122400,661,173,165,874,373
48,439,122500,703,163,127,628,208
48,439,122600,631,78,167,567,152
48,439,122700,719,50,321,968,102
48,439,122801,413,84,383,241,98
48,439,122802,729,143,258,195,102
48,439,122900,1015,250,373,267,59
48,439,123000,956,111,170,1300,338
48,439,123100,263,41,146,443,58
48,439,123200,222,0,132,483,220
48,439,123300,453,0,53,1316,106
48,439,123400,194,16,101,438,68
48,439,123500,268,52,217,246,42
48,439,123600,241,51,136,307,57
48,439,980000,0,0,0,0,0
48,441,010100,684,0,244,628,436
48,441,010200,197,31,185,195,73
48,441,010300,218,62,219,116,34
48,441,010400,278,88,155,192,16
48,441,010500,563,75,261,251,18
48,441,010600,846,109,157,288,51
48,441,010700,478,111,221,155,77
48,441,010800,199,33,101,187,58
