state,county,tract,Married Couple,Male Householder family no wife present,Female Householder family no husband present,Alone,Non-family
48,077,030301,1148,77,98,426,53
48,077,030302,641,48,73,403,52
48,079,950100,579,47,121,235,18
48,081,950100,419,8,66,245,33
48,081,950200,433,35,74,189,39
48,083,950300,1056,12,247,420,41
48,083,950600,418,21,38,143,6
48,083,950700,585,81,147,260,30
48,085,030100,1486,26,170,347,60
48,085,030201,659,65,60,97,18
48,085,030202,566,35,15,106,14
48,085,030203,3266,271,650,463,168
48,085,030301,931,83,54,258,29
48,085,030302,628,16,25,52,0
48,085,030303,1416,29,51,336,67
48,085,030304,560,42,185,22,4
48,085,030305,2136,116,221,439,51
48,085,030403,1235,176,94,167,17
48,085,030404,1260,100,293,479,30
48,085,030405,958,86,389,465,89
48,085,030406,484,144,134,210,143
48,085,030407,1001,38,123,107,67
48,085,030408,1142,206,383,697,129
48,085,030504,537,33,151,419,94
48,085,030505,563,26,269,669,168
48,085,030506,727,3,108,77,26
48,085,030507,510,0,47,40,6
48,085,030508,1174,205,293,350,98
48,085,030509,549,12,66,199,37
48,085,030510,623,76,108,154,46
48,085,030511,1182,72,137,268,26
48,085,030512,1018,14,55,41,44
48,085,030513,1325,59,359,681,211
48,085,030514,1504,116,121,461,50
48,085,030515,1350,38,357,186,112
48,085,030516,1317,51,149,215,40
48,085,030517,1174,116,275,274,18
48,085,030518,664,0,6,12,0
48,085,030519,517,25,94,85,36
48,085,030520,1265,8,130,283,38
48,085,030521,774,39,80,57,14
48,085,030522,1384,29,203,75,11
48,085,030523,2091,99,387,329,77
48,085,030524,588,2,73,110,4
48,085,030525,1420,21,155,292,22
48,085,030526,2085,38,342,376,102
48,085,030527,915,135,154,105,36
48,085,030528,1810,0,399,311,68
48,085,030529,737,2,72,234,61
48,085,030530,1465,59,331,343,46
48,085,030531,1554,25,90,168,26
48,085,030601,2556,80,111,477,94
48,085,030603,1598,59,280,515,208
48,085,030604,496,9,30,49,4
48,085,030605,1335,50,262,190,252
48,085,030701,452,30,177,265,51
48,085,030702,896,125,177,439,98
48,085,030801,723,101,248,511,102
48,085,030802,937,109,331,581,166
48,085,030900,1108,238,643,697,128
48,085,031001,1352,235,242,518,107
48,085,031003,750,80,294,373,37
48,085,031004,1276,67,177,495,83
48,085,031100,2140,116,238,645,174
48,085,031201,1155,35,165,232,94
48,085,031202,1092,2,110,191,12
48,085,031308,1331,49,276,250,51
48,085,031309,1822,82,373,716,136
48,085,031310,2211,125,292,383,18
48,085,031311,2321,95,179,615,278
48,085,031312,1627,93,208,279,76
48,085,031313,3008,31,111,256,82
48,085,031314,597,53,24,72,39
48,085,031315,3667,79,687,596,142
48,085,031316,1530,39,115,112,21
48,085,031317,1988,140,202,181,88
48,085,031405,4574,182,461,681,37
48,085,031406,4184,12,255,861,141
48,085,031407,2094,94,68,488,44
48,085,031408,767,61,76,127,41
48,085,031409,2318,163,574,306,57
48,085,031410,2120,116,226,367,162
48,085,031411,1282,22,109,151,5
48,085,031504,1515,51,317,338,132
48,085,031505,2122,17,175,395,137
48,085,031506,1266,176,665,859,159
48,085,031507,1075,73,132,583,84
48,085,031508,1214,93,331,438,147
48,085,031611,720,43,141,357,146
48,085,031612,1598,52,178,264,106
48,085,031613,1416,74,128,378,20
48,085,031621,1222,38,226,786,242
48,085,031622,1389,72,133,497,57
48,085,031623,557,48,84,370,109
48,085,031624,668,118,243,435,28
48,085,031625,1176,88,134,338,35
48,085,031626,591,56,54,170,33
48,085,031627,1148,81,213,344,65
48,085,031628,734,34,124,380,57
48,085,031629,727,105,210,172,61
48,085,031630,1080,70,109,245,43
48,085,031631,819,159,258,465,160
48,085,031632,1039,31,312,862,235
48,085,031633,897,68,116,265,34
48,085,031634,529,96,160,340,65
48,085,031635,658,143,271,541,66
48,085,031636,1417,99,288,642,138
48,085,031637,1856,47,75,326,0
48,085,031638,1906,40,104,159,0
48,085,031639,1277,58,276,581,157
48,085,031640,1416,173,310,1077,305
48,085,031641,1583,39,160,279,20
48,085,031642,1272,25,65,243,41
48,085,031643,1008,65,166,499,76
48,085,031645,588,9,26,36,7
48,085,031646,1392,58,190,313,7
48,085,031647,683,0,140,540,52
48,085,031648,1880,53,246,494,42
48,085,031649,1203,46,72,520,76
48,085,031652,1530,129,107,1518,156
48,085,031653,1636,38,312,732,110
48,085,031654,1036,18,44,138,89
48,085,031655,923,88,284,803,85
48,085,031656,533,86,42,251,22
48,085,031657,202,27,148,711,184
48,085,031658,631,27,330,1511,170
48,085,031659,403,8,121,214,157
48,085,031660,1129,50,77,628,47
48,085,031661,718,0,48,126,6
48,085,031662,1283,0,77,199,10
48,085,031663,870,33,53,262,67
48,085,031664,1074,13,130,84,31
48,085,031704,702,43,102,872,171
48,085,031706,764,4,11,53,6
48,085,031708,732,6,183,926,122
48,085,031709,859,13,186,596,399
48,085,031711,562,43,105,564,188
48,085,031712,951,58,308,1316,189
48,085,031713,532,133,285,1159,234
48,085,031714,501,64,521,1670,401
48,085,031715,631,14,85,336,66
48,085,031716,274,7,104,661,122
48,085,031717,354,84,150,454,84
48,085,031718,513,93,35,273,125
48,085,031719,434,5,21,292,67
48,085,031720,553,161,174,1130,257
48,085,031802,1223,191,222,547,174
48,085,031804,586,17,66,627,356
48,085,031805,1354,29,299,313,93
48,085,031806,338,0,33,358,167
48,085,031807,1177,105,204,442,70
48,085,031900,358,200,311,445,139
48,085,032003,692,220,265,859,42
48,085,032004,1168,143,648,380,131
48,085,032008,944,82,98,310,87
48,085,032009,1790,76,144,410,72
48,085,032010,627,109,361,504,174
48,085,032011,1412,133,107,668,95
48,085,032012,713,79,200,207,99
48,085,032013,940,192,442,349,103
48,087,950300,615,55,109,319,29
48,089,750100,789,206,284,404,14
48,089,750200,409,91,5,300,7
48,089,750300,1097,54,146,540,50
48,089,750400,1387,55,88,364,25
48,089,750500,788,38,178,364,19
48,091,310100,634,115,151,387,49
48,091,310200,493,34,195,296,30
48,091,310300,1341,0,389,1191,78
48,091,310401,511,174,423,430,127
48,091,310403,1155,10,307,338,135
48,091,310404,793,17,231,314,205
48,091,310501,640,123,216,182,44
48,091,310502,890,19,444,504,52
48,091,310503,724,26,156,603,137
48,091,310603,786,114,98,216,35
48,091,310604,525,68,90,304,85
48,091,310605,1277,92,199,422,75
48,091,310606,1024,94,91,472,190
48,091,310607,1220,31,70,784,157
48,091,310608,794,60,66,378,92
48,091,310701,1633,59,207,284,33
48,091,310702,1296,13,178,187,46
48,091,310703,1623,108,95,231,32
48,091,310704,1561,18,194,331,67
48,091,310801,1729,40,39,229,22
48,091,310802,1344,76,140,475,43
48,091,310901,1213,0,78,274,55
48,091,310902,1524,57,254,473,86
48,091,310903,1285,0,77,109,23
48,093,950100,863,34,148,557,33
48,093,950200,773,76,106,349,60
48,093,950300,640,35,188,527,22
48,093,950400,378,27,73,187,20
48,095,950300,510,55,79,161,16
48,097,000100,1303,85,103,472,144
48,097,000200,1185,99,169,377,37
48,097,000400,285,34,98,177,10
48,097,000500,506,57,240,506,64
48,097,000600,937,139,206,556,67
48,097,000700,1663,67,305,628,126
48,097,000900,1134,52,205,276,68
48,097,001100,1150,119,424,476,66
48,099,010101,849,40,67,286,50
48,099,010102,779,46,80,238,46
48,099,010201,42,0,0,19,0
48,099,010202,884,56,406,400,93
48,099,010300,422,38,100,278,11
48,099,010400,736,18,206,312,118
48,099,010501,882,64,144,15,0
48,099,010502,498,3,101,4,0
48,099,010503,0,0,0,0,0
48,099,010504,437,51,57,30,0
48,099,010601,713,57,264,305,24
48,099,010603,1160,8,385,268,38
48,099,010604,1127,77,115,298,58
48,099,010701,836,46,226,460,26
48,099,010702,558,78,138,361,30
48,099,010802,1179,13,267,357,33
48,099,010803,638,80,59,141,14
48,099,010804,836,21,118,461,127
48,099,980000,0,0,4,0,0
48,101,950100,404,24,74,184,20
48,103,950100,881,167,119,374,70
48,105,950100,919,48,102,257,92
48,107,950100,455,33,110,235,47
48,107,950200,472,45,122,189,9
48,107,950300,325,27,63,69,7
48,109,950300,433,17,115,283,20
48,111,950100,346,5,11,112,35
48,111,950300,798,136,296,530,30
48,113,000100,723,83,164,787,106
48,113,000201,661,0,86,577,72
48,113,000202,582,85,161,815,220
48,113,000300,664,74,89,794,411
48,113,000401,476,86,142,679,302
48,113,000404,354,48,47,1068,286
48,113,000405,140,98,159,571,112
48,113,000406,914,143,491,641,341
48,113,000500,340,63,136,1832,441
48,113,000601,491,135,451,1256,512
48,113,000603,545,73,42,1502,376
48,113,000605,228,14,67,1053,230
48,113,000606,447,49,4,1360,255
48,113,000701,452,53,115,1824,594
48,113,000702,332,24,3,1322,214
48,113,000800,604,258,307,1030,590
48,113,000900,309,52,210,1348,469
48,113,001001,303,30,5,333,138
48,113,001002,297,53,37,427,160
48,113,001101,474,163,84,812,240
48,113,001102,576,23,44,551,69
48,113,001202,550,25,206,708,253
48,113,001203,238,39,67,164,30
48,113,001204,350,118,130,64,33
48,113,001301,340,64,64,699,102
48,113,001302,282,52,85,631,90
48,113,001400,436,133,160,680,208
48,113,001502,368,57,165,560,109
48,113,001503,247,146,140,513,230
48,113,001504,179,28,105,606,289
48,113,001600,385,125,264,1131,321
48,113,001701,71,9,8,102,37
48,113,001703,440,0,46,1363,338
48,113,001704,184,9,23,537,145
48,113,001800,328,0,0,1627,576
48,113,001900,561,126,100,1241,725
48,113,002000,470,227,300,1274,136
48,113,002100,61,17,98,687,264
48,113,002200,215,4,90,580,226
48,113,002400,453,129,75,207,36
48,113,002500,625,153,186,640,38
48,113,002701,114,92,386,362,74
48,113,002702,113,97,142,193,73
48,113,003101,179,7,26,1269,573
48,113,003400,114,47,79,275,76
48,113,003700,294,178,224,452,56
48,113,003800,145,45,244,311,13
48,113,003901,90,50,316,128,50
48,113,003902,103,92,192,206,65
48,113,004000,50,16,109,224,38
48,113,004100,87,46,94,100,11
48,113,004201,524,275,210,390,163
48,113,004202,345,57,132,344,95
48,113,004300,264,53,136,143,43
48,113,004400,664,38,128,446,221
48,113,004500,878,106,202,468,203
48,113,004600,260,7,50,315,93
48,113,004700,388,189,203,149,91
48,113,004800,260,136,139,136,67
48,113,004900,241,130,389,487,119
48,113,005000,566,102,122,366,56
48,113,005100,366,22,131,167,17
48,113,005200,451,161,368,177,77
48,113,005300,956,273,318,323,90
48,113,005400,584,113,444,414,0
48,113,005500,417,132,339,281,6
48,113,005600,858,198,398,273,82
48,113,005700,515,156,248,456,29
48,113,005901,459,159,468,772,10
48,113,005902,356,56,391,621,21
48,113,006001,465,94,268,339,15
48,113,006002,647,35,572,467,121
48,113,006100,678,114,281,288,94
48,113,006200,624,159,517,420,73
48,113,006301,785,292,238,224,73
48,113,006302,434,146,267,365,115
48,113,006401,373,64,136,88,27
48,113,006402,828,156,213,171,74
48,113,006501,1036,92,299,105,33
48,113,006502,642,82,170,36,33
48,113,006700,890,340,348,329,142
48,113,006800,620,148,403,509,147
48,113,006900,451,74,145,526,78
48,113,007101,411,44,75,414,69
48,113,007102,772,204,375,1011,167
48,113,007201,1013,277,438,279,308
48,113,007202,992,326,418,511,464
48,113,007301,510,44,35,283,9
48,113,007302,944,0,303,540,149
48,113,007601,485,56,24,121,34
48,113,007604,821,95,18,191,44
48,113,007605,429,0,120,290,10
48,113,007700,1131,48,30,1353,76
48,113,007801,652,14,4,406,98
48,113,007804,622,85,389,1088,235
48,113,007805,605,48,81,508,107
48,113,007809,412,39,87,495,121
48,113,007810,764,70,115,489,94
48,113,007811,422,268,612,984,274
48,113,007812,969,0,16,112,55
48,113,007815,526,94,287,423,150
48,113,007818,599,247,284,972,260
48,113,007819,194,100,85,510,138
48,113,007820,598,252,262,794,179
48,113,007821,488,78,290,393,32
48,113,007822,155,0,38,436,122
48,113,007823,24,33,96,63,15
48,113,007824,490,17,41,52,33
48,113,007825,918,161,463,397,210
48,113,007826,11,21,37,89,5
48,113,007827,268,58,206,565,105
48,113,007902,984,31,50,1246,221
48,113,007903,425,19,32,344,143
48,113,007906,571,0,89,461,0
48,113,007909,175,15,62,1144,116
48,113,007910,340,149,86,1300,214
48,113,007911,276,38,89,1026,430
48,113,007912,250,0,28,618,190
48,113,007913,327,79,96,603,170
48,113,007914,192,39,56,665,563
48,113,008000,1832,117,114,464,36
48,113,008100,1324,89,153,1144,324
48,113,008200,663,104,229,640,148
48,113,008400,1428,259,445,431,105
48,113,008500,766,100,216,169,42
48,113,008603,98,24,173,73,0
48,113,008604,144,108,361,578,59
48,113,008701,196,87,711,578,56
48,113,008703,289,43,236,287,77
48,113,008704,192,104,387,441,98
48,113,008705,184,28,110,127,28
48,113,008801,226,32,282,368,30
48,113,008802,505,287,590,541,55
48,113,008900,210,186,284,332,23
48,113,009000,790,202,866,516,86
48,113,009101,759,177,262,211,62
48,113,009103,542,99,262,80,8
48,113,009104,455,103,242,124,21
48,113,009105,556,63,249,169,11
48,113,009201,916,82,412,308,75
48,113,009202,712,116,302,311,44
48,113,009301,806,160,158,102,27
48,113,009303,437,56,371,215,59
48,113,009304,383,102,875,471,54
48,113,009401,458,130,137,518,132
48,113,009402,558,12,83,504,41
48,113,009500,502,36,81,214,66
48,113,009603,1068,95,139,569,75
48,113,009604,800,166,225,625,26
48,113,009605,474,64,170,496,58
48,113,009607,605,77,114,458,133
48,113,009608,724,105,195,410,143
48,113,009609,746,5,58,241,76
48,113,009610,624,138,285,187,165
48,113,009611,496,81,84,406,146
48,113,009701,821,136,175,290,122
48,113,009702,662,44,129,256,104
48,113,009802,889,191,284,292,153
48,113,009803,272,26,126,206,64
48,113,009804,786,358,490,237,267
48,113,009900,312,81,211,507,66
48,113,010000,202,74,241,1040,314
48,113,010101,408,103,473,339,56
48,113,010102,399,109,160,133,34
48,113,010500,385,96,222,122,12
48,113,010601,798,164,275,146,111
48,113,010602,315,64,261,80,6
48,113,010701,689,205,209,326,66
48,113,010703,424,85,94,100,55
48,113,010704,541,160,449,254,89
48,113,010801,1118,398,658,618,85
48,113,010803,996,240,403,580,75
48,113,010804,479,59,340,512,16
48,113,010805,681,144,434,320,12
48,113,010902,588,66,944,974,51
48,113,010903,361,146,283,337,140
48,113,010904,228,72,455,824,36
48,113,011001,1017,77,539,928,83
48,113,011002,454,52,248,292,67
48,113,011101,563,93,437,361,86
48,113,011103,516,51,237,344,63
48,113,011104,348,61,361,287,65
48,113,011105,354,95,448,343,19
48,113,011200,753,229,902,402,62
48,113,011300,417,103,532,699,28
48,113,011401,327,155,578,451,72
48,113,011500,214,160,175,202,10
48,113,011601,286,189,543,302,32
48,113,011602,1058,79,246,251,112
48,113,011701,865,140,446,184,114
48,113,011702,861,73,255,185,53
48,113,011800,1298,53,696,328,57
48,113,011900,1347,211,522,372,58
48,113,012000,875,176,557,619,77
48,113,012100,610,187,615,360,25
48,113,012204,884,101,563,639,210
48,113,012206,714,72,389,431,106
48,113,012207,994,158,581,815,43
48,113,012208,197,50,377,365,17
48,113,012209,611,54,145,299,78
48,113,012210,412,73,283,765,133
48,113,012211,391,86,522,580,26
48,113,012301,687,107,315,268,78
48,113,012302,707,137,720,639,91
48,113,012400,842,190,205,698,240
48,113,012500,846,282,608,511,112
48,113,012601,747,237,347,299,115
48,113,012603,405,22,48,166,36
48,113,012604,888,47,463,891,178
48,113,012701,659,151,426,745,41
48,113,012702,375,103,225,271,83
48,113,012800,1421,211,339,1020,99
48,113,012900,896,57,260,821,147
48,113,013004,1455,12,121,833,97
48,113,013005,631,33,160,604,43
48,113,013007,673,34,66,305,63
48,113,013008,850,11,88,295,87
48,113,013009,802,62,316,379,101
48,113,013010,583,178,397,663,84
48,113,013011,596,179,323,754,94
48,113,013101,578,8,62,449,66
48,113,013102,352,42,64,310,28
48,113,013104,158,47,7,256,66
48,113,013105,557,168,503,1841,241
48,113,013200,1411,18,232,1481,346
48,113,013300,629,43,9,64,15
48,113,013400,554,17,52,157,12
48,113,013500,696,31,23,102,4
48,113,013605,1298,83,264,369,55
48,113,013606,1126,193,299,744,143
48,113,013607,755,43,192,216,70
48,113,013608,705,14,33,281,9
48,113,013609,721,117,132,218,108
48,113,013610,776,51,185,443,84
48,113,013611,675,25,56,469,48
48,113,013615,368,200,540,931,147
48,113,013616,595,89,121,2226,535
48,113,013617,604,36,224,334,62
48,113,013618,544,51,76,229,50
48,113,013619,1290,42,144,513,68
48,113,013620,580,89,241,1620,139
48,113,013621,340,33,441,1181,78
48,113,013622,353,17,149,946,110
48,113,013623,502,326,665,1686,201
48,113,013624,391,13,134,1207,266
48,113,013625,366,123,151,542,158
48,113,013626,467,9,164,643,238
48,113,013711,443,46,254,78,31
48,113,013712,346,40,101,116,67
48,113,013713,230,59,67,72,38
48,113,013714,971,123,344,190,51
48,113,013715,425,32,95,89,10
48,113,013716,981,17,239,444,22
48,113,013717,459,26,82,143,46
48,113,013718,781,156,193,174,73
48,113,013719,820,75,157,254,43
48,113,013720,993,173,241,437,93
48,113,013721,1479,74,142,513,204
48,113,013722,594,30,165,882,192
48,113,013725,500,58,326,815,110
48,113,013726,694,0,93,621,91
48,113,013727,535,16,145,978,182
48,113,013803,1283,89,282,529,88
48,113,013804,698,42,146,295,32
48,113,013805,401,25,287,888,180
48,113,013806,520,40,131,957,168
48,113,013901,452,101,209,140,0
48,113,013902,697,80,214,405,59
48,113,014001,859,11,93,319,132
48,113,014002,29,0,0,20,9
48,113,014103,341,110,184,413,137
48,113,014113,699,131,376,756,176
48,113,014114,375,152,198,539,230
48,113,014115,1408,153,245,265,94
48,113,014116,562,142,234,933,181
48,113,014119,1014,20,81,345,36
48,113,014120,1267,61,225,171,42
48,113,014121,1047,31,278,1129,149
48,113,014123,1617,31,101,168,16
48,113,014124,1098,57,57,225,71
48,113,014126,1567,101,202,109,38
48,113,014127,1757,53,210,1166,89
48,113,014128,752,75,106,602,61
48,113,014129,821,62,372,545,182
48,113,014130,824,83,89,806,101
48,113,014131,601,68,364,954,93
48,113,014132,388,66,150,351,38
48,113,014133,668,88,295,800,205
48,113,014134,1006,70,52,197,5
48,113,014135,966,42,220,391,32
48,113,014136,908,48,363,1136,325
48,113,014137,1064,36,88,794,107
48,113,014138,955,12,228,617,58
48,113,014203,528,58,156,288,129
48,113,014204,166,39,108,135,70
48,113,014205,415,4,4,199,18
48,113,014206,668,35,33,1765,274
48,113,014302,989,298,348,489,192
48,113,014306,985,90,266,313,9
48,113,014307,760,71,166,681,99
48,113,014308,578,102,345,220,78
48,113,014309,739,101,392,401,117
48,113,014310,666,90,359,638,55
48,113,014311,992,95,162,512,154
48,113,014312,1082,17,305,892,189
48,113,014403,435,106,404,705,99
48,113,014405,532,108,116,381,24
48,113,014406,723,96,200,324,94
48,113,014407,645,124,327,663,144
48,113,014408,749,77,205,575,63
48,113,014501,632,15,170,161,31
48,113,014502,741,77,254,268,66
48,113,014601,329,54,78,154,60
48,113,014602,632,77,319,373,49
48,113,014603,249,42,105,33,33
48,113,014701,534,147,293,412,70
48,113,014702,478,139,272,164,94
48,113,014703,294,24,101,113,50
48,113,014901,240,35,63,39,5
48,113,014902,377,99,63,222,57
48,113,015000,1341,300,429,384,24
48,113,015100,1152,146,382,366,29
48,113,015202,525,137,200,189,29
48,113,015204,1422,185,265,335,89
48,113,015205,583,139,180,186,75
48,113,015206,660,84,201,274,26
48,113,015303,296,75,80,106,16
48,113,015304,634,97,148,212,62
48,113,015305,715,92,204,303,81
48,113,015306,953,87,342,333,49
48,113,015401,1521,59,208,735,97
48,113,015403,421,63,266,350,89
48,113,015404,467,18,426,383,57
48,113,015500,561,37,260,346,12
48,113,015600,739,108,266,268,119
48,113,015700,397,87,123,78,14
48,113,015800,274,128,142,107,18
48,113,015900,508,47,437,235,103
48,113,016001,650,193,228,174,88
48,113,016002,315,83,243,184,3
48,113,016100,377,143,357,652,34
48,113,016201,592,60,348,165,40
48,113,016202,1307,64,415,441,104
48,113,016301,973,207,310,288,32
48,113,016302,345,25,98,55,74
48,113,016401,1757,99,414,258,103
48,113,016406,867,68,369,217,36
48,113,016407,1144,113,430,506,45
48,113,016408,1101,122,654,622,25
48,113,016409,805,31,104,186,47
48,113,016410,941,171,123,248,79
48,113,016411,1551,287,460,456,92
48,113,016412,1107,29,95,190,35
48,113,016413,1397,61,139,483,78
48,113,016502,1120,188,504,622,21
48,113,016509,973,70,647,346,57
48,113,016510,2163,107,765,792,204
48,113,016511,584,27,299,475,16
48,113,016513,1212,100,202,368,9
48,113,016514,1478,108,253,666,86
48,113,016516,809,148,373,423,34
48,113,016517,654,121,217,588,95
48,113,016518,741,77,410,533,16
48,113,016519,628,6,76,84,18
48,113,016520,998,103,553,369,100
48,113,016521,546,44,470,463,70
48,113,016522,566,18,202,328,65
48,113,016523,1224,76,43,240,40
48,113,016605,542,126,858,1248,48
48,113,016606,1076,130,567,1042,60
48,113,016607,200,146,380,825,118
48,113,016610,689,17,377,754,48
48,113,016611,1160,19,536,470,35
48,113,016612,2828,120,678,425,28
48,113,016615,523,48,402,231,73
48,113,016616,1055,84,340,303,35
48,113,016617,910,57,271,345,50
48,113,016618,734,53,381,443,69
48,113,016619,552,61,377,448,39
48,113,016620,958,136,337,405,126
48,113,016621,706,70,529,304,8
48,113,016622,612,134,334,215,66
48,113,016623,1076,212,452,216,20
48,113,016624,586,17,202,332,9
48,113,016625,1431,80,926,683,197
48,113,016626,712,97,341,393,71
48,113,016701,555,221,683,482,147
48,113,016703,1205,186,895,734,67
48,113,016704,578,104,292,348,60
48,113,016705,870,320,598,754,95
48,113,016802,695,18,186,287,24
48,113,016803,1116,14,336,666,26
48,113,016804,1136,208,664,661,74
48,113,016902,749,124,205,305,75
48,113,016903,748,170,224,307,34
48,113,017001,1263,175,233,685,54
48,113,017003,1980,195,407,671,45
48,113,017004,1130,230,703,186,155
48,113,017101,710,106,431,214,39
48,113,017102,747,104,278,271,14
48,113,017201,708,177,345,384,64
48,113,017202,1138,177,714,557,178
48,113,017301,946,61,287,274,61
48,113,017303,1446,105,382,304,126
48,113,017304,2087,104,365,221,58
48,113,017305,1981,197,625,325,0
48,113,017306,1266,118,526,370,31
48,113,017400,754,202,384,338,66
48,113,017500,728,114,246,279,23
48,113,017602,765,44,255,154,34
48,113,017604,370,71,332,130,52
48,113,017605,510,85,306,176,0
48,113,017606,768,19,299,200,38
48,113,017702,1182,139,693,605,107
48,113,017703,509,37,513,401,86
48,113,017704,774,268,248,489,87
48,113,017804,963,308,430,667,141
48,113,017805,918,240,487,593,14
48,113,017806,625,175,312,359,94
48,113,017807,752,197,477,673,222
48,113,017808,956,20,331,380,66
48,113,017811,939,45,227,295,58
48,113,017812,509,18,132,86,8
48,113,017813,979,111,439,948,55
48,113,017814,1144,103,295,433,62
48,113,017900,676,68,354,303,9
48,113,018001,895,89,522,483,81
48,113,018002,609,78,253,179,10
48,113,018104,1624,221,239,340,13
48,113,018105,894,192,308,196,71
48,113,018110,1321,47,80,542,72
48,113,018111,967,148,589,320,17
48,113,018118,1515,120,369,398,101
48,113,018120,915,118,186,173,44
48,113,018121,1071,113,267,178,14
48,113,018122,2772,397,636,489,92
48,113,018123,1501,136,297,569,86
48,113,018124,3789,150,557,524,138
48,113,018126,1065,178,505,297,73
48,113,018127,494,25,235,169,37
48,113,018128,888,87,376,508,87
48,113,018129,771,46,242,647,66
48,113,018130,465,25,494,663,74
48,113,018132,959,72,474,234,61
48,113,018133,745,100,143,180,75
48,113,018134,1085,183,313,227,13
48,113,018135,690,36,227,215,16
48,113,018136,2242,128,173,183,26
48,113,018137,780,49,145,274,105
48,113,018138,650,83,304,620,154
48,113,018139,1338,30,405,386,128
48,113,018140,1133,123,53,317,68
48,113,018141,354,182,283,694,132
48,113,018142,676,26,147,192,71
48,113,018203,969,191,324,201,55
48,113,018204,584,103,293,100,35
48,113,018205,648,94,357,225,55
48,113,018206,680,136,245,164,38
48,113,018300,1119,74,274,591,130
48,113,018401,750,114,346,266,96
48,113,018402,735,91,213,256,39
48,113,018403,74,23,96,183,40
48,113,018501,551,110,197,213,63
48,113,018503,488,203,509,866,203
48,113,018505,364,25,459,519,132
48,113,018506,208,97,349,508,160
48,113,018600,623,71,114,450,76
48,113,018700,829,320,309,395,51
48,113,018801,663,91,337,274,48
48,113,018802,100,50,45,192,26
48,113,018900,1074,87,268,440,49
48,113,019004,942,103,516,510,197
48,113,019013,513,282,368,308,166
48,113,019014,1075,251,441,228,52
48,113,019016,316,83,297,375,147
48,113,019018,930,62,243,467,76
48,113,019019,1220,111,439,682,57
48,113,019020,1017,158,248,664,57
48,113,019021,1209,174,550,405,0
48,113,019023,1113,86,288,459,71
48,113,019024,890,57,220,196,74
48,113,019025,1231,50,121,232,53
48,113,019026,1371,12,169,444,16
48,113,019027,925,125,287,482,49
48,113,019028,685,85,201,211,43
48,113,019029,782,158,442,766,68
48,113,019031,1264,107,259,472,191
48,113,019032,607,94,227,144,44
48,113,019033,673,101,172,175,12
48,113,019034,502,148,382,650,194
48,113,019035,671,31,411,720,138
48,113,019036,767,34,119,139,43
48,113,019037,851,26,184,137,20
48,113,019038,60,4,10,393,99
48,113,019039,1240,51,240,613,172
48,113,019040,1193,74,270,901,79
48,113,019041,628,21,97,288,61
48,113,019042,1121,113,283,307,42
48,113,019043,2005,0,74,545,87
48,113,019100,990,96,366,705,187
48,113,019202,780,75,196,564,191
48,113,019203,858,64,222,502,54
48,113,019204,1299,122,513,521,191
48,113,019205,895,19,140,253,20
48,113,019206,900,26,192,969,583
48,113,019208,481,341,667,480,90
48,113,019210,977,18,206,136,73
48,113,019211,787,207,291,841,122
48,113,019212,355,174,248,210,133
48,113,019213,320,87,315,512,139
48,113,019301,798,16,34,84,3
48,113,019302,543,49,24,116,151
48,113,019400,663,51,282,350,185
48,113,019501,1805,58,172,127,0
48,113,019502,918,58,280,392,27
48,113,019600,628,6,97,170,0
48,113,019700,451,10,40,188,0
48,113,019800,1064,8,166,459,127
48,113,019900,562,86,232,128,43
48,113,020000,1006,93,86,202,7
48,113,020100,351,23,38,238,70
48,113,020200,330,121,489,281,131
48,113,020300,148,20,282,508,98
48,113,020400,487,45,104,1622,366
48,113,020500,411,17,634,586,18
48,113,020600,654,0,30,135,33
48,113,020700,903,72,251,797,170
48,113,980000,0,0,0,0,0
48,113,980100,0,0,0,0,0
48,115,950401,929,37,162,542,12
48,115,950402,245,40,176,120,33
48,115,950500,672,66,219,458,52
48,115,950600,415,33,41,104,7
48,117,950300,1189,103,176,453,47
48,117,950400,887,121,284,433,22
48,117,950500,483,128,258,289,32
48,117,950600,827,81,52,310,35
48,119,950100,682,15,96,317,14
48,119,950200,362,36,149,213,42
48,121,020103,2431,371,231,644,99
48,121,020104,774,0,66,118,101
48,121,020105,1459,163,314,178,83
48,121,020106,1355,49,247,154,41
48,121,020107,1189,41,152,228,221
48,121,020108,2694,85,591,416,172
48,121,020109,867,18,42,21,0
48,121,020110,1319,42,33,142,19
48,121,020111,909,19,35,185,9
48,121,020112,828,67,16,86,62
48,121,020113,1991,138,554,421,54
48,121,020114,1415,181,586,494,52
48,121,020115,1174,72,80,263,138
48,121,020202,2127,197,290,443,148
48,121,020203,868,119,307,344,93
48,121,020204,830,126,160,231,76
48,121,020205,435,11,55,77,61
48,121,020303,2594,96,276,371,202
48,121,020305,2030,112,153,336,30
48,121,020306,1131,65,413,1340,171
48,121,020307,1948,113,384,550,160
48,121,020308,2319,147,243,147,156
48,121,020309,1996,112,257,563,158
48,121,020310,884,0,91,436,43
48,121,020401,1380,139,288,428,175
48,121,020402,854,78,146,565,282
48,121,020403,466,53,152,501,240
48,121,020503,766,81,513,618,444
48,121,020504,420,25,200,201,97
48,121,020505,1446,84,370,519,129
48,121,020506,461,0,58,144,78
48,121,020601,444,98,208,501,225
48,121,020602,1397,258,444,809,131
48,121,020700,229,17,118,833,377
